#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3690448
#overflow:lower center upper   -5.7936987831E+001    1.8390528349E+000   -3.8808628195E+001    1.2309767361E+000   -8.9146715037E+001    2.8320683716E+000   -4.3225854635E+001    1.3720877367E+000   -5.2016438737E+001    1.6499172724E+000   -7.9537498691E+001    2.5247025764E+000   -6.4936567396E+001    2.0629453212E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -7.3057173566E+003    2.2341732841E+003   -4.9074733688E+003    1.5058140572E+003   -1.1207069358E+004    3.4143716863E+003   -5.4506781986E+003    1.6668807479E+003   -6.5776426458E+003    2.0182904756E+003   -1.0029490770E+004    3.0671348531E+003   -8.1634933424E+003    2.4871087737E+003
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    5.5974519137E+003    1.5810150619E+003    3.7619383415E+003    1.0629333846E+003    8.5802360704E+003    2.4228435764E+003    4.1761688311E+003    1.1795699052E+003    5.0422456132E+003    1.4246834236E+003    7.6843367412E+003    2.1704611876E+003    6.2500460911E+003    1.7648563396E+003
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    5.8276153128E+003    1.0926627530E+003    3.9126779744E+003    7.3087263991E+002    8.9426253324E+003    1.6840314137E+003    4.3478900408E+003    8.1521810324E+002    5.2442867376E+003    9.7961184578E+002    8.0003114189E+003    1.5000376364E+003    6.5140189669E+003    1.2266881550E+003
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    4.3929997902E+003    1.2105138665E+003    2.9328281178E+003    8.0552260368E+002    6.7861620591E+003    1.8775086173E+003    3.2775464769E+003    9.0314492320E+002    3.9309628093E+003    1.0796675666E+003    6.0308315663E+003    1.6618269032E+003    4.9432003156E+003    1.3676215081E+003
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    1.6952022738E+003    1.1517892597E+003    1.1520496349E+003    7.6734142584E+002    2.5650592316E+003    1.7839981622E+003    1.2647631471E+003    8.5933143878E+002    1.5441287683E+003    1.0284921195E+003    2.3272205491E+003    1.5812081395E+003    1.8684495732E+003    1.2995062896E+003
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    1.2891471251E+003    9.5743271242E+002    8.6948693325E+002    6.4195493870E+002    1.9684741533E+003    1.4718169377E+003    9.6181193257E+002    7.1432514529E+002    1.1654009920E+003    8.6043262268E+002    1.7697768147E+003    1.3143900980E+003    1.4338829475E+003    1.0721061312E+003
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    8.3368726148E+002    7.7451483435E+002    5.5740578502E+002    5.1880969311E+002    1.2845608211E+003    1.1918667710E+003    6.2200065494E+002    5.7785305892E+002    7.4710870280E+002    6.9537713319E+002    1.1445089217E+003    1.0632753778E+003    9.3570436443E+002    8.6818383458E+002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    4.6692117783E+002    5.9246089485E+002    3.1059197950E+002    3.9646179688E+002    7.2351919209E+002    9.1282211655E+002    3.4836237980E+002    4.4202554321E+002    4.1629630896E+002    5.3139035643E+002    6.4100230201E+002    8.1334669635E+002    5.2702842454E+002    6.6492113441E+002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002   -2.4845229343E+002    5.7048336564E+002   -1.6591379436E+002    3.8089527632E+002   -3.8310075716E+002    8.8109442027E+002   -1.8536625948E+002    4.2562846220E+002   -2.2237953571E+002    5.1052605380E+002   -3.4108217744E+002    7.8317533664E+002   -2.7905961679E+002    6.4180993298E+002
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    1.3380492341E+003    4.6196580345E+002    8.9555325503E+002    3.0873398819E+002    2.0608495054E+003    7.1272384899E+002    9.9829700943E+002    3.4466525469E+002    1.2003385121E+003    4.1380598413E+002    1.8369109819E+003    6.3419942706E+002    1.5011713303E+003    5.1916484231E+002
