#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 448000
#overflow:lower center upper   -3.8794274948E-003    3.5846989917E-005   -2.6650498946E-003    2.4845653264E-005   -5.8183153344E-003    5.3278991494E-005   -2.8943784487E-003    2.6744862536E-005   -3.5720511397E-003    3.3301419323E-005   -5.3257853203E-003    4.9211738829E-005   -4.2381979603E-003    3.8809672577E-005
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002   -4.3067672103E-010    4.3067624037E-010   -3.0936742817E-010    3.0936708289E-010   -6.1460150804E-010    6.1460082210E-010   -3.2132097361E-010    3.2132061500E-010   -4.1465500387E-010    4.1465454108E-010   -5.9124490965E-010    5.9124424978E-010   -4.4769021754E-010    4.4768971789E-010
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    4.0925475160E-007    4.0925429484E-007    2.8857033570E-007    2.8857001363E-007    5.9576843567E-007    5.9576777075E-007    3.0533838682E-007    3.0533804604E-007    3.8677999935E-007    3.8677956768E-007    5.6183623775E-007    5.6183561070E-007    4.3397176395E-007    4.3397127961E-007
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    5.6278654997E-010    3.0559891402E-008    7.3077487634E-010    2.1959086938E-008    1.0856294047E-010    4.3607481219E-008    4.1988599184E-010    2.2800243382E-008    9.7948081016E-010    2.9432462665E-008    7.7260893528E-010    4.1953463812E-008    7.9079803419E-011    3.1764716647E-008
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    6.4834205070E-007    6.6730630480E-007    4.6525872306E-007    4.7898745483E-007    9.2621817076E-007    9.5306222115E-007    4.8371757467E-007    4.9786649960E-007    6.2360106477E-007    6.4200212062E-007    8.9006189207E-007    9.1609654441E-007    6.7467913589E-007    6.9423297460E-007
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002   -1.0141014763E-007    9.8549844510E-008   -7.1297051225E-008    6.9548413139E-008   -1.4806714414E-007    1.4333687426E-007   -7.5660479844E-008    7.3526453697E-008   -9.5561705466E-008    9.3217950222E-008   -1.3921865438E-007    1.3529195117E-007   -1.0785559603E-007    1.0440995601E-007
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002   -2.8270422163E-007    3.0568629949E-007   -2.0264995061E-007    2.1943699881E-007   -4.0434586877E-007    4.3655167946E-007   -2.1092107213E-007    2.2806763072E-007   -2.7161817439E-007    2.9411838903E-007   -3.8810417145E-007    4.1965460332E-007   -2.9453505659E-007    3.1799452782E-007
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002   -1.0789295629E-007    6.1717631156E-008   -7.6368789841E-008    4.3556299391E-008   -1.5653875262E-007    8.9869127800E-008   -8.0497199100E-008    4.6046531804E-008   -1.0235951805E-007    5.8379893447E-008   -1.4811843333E-007    8.4727670372E-008   -1.1402651523E-007    6.5462789871E-008
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001   -4.9957517869E-008    4.0632308208E-008   -3.6269916981E-008    2.9452770110E-008   -7.0488013687E-008    5.7427943193E-008   -3.7272500456E-008    3.0315111535E-008   -4.8613723349E-008    3.9476484568E-008   -6.8583061718E-008    5.5781156079E-008   -5.1345129761E-008    4.1831866738E-008
