#labels: pth_lower[1]   pth_center[2]   pth_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 1664000
#overflow:lower center upper   -2.3925558579E-003    1.8476729411E-005   -1.6183597915E-003    1.2803151689E-005   -3.6477019404E-003    2.7468879608E-005   -1.7850474385E-003    1.3785190593E-005   -2.1691391030E-003    1.7160471432E-005   -3.2845668293E-003    2.5365364966E-005   -2.6570720278E-003    2.0008979032E-005
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -3.0352873445E-007    1.4526712602E-007   -2.1712583602E-007    1.0373826015E-007   -4.3517477118E-007    2.0862817045E-007   -2.2645790615E-007    1.0838146593E-007   -2.9102066403E-007    1.3904368962E-007   -4.1669263838E-007    1.9942672683E-007   -3.1699155539E-007    1.5196967432E-007
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002   -2.5968975331E-007    7.7478237958E-008   -1.8507082631E-007    5.5138063061E-008   -3.7394917496E-007    1.1177535215E-007   -1.9375034753E-007    5.7805267011E-008   -2.4805631497E-007    7.3903299670E-008   -3.5650927305E-007    1.0636426713E-007   -2.7239338872E-007    8.1419799768E-008
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002   -4.1071237045E-007    2.2208166486E-007   -2.9541470912E-007    1.6005018736E-007   -5.8547406298E-007    3.1589227364E-007   -3.0642589280E-007    1.6569155770E-007   -3.9595373075E-007    2.1452035675E-007   -5.6383729721E-007    3.0487984946E-007   -4.2647310036E-007    2.3010337407E-007
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002   -1.8035868820E-007    4.8451463159E-008   -1.2782806999E-007    3.4053085917E-008   -2.6135344886E-007    7.0875484043E-008   -1.3456271598E-007    3.6148857264E-008   -1.7133202797E-007    4.5642434165E-008   -2.4760139358E-007    6.6515508174E-008   -1.9037600924E-007    5.1627372297E-008
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002   -4.2367667988E-007    1.0761686142E-007   -3.0295010244E-007    7.7239233255E-008   -6.0786949279E-007    1.5378357212E-007   -3.1609835552E-007    8.0291209163E-008   -4.0605365808E-007    1.0352620104E-007   -5.8163505963E-007    1.4773940267E-007   -4.4278645904E-007    1.1201957684E-007
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002   -4.1795954310E-007    1.1447205036E-007   -2.9971534317E-007    8.2261094251E-008   -5.9792042711E-007    1.6335824243E-007   -3.1183289173E-007    8.5405755356E-008   -4.0171800734E-007    1.1025716106E-007   -5.7378641619E-007    1.5715039557E-007   -4.3553932522E-007    1.1899399226E-007
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002   -5.4565545433E-007    1.5407655981E-007   -3.9283562825E-007    1.1147952792E-007   -7.7712161707E-007    2.1822339893E-007   -4.0710475696E-007    1.1495404277E-007   -5.2653008727E-007    1.4941955704E-007   -7.4909089357E-007    2.1152056109E-007   -5.6607369369E-007    1.5895906479E-007
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002   -8.8717282951E-007    2.0469766051E-007   -6.3647939596E-007    1.4695729964E-007   -1.2682745706E-006    2.9247397376E-007   -6.6190537686E-007    1.5272163170E-007   -8.5309357859E-007    1.9697154291E-007   -1.2179353882E-006    2.8101460767E-007   -9.2384107585E-007    2.1304493274E-007
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002   -9.6109255640E-007    3.4577399601E-007   -6.8238615597E-007    2.4578149853E-007   -1.3892123108E-006    4.9912572148E-007   -7.1705569601E-007    2.5797641624E-007   -9.1462386916E-007    3.2942875994E-007   -1.3194144330E-006    4.7468810142E-007   -1.0119349750E-006    3.6357493417E-007
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001   -9.7410305709E-007    2.6842851837E-007   -6.9549602733E-007    1.9292252605E-007   -1.4000898190E-006    3.8310518816E-007   -7.2676262129E-007    2.0027019956E-007   -9.3219544672E-007    2.5858019786E-007   -1.3372756080E-006    3.6850609132E-007   -1.0198584082E-006    2.7906284444E-007
