#labels: pth_lower[1]   pth_center[2]   pth_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 576000
#overflow:lower center upper    8.4734236762E+001    1.2345118705E+000    5.7051985369E+001    8.2376647903E-001    1.2979365482E+002    1.9112889799E+000    6.3218850997E+001    9.2104944799E-001    7.6468590614E+001    1.1041204130E+000    1.1632550289E+002    1.6947720267E+000    9.4544755913E+001    1.3922279201E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    2.7520849863E+002    6.3855554747E+001    1.8921689150E+002    4.3827842908E+001    4.1170201367E+002    9.5675192261E+001    2.0532863377E+002    4.7641602204E+001    2.5361341801E+002    5.8743851859E+001    3.7781383568E+002    8.7662670986E+001    2.9989344583E+002    6.9692064006E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    4.3519862152E+002    1.3156469689E+002    2.9608030620E+002    8.7954046579E+001    6.5879403288E+002    2.0302217803E+002    3.2469469083E+002    9.8158303973E+001    3.9684585168E+002    1.1788760614E+002    5.9745269966E+002    1.8061565329E+002    4.7988109374E+002    1.4788613737E+002
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    6.8110573109E+002    1.7624406412E+002    4.6659638129E+002    1.2074263773E+002    1.0231915087E+003    2.6483308388E+002    5.0816202957E+002    1.3149286115E+002    6.2539397065E+002    1.6183519776E+002    9.3504077833E+002    2.4195272389E+002    7.4531679976E+002    1.9291065737E+002
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    5.1403182589E+002    8.4825764493E+001    3.5443833134E+002    5.8386087245E+001    7.6654912209E+002    1.2676584665E+002    3.8351087648E+002    6.3287138365E+001    4.7506496894E+002    7.8256729792E+001    7.0567710214E+002    1.1645115469E+002    5.5837243928E+002    9.2339229111E+001
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    7.7303811586E+002    2.5309600555E+002    5.2443687624E+002    1.6838347122E+002    1.1740701506E+003    3.9266826639E+002    5.7675130300E+002    1.8883085839E+002    7.0291942573E+002    2.2568972216E+002    1.0612480978E+003    3.4745719382E+002    8.5522035705E+002    2.8602881591E+002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    6.3567079205E+002    1.0209067737E+002    4.3489466947E+002    6.8972078713E+001    9.5641921720E+002    1.5584049721E+002    4.7426375243E+002    7.6168212134E+001    5.8290315797E+002    9.2445470860E+001    8.7266643787E+002    1.4015290441E+002    6.9667828961E+002    1.1351788953E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    6.4881053365E+002    8.0765869643E+001    4.4282401748E+002    5.4148476061E+001    9.7887032221E+002    1.2433571923E+002    4.8406710227E+002    6.0258116125E+001    5.9353111532E+002    7.2576924738E+001    8.9070503841E+002    1.1087761880E+002    7.1303220341E+002    9.0569067050E+001
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    7.4502087354E+002    1.5885315521E+002    5.0959084819E+002    1.0790561918E+002    1.1211971597E+003    2.4089474940E+002    5.5584808920E+002    1.1851778376E+002    6.8302082214E+002    1.4462933349E+002    1.0227852530E+003    2.1807800332E+002    8.1670642482E+002    1.7547341058E+002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    5.0307908960E+002    4.2012641844E+001    3.4441875487E+002    2.8620640234E+001    7.5628191409E+002    6.3549020991E+001    3.7533921613E+002    3.1344956256E+001    4.6163541190E+002    3.8361154428E+001    6.9064088295E+002    5.7676116256E+001    5.5089356309E+002    4.6290604009E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    4.7304948172E+002    4.9457431342E+001    3.2368355595E+002    3.3610733090E+001    7.1150605018E+002    7.4994215606E+001    3.5293460875E+002    3.6899393943E+001    4.3384336528E+002    4.5049534600E+001    6.4941540702E+002    6.7896529107E+001    5.1827776896E+002    5.4627553398E+001
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    3.6353284017E+002    2.7300464609E+001    2.4799248690E+002    1.8344360017E+001    5.4870505350E+002    4.1932677660E+001    2.7122600419E+002    2.0368437484E+001    3.3239221797E+002    2.4587529201E+001    4.9906793366E+002    3.7478832597E+001    3.9968968763E+002    3.0544750278E+001
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    3.4555166242E+002    2.4565874398E+001    2.3606756890E+002    1.6673538627E+001    5.2076021188E+002    3.7321396749E+001    2.5781053672E+002    1.8328203717E+001    3.1640887109E+002    2.2348074149E+001    4.7438287571E+002    3.3724711552E+001    3.7933400666E+002    2.7185784628E+001
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    3.2870856533E+002    3.1462752063E+001    2.2396088564E+002    2.1334174350E+001    4.9683373029E+002    4.7810177648E+001    2.4524417293E+002    2.3473853198E+001    3.0018189844E+002    2.8594872447E+001    4.5126020637E+002    4.3192935890E+001    3.6190539380E+002    3.4826059735E+001
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    2.2068451503E+002    1.3957634335E+001    1.5087859988E+002    9.5167082015E+000    3.3225117937E+002    2.1080592795E+001    1.6464916669E+002    1.0413566452E+001    2.0222738633E+002    1.2755546696E+001    3.0296180355E+002    1.9161426305E+001    2.4201958639E+002    1.5355600419E+001
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    1.9396449802E+002    1.6346682564E+001    1.3262344076E+002    1.1173087109E+001    2.9204292138E+002    2.4637578093E+001    1.4471379182E+002    1.2195996905E+001    1.7775941594E+002    1.4975644029E+001    2.6627982547E+002    2.2441177765E+001    2.1273094402E+002    1.7946592308E+001
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    1.5475177392E+002    1.0072593691E+001    1.0554444973E+002    6.8460867625E+000    2.3364478532E+002    1.5269672745E+001    1.1545780916E+002    7.5150001232E+000    1.4146458298E+002    9.1760278379E+000    2.1244751370E+002    1.3827935098E+001    1.7019236595E+002    1.1122789358E+001
