#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3170438
#overflow:lower center upper    8.3696067787E+001    1.4645170252E+000    5.6290655940E+001    9.6288561193E-001    1.2836046935E+002    2.3056718141E+000    6.2444289825E+001    1.0926525940E+000    7.5448156565E+001    1.2905862117E+000    1.1490027582E+002    2.0105294620E+000    9.3500789856E+001    1.6795056675E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    1.7935621012E+002    5.9366374315E+001    1.2450293705E+002    4.1288930719E+001    2.6547811088E+002    8.7703957866E+001    1.3381478321E+002    4.4292296897E+001    1.6687524652E+002    5.5340867099E+001    2.4622516396E+002    8.1499799975E+001    1.9338051023E+002    6.3885629083E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    3.0679966403E+002    7.2512965975E+001    2.1122479187E+002    4.9316711370E+001    4.5818821434E+002    1.0975370617E+002    2.2889829410E+002    5.4100757457E+001    2.8311130686E+002    6.6100756841E+001    4.2118306095E+002    9.9547804474E+001    3.3375508955E+002    7.9947185210E+001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    4.2025857215E+002    7.8834810769E+001    2.8930466957E+002    5.4240138820E+001    6.2782670699E+002    1.1784476988E+002    3.1354816032E+002    5.8817384163E+001    3.8776425039E+002    7.2699783249E+001    5.7694258684E+002    1.0822660779E+002    4.5732376403E+002    8.5840906625E+001
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    1.1618330999E+003    7.9873592932E+002    8.0310164581E+002    5.5362224179E+002    1.7280007757E+003    1.1843568713E+003    8.6682498640E+002    5.9592402825E+002    1.0764226797E+003    7.4203749946E+002    1.5949966011E+003    1.0965267666E+003    1.2587164741E+003    8.6271344676E+002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    4.8268985080E+002    5.5298661904E+001    3.3138955422E+002    3.7705055915E+001    7.2335233673E+002    8.3547978167E+001    3.6012713304E+002    4.1257442102E+001    4.4417195987E+002    5.0537285709E+001    6.6264997221E+002    7.5915531917E+001    5.2690688317E+002    6.0858315562E+001
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    6.1084205767E+002    1.0995023270E+002    4.1941437684E+002    7.5442978152E+001    9.1542188010E+002    1.6490073881E+002    4.5573943310E+002    8.2032099938E+001    5.6215442939E+002    1.0111862319E+002    8.3858086486E+002    1.5094271927E+002    6.6681486343E+002    1.2011758296E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    6.2993783526E+002    7.6139379822E+001    4.3246506652E+002    5.2172702114E+001    9.4404685656E+002    1.1435143672E+002    4.6998648559E+002    5.6806366493E+001    5.7964668385E+002    6.9928732075E+001    8.6479607628E+002    1.0452624566E+002    6.8766597064E+002    8.3296280457E+001
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    4.6764753900E+002    3.1936907620E+001    3.2077993249E+002    2.1793809627E+001    7.0144432888E+002    4.8191798355E+001    3.4890430618E+002    2.3827613032E+001    4.2995154641E+002    2.9210936228E+001    6.4199947070E+002    4.3843869748E+001    5.1094857413E+002    3.5104041248E+001
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    4.5696133513E+002    3.9172269334E+001    3.1310800244E+002    2.6751785060E+001    6.8631917739E+002    5.9062104542E+001    3.4093150137E+002    2.9225800017E+001    4.1966861454E+002    3.5856268396E+001    6.2732915458E+002    5.3776774346E+001    4.9993105746E+002    4.3022228363E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    4.8084290969E+002    6.6410971124E+001    3.2669747047E+002    4.3544596854E+001    7.2922999235E+002    1.0481438805E+002    3.5874915999E+002    4.9548157256E+001    4.3788301078E+002    5.8364208165E+001    6.6011444040E+002    9.1170817238E+001    5.3118830599E+002    7.6349269523E+001
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    3.8213245396E+002    2.1678720560E+001    2.6155717075E+002    1.4755997247E+001    5.7465906204E+002    3.2835698983E+001    2.8510287684E+002    1.6174144682E+001    3.5057339517E+002    1.9777932446E+001    5.2460199770E+002    2.9761146942E+001    4.1859519889E+002    2.3918296699E+001
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    3.3844372499E+002    3.0248929064E+001    2.3207814017E+002    2.0907983528E+001    5.0794726353E+002    4.5033648061E+001    2.5250741894E+002    2.2568239384E+001    3.1106171286E+002    2.8023635332E+001    4.6462490269E+002    4.1526566118E+001    3.7000075323E+002    3.2803570172E+001
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    2.7301711184E+002    2.0663639384E+001    1.8630279454E+002    1.3961219222E+001    4.1199108567E+002    3.1554820348E+001    2.0369367534E+002    1.5416808945E+001    2.4970756117E+002    1.8712666180E+001    3.7480543930E+002    2.8367615438E+001    3.0010401269E+002    2.2985274526E+001
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    2.2451286581E+002    1.2119784724E+001    1.5330822032E+002    8.2377119077E+000    3.3853102868E+002    1.8387441718E+001    1.6750543762E+002    9.0423764215E+000    2.0548388390E+002    1.1041267283E+001    3.0821746934E+002    1.6638375548E+001    2.4659397657E+002    1.3393845728E+001
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    1.7299615183E+002    9.3468796655E+000    1.1817257474E+002    6.3850222366E+000    2.6071918484E+002    1.4087379009E+001    1.2906964603E+002    6.9735565628E+000    1.5839046058E+002    8.5580483889E+000    2.3749390009E+002    1.2831654820E+001    1.8991399639E+002    1.0261578748E+001
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    1.4801720798E+002    8.6954393548E+000    1.0086084938E+002    5.8383124719E+000    2.2373284506E+002    1.3378780029E+001    1.1043325784E+002    6.4875274261E+000    1.3518700446E+002    7.8252759024E+000    2.0320211538E+002    1.1937339551E+001    1.6297227515E+002    9.7454185568E+000
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    1.5731674021E+002    2.2895824783E+001    1.0694900560E+002    1.5279701403E+001    2.3840198522E+002    3.5417863126E+001    1.1737148924E+002    1.7082206564E+001    1.4334715388E+002    2.0479869784E+001    2.1596877033E+002    3.1432021268E+001    1.7365762243E+002    2.5799205893E+001
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001    1.3283917570E+002    2.7673179356E+001    9.0904511583E+001    1.9001199631E+001    1.9979790694E+002    4.1447504747E+001    9.9109172111E+001    2.0646513961E+001    1.2184220823E+002    2.5467912227E+001    1.8236529303E+002    3.7990505706E+001    1.4553750236E+002    3.0191338899E+001
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001    9.3782171840E+001    7.8345833947E+000    6.4063773833E+001    5.3574094086E+000    1.4134841536E+002    1.1801203118E+001    6.9969369812E+001    5.8452566422E+000    8.5866713714E+001    7.1807062308E+000    1.2874675832E+002    1.0755532689E+001    1.0296151570E+002    8.5962743701E+000
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000    6.7113312915E+001    3.2337947631E+000    4.5851793262E+001    2.2188389788E+000    1.0113821649E+002    4.8511646409E+000    5.0072163169E+001    2.4126822533E+000    6.1456616894E+001    2.9739804567E+000    9.2135011468E+001    4.4394428563E+000    7.3671459557E+001    3.5337026106E+000
    1.0000000000E+000    1.1294627059E+000    1.2589254118E+000    6.1797098641E+001    4.2217813263E+000    4.2070937386E+001    2.8052697285E+000    9.3495242776E+001    6.5672408405E+000    4.6105821216E+001    3.1498031352E+000    5.6389015508E+001    3.7599922429E+000    8.4836765534E+001    5.7957781253E+000    6.8104137446E+001    4.7837329425E+000
    1.2589254118E+000    1.4219093021E+000    1.5848931925E+000    4.9549030397E+001    4.1425161034E+000    3.3734822641E+001    2.8120131996E+000    7.4960812320E+001    6.2882887101E+000    3.6967734524E+001    3.0906646274E+000    4.5215855772E+001    3.7690307318E+000    6.8022278823E+001    5.6869606358E+000    5.4603221658E+001    4.5805376391E+000
    1.5848931925E+000    1.7900777537E+000    1.9952623150E+000    3.8120502257E+001    2.8484021816E+000    2.6047964572E+001    1.9611109579E+000    5.7434405434E+001    4.2546231372E+000    2.8441093521E+001    2.1251470478E+000    3.4912915411E+001    2.6285393929E+000    5.2332879425E+001    3.9103652654E+000    4.1836573986E+001    3.0991677256E+000
    1.9952623150E+000    2.2535743732E+000    2.5118864315E+000    2.9939255201E+001    1.8212061140E+000    2.0433556049E+001    1.2429005645E+000    4.5167475069E+001    2.7475334627E+000    2.2337196697E+001    1.3587725854E+000    2.7387745093E+001    1.6658991589E+000    4.1101437277E+001    2.5002021046E+000    3.2901052918E+001    2.0013681020E+000
    2.5118864315E+000    2.8370820458E+000    3.1622776602E+000    2.9092614565E+001    2.3024395732E+000    1.9816113380E+001    1.5528255017E+000    4.3990533009E+001    3.5208467626E+000    2.1705531738E+001    1.7178131281E+000    2.6560167045E+001    2.0813014099E+000    3.9939145606E+001    3.1608527022E+000    3.2043740595E+001    2.5646677278E+000
    3.1622776602E+000    3.5716746829E+000    3.9810717055E+000    1.9777213887E+001    8.9835008306E-001    1.3512318225E+001    6.1777372067E-001    2.9802297086E+001    1.3443655908E+000    1.4755461141E+001    6.7024454594E-001    1.8110989897E+001    8.2802176704E-001    2.7150706009E+001    1.2332798309E+000    2.1708695295E+001    9.7926756758E-001
    3.9810717055E+000    4.4964720209E+000    5.0118723363E+000    1.5941126802E+001    8.6404844268E-001    1.0874506028E+001    5.8932554356E-001    2.4063188962E+001    1.3049643571E+000    1.1893418275E+001    6.4465264384E-001    1.4575446309E+001    7.8989177042E-001    2.1884419601E+001    1.1861895907E+000    1.7528193732E+001    9.5056678069E-001
    5.0118723363E+000    5.6607228905E+000    6.3095734448E+000    1.5245803217E+001    1.8855635586E+000    1.0363090375E+001    1.2580000222E+000    2.3105497343E+001    2.9166489092E+000    1.1374648534E+001    1.4067886396E+000    1.3889979643E+001    1.6861374423E+000    2.0929860161E+001    2.5885537839E+000    1.6830588595E+001    2.1245557773E+000
    6.3095734448E+000    7.1264278960E+000    7.9432823472E+000    1.3409871776E+001    2.6269166264E+000    9.1230326882E+000    1.7823248245E+000    2.0301884774E+001    3.9886608254E+000    1.0004889618E+001    1.9599002379E+000    1.2227890884E+001    2.3889066517E+000    1.8409442720E+001    3.6063037717E+000    1.4788371151E+001    2.9054345121E+000
    7.9432823472E+000    8.9716411736E+000    1.0000000000E+001    8.8747668025E+000    8.1897197067E-001    6.0355812432E+000    5.4396591275E-001    1.3442974704E+001    1.2731171889E+000    6.6213207502E+000    6.1102181318E-001    8.0896815110E+000    7.2909481452E-001    1.2183525229E+001    1.1243073636E+000    9.7921794707E+000    9.2736855315E-001
    1.0000000000E+001    1.1294627059E+001    1.2589254118E+001    6.6205085149E+000    3.7905404145E-001    4.5174652656E+000    2.5917754305E-001    9.9901384650E+000    5.7046746165E-001    4.9394549042E+000    2.8280612279E-001    6.0549023802E+000    3.4738390448E-001    9.0888171280E+000    5.2037586790E-001    7.2770522106E+000    4.1554193842E-001
    1.2589254118E+001    1.4219093021E+001    1.5848931925E+001    5.1108766080E+000    2.0609246648E-001    3.4832829527E+000    1.3939153000E-001    7.7228421551E+000    3.1417688910E-001    3.8131428227E+000    1.5376227400E-001    4.6687549325E+000    1.8683090122E-001    7.0163527090E+000    2.8292943587E-001    5.6255001643E+000    2.2885384756E-001
    1.5848931925E+001    1.7900777537E+001    1.9952623150E+001    4.7237104884E+000    4.5413858045E-001    3.2165051743E+000    3.0790492012E-001    7.1446102239E+000    6.8986741434E-001    3.5242844089E+000    3.3882548952E-001    4.3111841909E+000    4.1269475781E-001    6.4848403560E+000    6.2345399892E-001    5.2043024034E+000    5.0251567684E-001
    1.9952623150E+001    2.2535743732E+001    2.5118864315E+001    3.1533556682E+000    1.3488251398E-001    2.1468356645E+000    9.0495399431E-002    4.7706824399E+000    2.0753680326E-001    2.3526679385E+000    1.0063367393E-001    2.8774721244E+000    1.2129386220E-001    4.3290138428E+000    1.8517044432E-001    3.4750774793E+000    1.5117469675E-001
    2.5118864315E+001    2.8370820458E+001    3.1622776602E+001    2.3357403956E+000    7.6758068470E-002    1.5901254467E+000    5.2390614610E-002    3.5342185468E+000    1.1588937823E-001    1.7426583360E+000    5.7267960140E-002    2.1312957126E+000    7.0220807123E-002    3.2065689919E+000    1.0537559854E-001    2.5744080504E+000    8.4416553284E-002
    3.1622776602E+001    3.5716746829E+001    3.9810717055E+001    2.2460819401E+000    2.8221915912E-001    1.5244149693E+000    1.8915991099E-001    3.4098670506E+000    4.3430544281E-001    1.6757656046E+000    2.1055917479E-001    2.0432218697E+000    2.5353704522E-001    3.0834833854E+000    3.8743826422E-001    2.4838274910E+000    3.1635831613E-001
    3.9810717055E+001    4.4964720209E+001    5.0118723363E+001    1.5541880941E+000    9.2602025095E-002    1.0560722652E+000    6.2088309169E-002    2.3564079739E+000    1.4249488714E-001    1.1595547360E+000    6.9088881310E-002    1.4154872470E+000    8.3218935591E-002    2.1336323845E+000    1.2712662024E-001    1.7164630816E+000    1.0379663276E-001
    5.0118723363E+001    5.6607228905E+001    6.3095734448E+001    1.1262237217E+000    4.2193896709E-002    7.6549371786E-001    2.8702102990E-002    1.7069869823E+000    6.3929895328E-002    8.4025740208E-001    3.1480187595E-002    1.0260155777E+000    3.8470341551E-002    1.5461110621E+000    5.7924947946E-002    1.2434095320E+000    4.6568041849E-002
    6.3095734448E+001    7.1264278960E+001    7.9432823472E+001    9.3014528256E-001    6.8626440183E-002    6.3172797405E-001    4.6754646176E-002    1.4110261194E+000    1.0373812892E-001    6.9396643283E-001    5.1201083083E-002    8.4672509668E-001    6.2666739371E-002    1.2769291598E+000    9.4212274415E-002    1.0278246671E+000    7.5565297017E-002
    7.9432823472E+001    8.9716411736E+001    1.0000000000E+002    6.4656926157E-001    2.1873340592E-002    4.3858025213E-001    1.4813571152E-002    9.8225159312E-001    3.3332970119E-002    4.8239492522E-001    1.6319347557E-002    5.8784306163E-001    1.9855100582E-002    8.8762815813E-001    3.0028326702E-002    7.1549520080E-001    2.4280520709E-002
#nx: 3
