#labels: pth_lower[1]   pth_center[2]   pth_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3170438
#overflow:lower center upper    8.5466657199E+001    1.4785717555E+000    5.7509722946E+001    9.7314468530E-001    1.3100529332E+002    2.3253271194E+000    6.3765298104E+001    1.1031386022E+000    7.7082110848E+001    1.3043367740E+000    1.1733098992E+002    2.0298241843E+000    9.5427341940E+001    1.6938230550E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    3.1039066633E+002    6.1355998248E+001    2.1272061845E+002    4.1539823104E+001    4.6607427266E+002    9.3445534686E+001    2.3157748315E+002    4.5776723309E+001    2.8511621081E+002    5.5677146143E+001    4.2611288819E+002    8.4231210719E+001    3.3949948021E+002    6.8067928902E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    2.9398098440E+002    5.7286174530E+001    2.0164581878E+002    3.8984288568E+001    4.4098686253E+002    8.6707374521E+001    2.1933448343E+002    4.2740293301E+001    2.7027230456E+002    5.2251881922E+001    4.0358522315E+002    7.8644044200E+001    3.2122521965E+002    6.3159694296E+001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    3.4117685842E+002    4.3713391031E+001    2.3516713052E+002    3.0221351093E+001    5.0903469968E+002    6.5018555401E+001    2.5454656583E+002    3.2613857866E+001    3.1520198489E+002    4.0506638105E+001    4.6837702384E+002    6.0010951761E+001    3.7079286734E+002    4.7361047493E+001
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    4.2621588559E+002    7.8725925882E+001    2.9269412529E+002    5.4093746367E+001    6.3848232319E+002    1.1787577524E+002    3.1799281605E+002    5.8736146900E+001    3.9230724571E+002    7.2503568789E+001    5.8512095143E+002    1.0807712761E+002    4.6508556589E+002    8.5863491660E+001
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    3.0608765727E+002    2.7240749705E+001    2.1014229352E+002    1.8618973406E+001    4.5868775877E+002    4.1043492496E+001    2.2836707731E+002    2.0323885155E+001    2.8166039989E+002    2.4955602261E+001    4.2020559838E+002    3.7396854327E+001    3.3411896948E+002    2.9897046857E+001
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    1.2044131423E+003    5.5200981599E+002    8.2921808173E+002    3.8239182240E+002    1.7993612586E+003    8.1905618594E+002    8.9859327104E+002    4.1184564398E+002    1.1114273695E+003    5.1253192210E+002    1.6534516604E+003    7.5781433694E+002    1.3106971310E+003    5.9661982157E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    4.5308264805E+002    6.4859160341E+001    3.1031458015E+002    4.4656488545E+001    6.8097601075E+002    9.6917830481E+001    3.3803767534E+002    4.8390376193E+001    4.1592450179E+002    5.9854511964E+001    6.2200438573E+002    8.9040448492E+001    4.9603896900E+002    7.0597230960E+001
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    5.2818294676E+002    5.5132784832E+001    3.6247979449E+002    3.7781989976E+001    7.9183716331E+002    8.2779169005E+001    3.9406880013E+002    4.1133683886E+001    4.8584319777E+002    5.0640402878E+001    7.2510415211E+002    7.5687811286E+001    5.7679284424E+002    6.0298296856E+001
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    4.2825387614E+002    3.8741160673E+001    2.9397731963E+002    2.6433808548E+001    6.4187779520E+002    5.8472848697E+001    3.1951332801E+002    2.8904156780E+001    3.9402715190E+002    3.5430074364E+001    5.8791876119E+002    5.3184936458E+001    4.6755890770E+002    4.2593000523E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    4.7372723669E+002    6.4248416742E+001    3.2191648275E+002    4.2125912356E+001    7.1830307935E+002    1.0142092060E+002    3.5344027083E+002    4.7934710219E+001    4.3147490087E+002    5.6462700208E+001    6.5034584777E+002    8.8202002794E+001    5.2322888514E+002    7.3877387890E+001
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    3.7110018147E+002    3.3787094162E+001    2.5375454043E+002    2.2837533131E+001    5.5866349274E+002    5.1554575270E+001    2.7687187581E+002    2.5208007449E+001    3.4011528159E+002    3.0609872037E+001    5.0945658902E+002    4.6383856985E+001    4.0694364938E+002    3.7553567175E+001
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    2.9840833793E+002    1.8789827440E+001    2.0485379000E+002    1.2923881597E+001    4.4724516250E+002    2.8108009499E+001    2.2263766068E+002    1.4018787996E+001    2.7457205042E+002    1.7322289569E+001    4.0966321648E+002    2.5795194596E+001    3.2578391279E+002    2.0474536302E+001
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    3.1205285864E+002    2.9592462585E+001    2.1327405141E+002    2.0248428443E+001    4.7010800571E+002    4.4574330386E+001    2.3281761809E+002    2.2078460305E+001    2.8585799461E+002    2.7139612674E+001    4.2839479174E+002    4.0625350786E+001    3.4243774640E+002    3.2468992358E+001
