#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3913656
#overflow:lower center upper   -5.5327301718E+001    1.2844486437E+000   -3.7030440240E+001    8.5783203591E-001   -8.5211547075E+001    1.9838327105E+000   -4.1278809807E+001    9.5830647121E-001   -4.9633076863E+001    1.1497795624E+000   -7.5954849446E+001    1.7633266096E+000   -6.2070098346E+001    1.4450704825E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -3.8537994811E+003    8.0976813136E+002   -2.5776647833E+003    5.4042525576E+002   -5.9398306512E+003    1.2510989726E+003   -2.8752577999E+003    6.0415497672E+002   -3.4549260956E+003    7.2434915933E+002   -5.2906024746E+003    1.1116720786E+003   -4.3267125798E+003    9.1132996567E+002
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    4.2527713480E+003    1.0152797986E+003    2.8620871551E+003    6.8238918776E+002    6.5095282740E+003    1.5563898839E+003    3.1729242918E+003    7.5748392574E+002    3.8361464470E+003    9.1462793277E+002    5.8383220838E+003    1.3938041772E+003    4.7416937495E+003    1.1337110576E+003
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    5.3829950905E+003    1.1256159842E+003    3.6122044105E+003    7.5567158281E+002    8.2654575153E+003    1.7276821775E+003    4.0161660452E+003    8.3980397897E+002    4.8415524631E+003    1.0128506577E+003    7.3899244852E+003    1.5452767433E+003    6.0207539759E+003    1.2584843997E+003
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    5.7379792520E+003    1.3909740518E+003    3.8286555683E+003    9.2730123831E+002    8.8679961026E+003    2.1522385164E+003    4.2810140177E+003    1.0377833646E+003    5.1316688343E+003    1.2428913439E+003    7.8772565564E+003    1.9095676349E+003    6.4596572778E+003    1.5677412388E+003
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    1.6086169884E+003    1.1625694140E+003    1.0989413591E+003    7.7460101286E+002    2.4199999222E+003    1.7999251953E+003    1.2001632585E+003    8.6737433848E+002    1.4729460571E+003    1.0382223749E+003    2.2083538755E+003    1.5960074334E+003    1.7627849549E+003    1.3111079158E+003
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    4.0849801704E+002    9.4683775545E+002    2.7031778205E+002    6.3352848634E+002    6.3645256125E+002    1.4589880598E+003    3.0477379933E+002    7.0642041833E+002    3.6231552114E+002    8.4913838057E+002    5.6079737163E+002    1.2998450481E+003    4.6360703948E+002    1.0627612743E+003
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    8.5206507594E+002    7.9924036226E+002    5.7296394018E+002    5.3531662211E+002    1.3047314634E+003    1.2303051432E+003    6.3571204667E+002    5.9630037755E+002    7.6796179300E+002    7.1750189516E+002    1.1697384935E+003    1.0972192661E+003    9.5039713548E+002    8.9618325045E+002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    1.1779076080E+003    6.4944262867E+002    7.9442009159E+002    4.3518211186E+002    1.7984495588E+003    9.9909850615E+002    8.7881791831E+002    4.8453869819E+002    1.0647865165E+003    5.8328842615E+002    1.6170641302E+003    8.9157279593E+002    1.3100330274E+003    7.2776688914E+002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    4.0899642121E+002    7.6019594578E+002    2.7306296761E+002    5.0682406458E+002    6.3110605788E+002    1.1758648899E+003    3.0514565067E+002    5.6716996649E+002    3.6599498066E+002    6.7931241405E+002    5.6148159465E+002    1.0436180117E+003    4.5971252047E+002    8.5652768739E+002
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001   -7.7872850121E+002    5.8968180805E+002   -5.2563843228E+002    3.9347356995E+002   -1.1872816647E+003    9.1129761240E+002   -5.8099680798E+002    4.3995211126E+002   -7.0452990950E+002    5.2738514083E+002   -1.0690600161E+003    8.0953148917E+002   -8.6484393517E+002    6.6381064967E+002
