#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 768000
#overflow:lower center upper   -6.8675483687E-004    6.3549630502E-005   -4.8418387990E-004    4.4469056219E-005   -1.0000516480E-003    9.3328485991E-005   -5.1237673652E-004    4.7413357046E-005   -6.4896705442E-004    5.9603290455E-005   -9.4279602693E-004    8.7242689725E-005   -7.2846118011E-004    6.7982667874E-005
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -1.6341273067E-008    3.4108797568E-009   -1.1432012958E-008    2.4029008295E-009   -2.3998704600E-008    4.9712406608E-009   -1.2191960966E-008    2.5448025185E-009   -1.5322690580E-008    3.2206844096E-009   -2.2433751457E-008    4.6825500315E-009   -1.7481221804E-008    3.6211688123E-009
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002   -2.6462967692E-008    5.5569972242E-009   -1.8500038607E-008    3.9178682420E-009   -3.8895418222E-008    8.0924960018E-009   -1.9743594507E-008    4.1459862381E-009   -2.4796190167E-008    5.2512434184E-009   -3.6329093676E-008    7.6287994250E-009   -2.8332338950E-008    5.8947647347E-009
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002   -4.7048722438E-008    1.3835644366E-008   -3.2808217200E-008    9.6098375878E-009   -6.9359676493E-008    2.0494624217E-008   -3.5102294977E-008    1.0322551699E-008   -4.3973897029E-008    1.2880370974E-008   -6.4589786930E-008    1.8993955103E-008   -5.0523222368E-008    1.4928767102E-008
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002   -2.5796994282E-008    8.4673972855E-009   -1.7865843709E-008    5.9820448153E-009   -3.8309994448E-008    1.2305840760E-008   -1.9246722459E-008    6.3173889065E-009   -2.3946158573E-008    8.0179249339E-009   -3.5414826966E-008    1.1624277094E-008   -2.7905902481E-008    8.9638643164E-009
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002   -2.2048588577E-008    9.8501500751E-009   -1.5439530303E-008    6.8976905440E-009   -3.2353149859E-008    1.4449787331E-008   -1.6450097260E-008    7.3490385196E-009   -2.0694093543E-008    9.2451940276E-009   -3.0268911981E-008    1.3522558352E-008   -2.3566796549E-008    1.0525565507E-008
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002   -7.6517247651E-008    1.9306889300E-008   -5.3555881329E-008    1.3549716701E-008   -1.1232900780E-007    2.8261520498E-008   -5.7088287602E-008    1.4404559532E-008   -7.1782651171E-008    1.8161116264E-008   -1.0504499307E-007    2.6505031412E-008   -8.1823095586E-008    2.0586357330E-008
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002   -4.0940948319E-008    2.3609809790E-008   -2.8522274354E-008    1.6654774983E-008   -6.0424349105E-008    3.4364898395E-008   -3.0545382957E-008    1.7614899292E-008   -3.8229311511E-008    2.2322924640E-008   -5.6204865757E-008    3.2412199625E-008   -4.4014519395E-008    2.5032201576E-008
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002   -7.3431995878E-008    2.7403709512E-008   -5.1349891296E-008    1.9400845817E-008   -1.0791150684E-007    3.9730500592E-008   -5.4786430884E-008    2.0445466846E-008   -6.8825892565E-008    2.6003570722E-008   -1.0080947413E-007    3.7620570055E-008   -7.8605283814E-008    2.8940632622E-008
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002   -1.1913022780E-007    3.4898581203E-008   -8.4011282604E-008    2.4577259054E-008   -1.7347174051E-007    5.0893241127E-008   -8.8881146607E-008    2.6037270050E-008   -1.1260299418E-007    3.2941682027E-008   -1.6354527034E-007    4.7909737124E-008   -1.2636090252E-007    3.7071835805E-008
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001   -9.8914086414E-009    5.8639173870E-008   -7.5028584675E-009    4.0532533481E-008   -1.3206144927E-008    8.7292012032E-008   -7.3798208723E-009    4.3749744343E-008   -1.0056319844E-008    5.4327043822E-008   -1.3579199253E-008    8.0501479099E-008   -9.6196670815E-009    6.3585558033E-008
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001   -1.7218082841E-007    4.6253409959E-008   -1.2102112510E-007    3.2605803412E-008   -2.5157334963E-007    6.7377000643E-008   -1.2846134634E-007    3.4508925129E-008   -1.6220846323E-007    4.3702595390E-008   -2.3637460156E-007    6.3497959970E-008   -1.8325195456E-007    4.9078994569E-008
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001   -2.0562027406E-007    6.2572742949E-008   -1.4318784693E-007    4.3843951732E-008   -3.0358394085E-007    9.1775304605E-008   -1.5340997883E-007    4.6684516957E-008   -1.9191922555E-007    5.8765443029E-008   -2.8228119706E-007    8.5901591483E-008   -2.2113769450E-007    6.6851293962E-008
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001   -1.5268007409E-007    4.4722781595E-008   -1.0675417467E-007    3.1468194208E-008   -2.2439271778E-007    6.5288914452E-008   -1.1391214724E-007    3.3366947929E-008   -1.4308601579E-007    4.2177821590E-008   -2.0960342689E-007    6.1396671035E-008   -1.6345294198E-007    4.7557983396E-008
