#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 984575
#overflow:lower center upper   -2.1886887303E+000    4.1100860829E-001   -1.5011252545E+000    2.8311552977E-001   -3.2834312042E+000    6.1363925551E-001   -1.6329454540E+000    3.0664691108E-001   -2.0120059241E+000    3.7946874947E-001   -3.0046924001E+000    5.6424398071E-001   -2.3917286418E+000    4.4698929013E-001
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -2.0519157232E+002    1.1086095303E+002   -1.3976982484E+002    7.5524784194E+001   -3.1004301639E+002    1.6740974371E+002   -1.5309013136E+002    8.2711573724E+001   -1.8733794183E+002    1.0122827043E+002   -2.8169266346E+002    1.5219298132E+002   -2.2584263728E+002    1.2194520124E+002
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002   -1.2301347566E+002    2.3278994862E+002   -8.5671430822E+001    1.6065008013E+002   -1.8162111813E+002    3.4686154116E+002   -9.1778375371E+001    1.7368083596E+002   -1.1482814364E+002    2.1532441212E+002   -1.6887630037E+002    3.1958047746E+002   -1.3229710117E+002    2.5266211812E+002
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    7.8135724772E+001    1.3469410407E+002    5.4854117000E+001    9.2789074116E+001    1.1400283435E+002    2.0108148510E+002    5.8295807346E+001    1.0049310433E+002    7.3522717733E+001    1.2436814733E+002    1.0726688320E+002    1.8491178998E+002    8.3042350273E+001    1.4647249092E+002
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    4.4245688787E+002    3.0403927646E+002    3.0592791634E+002    2.0879065718E+002    6.5797288723E+002    4.5555158285E+002    3.3010996660E+002    2.2683881334E+002    4.1004491676E+002    2.7984875872E+002    6.0741704838E+002    4.1739352458E+002    4.7928295191E+002    3.3183450506E+002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    8.8855331662E+001    1.2677429012E+002    6.1211705299E+001    8.5636632727E+001    1.3252026311E+002    1.9354164494E+002    6.6293533609E+001    9.4584258547E+001    8.2043995542E+001    1.1478150265E+002    1.2198305591E+002    1.7403925044E+002    9.6530881624E+001    1.4098029372E+002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002   -4.1562565957E+001    2.6720350259E+002   -3.0056261580E+001    1.8234135002E+002   -5.8734926519E+001    4.0324281088E+002   -3.1009161877E+001    1.9935623500E+002   -4.0285363380E+001    2.4439791107E+002   -5.7058239635E+001    3.6682435579E+002   -4.2783904183E+001    2.9373156324E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002   -2.1376532545E+002    1.4139374675E+002   -1.4422641744E+002    9.5413383048E+001   -3.2663076740E+002    2.1601421788E+002   -1.5948687065E+002    1.0549159996E+002   -1.9331125463E+002    1.2788559206E+002   -2.9346294879E+002    1.9410924469E+002   -2.3792554590E+002    1.5734984527E+002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002   -1.0144411826E+003    9.6215706436E+002   -6.5916246914E+002    6.2373641815E+002   -1.6152256846E+003    1.5358222241E+003   -7.5685824782E+002    7.1784990828E+002   -8.8349642304E+002    8.3601376013E+002   -1.3926529019E+003    1.3208758189E+003   -1.1765684410E+003    1.1187290897E+003
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    8.9527021887E+002    7.6722124253E+002    5.8381840171E+002    4.9758177644E+002    1.4202361062E+003    1.2241438017E+003    6.6794670881E+002    5.7241142739E+002    7.8251037303E+002    6.6692468130E+002    1.2290517082E+003    1.0532625333E+003    1.0345334384E+003    8.9169518413E+002
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    8.2216455689E+001    5.0193349183E+001    5.5155824421E+001    3.4147581124E+001    1.2651521152E+002    7.6061742345E+001    6.1340375040E+001    3.7448450406E+001    7.3927105785E+001    4.5769089096E+001    1.1286902343E+002    6.8906817466E+001    9.2156660577E+001    5.5405165025E+001
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001   -8.9968502910E+001    8.6610885714E+001   -6.1111481711E+001    5.9379654344E+001   -1.3656443662E+002    1.3003408178E+002   -6.7124052771E+001    6.4618988592E+001   -8.1909662680E+001    7.9588439376E+001   -1.2351124818E+002    1.1890181846E+002   -9.9476752885E+001    9.4719888577E+001
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    8.1372720830E+001    7.2822493818E+001    5.6128470847E+001    4.9984938412E+001    1.2128608638E+002    1.0918472151E+002    6.0710878034E+001    5.4331691201E+001    7.5230774726E+001    6.6996402800E+001    1.1171072089E+002    9.9972732854E+001    8.8347642634E+001    7.9532723379E+001
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001   -9.1717905099E+000    2.3507392125E+001   -6.4262416605E+000    1.6131564939E+001   -1.3397834997E+001    3.5268653608E+001   -6.8429253603E+000    1.7538487120E+001   -8.6132960938E+000    2.1621649577E+001   -1.2591287587E+001    3.2271597823E+001   -9.7592986449E+000    2.5690518165E+001
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    7.5640443558E+000    1.7182192183E+001    4.7341022154E+000    1.1787305899E+001    1.2445621336E+001    2.5782484188E+001    5.6434118172E+000    1.2819357192E+001    6.3452677745E+000    1.5798901010E+001    1.0384129217E+001    2.3588188469E+001    9.0656837813E+000    1.8780568879E+001
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001   -1.3132549514E+001    1.4899222433E+001   -8.6982881360E+000    1.0184746561E+001   -2.0448098128E+001    2.2442655022E+001   -9.7979839398E+000    1.1116070186E+001   -1.1658592251E+001    1.3650939757E+001   -1.8028727052E+001    2.0454064478E+001   -1.4894876403E+001    1.6347758634E+001
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    1.1882860641E+000    1.0840085022E+001    8.4115425377E-001    7.4386515834E+000    1.7008564590E+000    1.6257121607E+001    8.8656111745E-001    8.0876130593E+000    1.1274258005E+000    9.9702613147E+000    1.6313119617E+000    1.4881568417E+001    1.2389439143E+000    1.1842070372E+001
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001   -2.0358181867E+000    7.4005531974E+000   -1.3748693610E+000    5.0397359662E+000   -3.1131213864E+000    1.1202570466E+001   -1.5188912005E+000    5.5214336938E+000   -1.8427811343E+000    6.7549184118E+000   -2.7948274914E+000    1.0159684034E+001   -2.2676709583E+000    8.1602162431E+000
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001   -3.4641598660E+000    5.8073364919E+000   -2.4332346338E+000    3.9374294054E+000   -5.0470078842E+000    8.8370267430E+000   -2.5845539509E+000    4.3327603387E+000   -3.2613417724E+000    5.2774618679E+000   -4.7556944385E+000    7.9724720929E+000   -3.6763594428E+000    6.4370984667E+000
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001   -2.5155579914E+000    7.2776323926E+000   -1.7678020503E+000    5.0349919201E+000   -3.6791400280E+000    1.0825383110E+001   -1.8768173516E+000    5.4297244587E+000   -2.3694413156E+000    6.7485598160E+000   -3.4534275588E+000    9.9909349549E+000   -2.6799722714E+000    7.8854640871E+000
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000    1.5985845373E+000    5.9571586397E+000    1.1708030618E+000    4.1189543537E+000    2.2276911563E+000    8.8662769686E+000    1.1926782082E+000    4.4445402331E+000    1.5692645829E+000    5.5207655298E+000    2.1945810493E+000    8.1781520795E+000    1.6227027193E+000    6.4584050201E+000
    1.0000000000E+000    1.1294627059E+000    1.2589254118E+000    4.6051670510E+000    2.5796826980E+000    3.1607452861E+000    1.7710082572E+000    6.9000577547E+000    3.8671249504E+000    3.4358410572E+000    1.9246597637E+000    4.2364474393E+000    2.3737386967E+000    6.3221006478E+000    3.5414597288E+000    5.0261646235E+000    2.8169049175E+000
    1.2589254118E+000    1.4219093021E+000    1.5848931925E+000    3.3580196445E-001    2.3700699690E+000    2.1642248009E-001    1.6131248394E+000    5.3541212188E-001    3.5864394920E+000    2.5053644390E-001    1.7682710784E+000    2.9007793371E-001    2.1621225301E+000    4.6099822079E-001    3.2536975793E+000    3.9000680308E-001    2.6124470171E+000
    1.5848931925E+000    1.7900777537E+000    1.9952623150E+000   -2.6899176241E+000    2.2383915309E+000   -1.8543206971E+000    1.5186913074E+000   -4.0137713337E+000    3.3964920916E+000   -2.0069042688E+000    1.6700279140E+000   -2.4854050098E+000    2.0355502636E+000   -3.6927932832E+000    3.0729257789E+000   -2.9237255979E+000    2.4740848558E+000
    1.9952623150E+000    2.2535743732E+000    2.5118864315E+000   -1.8122536582E+000    2.6140297481E+000   -1.2583705210E+000    1.7979338272E+000   -2.6823888647E+000    3.9112409657E+000   -1.3520933021E+000    1.9502855453E+000   -1.6866340337E+000    2.4098278946E+000   -2.4879119258E+000    3.5886123089E+000   -1.9539152421E+000    2.8490400624E+000
