#labels: pth_lower[1]   pth_center[2]   pth_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 1024000
#overflow:lower center upper    9.1433965305E-002    2.5551059105E-004    6.3435118888E-002    1.7750903529E-004    1.3536684256E-001    3.7794124267E-004    6.8217410690E-002    1.9063234179E-004    8.5024107495E-002    2.3792100593E-004    1.2552307547E-001    3.5077200355E-004    9.8604397158E-002    2.7530130489E-004
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    1.4919836022E-001    8.1016320360E-003    1.0485811944E-001    5.6782946840E-003    2.1773883718E-001    1.1858235496E-002    1.1131449653E-001    6.0444973377E-003    1.4054467265E-001    7.6107989716E-003    2.0482363383E-001    1.1122144447E-002    1.5860609860E-001    8.6378180972E-003
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    1.5931731020E-001    7.5053150795E-003    1.1205915224E-001    5.2680669509E-003    2.3231494820E-001    1.0972475057E-002    1.1886408233E-001    5.5995948489E-003    1.5019644596E-001    7.0609576931E-003    2.1871520813E-001    1.0303504042E-002    1.6922368126E-001    7.9926093262E-003
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    1.8386731478E-001    8.6462097000E-003    1.2935135970E-001    6.0844770732E-003    2.6805773694E-001    1.2603300112E-002    1.3718044584E-001    6.4507979726E-003    1.7337374162E-001    8.1552181471E-003    2.5241813316E-001    1.1869755720E-002    1.9525957062E-001    9.1805407162E-003
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    2.0838232808E-001    9.7658575375E-003    1.4650650280E-001    6.8666959347E-003    3.0400675667E-001    1.4250146931E-002    1.5547070290E-001    7.2861492133E-003    1.9636732557E-001    9.2036509668E-003    2.8607302119E-001    1.3406839226E-002    2.2144568350E-001    1.0380142736E-002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    2.4707851188E-001    9.8658225619E-003    1.7371793434E-001    6.9340705620E-003    3.6044713381E-001    1.4400874329E-002    1.8434130316E-001    7.3607315099E-003    2.3283967275E-001    9.2939553228E-003    3.3919621215E-001    1.3544073976E-002    2.6255818386E-001    1.0489936124E-002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    2.6912603844E-001    1.0431654067E-002    1.8892429611E-001    7.2844089375E-003    3.9329077491E-001    1.5337129503E-002    2.0079060807E-001    7.7828892939E-003    2.5322124310E-001    9.7635249905E-003    3.6946366616E-001    1.4320863110E-002    2.8648226578E-001    1.1171926449E-002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    2.5266193426E-001    8.2332137034E-003    1.7757812677E-001    5.7652265875E-003    3.6875775110E-001    1.2069077911E-002    1.8850700478E-001    6.1426683031E-003    2.3801361145E-001    7.7273165670E-003    3.4686128876E-001    1.1302783398E-002    2.6861183328E-001    8.7914006796E-003
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    2.3163479731E-001    6.5496716856E-003    1.6251398738E-001    4.5694212197E-003    3.3871848043E-001    9.6405887695E-003    1.7281899615E-001    4.8866046854E-003    2.1782266629E-001    6.1245405980E-003    3.1799465381E-001    8.9915703703E-003    2.4673052084E-001    7.0224319775E-003
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    2.1995035450E-001    5.3686048535E-003    1.5431831133E-001    3.7431927453E-003    3.2164395808E-001    7.9111284107E-003    1.6410142133E-001    4.0054297208E-003    2.0683774100E-001    5.0171202944E-003    3.0195392767E-001    7.3701691700E-003    2.3429303652E-001    5.7626523086E-003
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    1.9832020238E-001    4.2443778961E-003    1.3925439895E-001    2.9719144350E-003    2.8975356086E-001    6.2234808829E-003    1.4796351278E-001    3.1666620724E-003    1.8664710010E-001    3.9833514435E-003    2.7225945683E-001    5.8267993211E-003    2.1106331989E-001    4.5333300910E-003
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    1.7553883321E-001    3.6775953944E-003    1.2302763332E-001    2.5616462498E-003    2.5700311748E-001    5.4246430097E-003    1.3096669970E-001    2.7437947652E-003    1.6489785001E-001    3.4334559456E-003    2.4098456339E-001    5.0487046327E-003    1.8720712538E-001    3.9514377647E-003
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    1.5317580112E-001    2.8422809576E-003    1.0740450496E-001    1.9895710273E-003    2.2414642825E-001    4.1691387420E-003    1.1428200120E-001    2.1205801010E-003    1.4395767416E-001    2.6666853292E-003    2.1028397466E-001    3.9019618798E-003    1.6327353889E-001    3.0368988783E-003
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    1.3384349971E-001    2.2379978990E-003    9.3862844729E-002    1.5682606191E-003    1.9582102412E-001    3.2787535762E-003    9.9858482098E-002    1.6697342316E-003    1.2580735624E-001    2.1019895887E-003    1.8374405680E-001    3.0723853902E-003    1.4264064722E-001    2.3883213474E-003
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    1.1464031365E-001    1.8480894564E-003    8.0335089393E-002    1.2915649358E-003    1.6786823535E-001    2.7162227486E-003    8.5531293889E-002    1.3788298147E-003    1.0767567549E-001    1.7311255636E-003    1.5738139207E-001    2.5371083003E-003    1.2227917736E-001    1.9785606402E-003
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    9.8040779100E-002    1.4942378253E-003    6.8699108278E-002    1.0455008417E-003    1.4356776430E-001    2.1925925208E-003    7.3146648184E-002    1.1148268049E-003    9.2079599904E-002    1.4013180318E-003    1.3459309210E-001    2.0513309982E-003    1.0457814176E-001    1.5971360463E-003
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    8.4724427835E-002    1.1804329624E-003    5.9375545787E-002    8.2674854426E-004    1.2405376375E-001    1.7303896004E-003    6.3211532714E-002    8.8070204459E-004    7.9582932547E-002    1.1081173699E-003    1.1631203693E-001    1.6205310065E-003    9.0363684034E-002    1.2604565503E-003
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    7.1160155278E-002    9.7205619300E-004    4.9868914606E-002    6.8173583748E-004    1.0419317097E-001    1.4228517042E-003    5.3091447157E-002    7.2523548891E-004    6.6840892403E-002    9.1375222661E-004    9.7690628547E-002    1.3344656164E-003    7.5896760371E-002    1.0364387016E-003
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001    6.1879964313E-002    7.8144443077E-004    4.3366301374E-002    5.4759614182E-004    9.0602498865E-002    1.1448271044E-003    4.6167645961E-002    5.8302311934E-004    5.8125233063E-002    7.3396052600E-004    8.4950525819E-002    1.0727885193E-003    6.5996994632E-002    8.3391903324E-004
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001    5.1716981954E-002    6.2699841682E-004    3.6236113281E-002    4.3896560093E-004    7.5741066604E-002    9.1949378951E-004    3.8585208307E-002    4.6779343277E-004    4.8568415174E-002    5.8835955689E-004    7.0998502659E-002    8.6076076138E-004    5.5171577260E-002    6.6978093817E-004
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000    4.2817182339E-002    4.9339888847E-004    2.9995041616E-002    3.4573871550E-004    6.2718010800E-002    7.2281492670E-004    3.1945210977E-002    3.6811697378E-004    4.0203308315E-002    4.6340459713E-004    5.8780611691E-002    6.7735163521E-004    4.5685276609E-002    5.2651542104E-004
    1.0000000000E+000    1.1294627059E+000    1.2589254118E+000    3.6700292083E-002    1.1091005297E-003    2.5687331089E-002    7.6667278342E-004    5.3810164273E-002    1.6467092354E-003    2.7381497555E-002    8.2748206400E-004    3.4429546883E-002    1.0275959168E-003    5.0383175634E-002    1.5226038707E-003    3.9196591343E-002    1.1995018011E-003
    1.2589254118E+000    1.4219093021E+000    1.5848931925E+000    3.0058334842E-002    3.2393876808E-004    2.1053334161E-002    2.2668322125E-004    4.4038184055E-002    4.7529897684E-004    2.2426040102E-002    2.4168550392E-004    2.8218453410E-002    3.0383073144E-004    4.1264913101E-002    4.4471209683E-004    3.2078450739E-002    3.4621897206E-004
    1.5848931925E+000    1.7900777537E+000    1.9952623150E+000    2.5542178796E-002    2.6949016545E-004    1.7894175394E-002    1.8912269974E-004    3.7412733570E-002    3.9417919824E-004    1.9056608724E-002    2.0106227737E-004    2.3984132431E-002    2.5348716980E-004    3.5065009222E-002    3.6996354979E-004    2.7252316520E-002    2.8712941426E-004
    1.9952623150E+000    2.2535743732E+000    2.5118864315E+000    2.0676010312E-002    2.0962169941E-004    1.4486869835E-002    1.4709586229E-004    3.0280835191E-002    3.0663658143E-004    1.5426038696E-002    1.5639537792E-004    1.9417212417E-002    1.9715726283E-004    2.8384598591E-002    2.8777446441E-004    2.2057273724E-002    2.2336130981E-004
