#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 688000
#overflow:lower center upper   -1.4588311295E+000    2.1641411351E-001   -9.9926775321E-001    1.4721701756E-001   -2.1918342168E+000    3.2773421562E-001   -1.0884104387E+000    1.6146308881E-001   -1.3393503528E+000    1.9731965110E-001   -2.0027237072E+000    2.9709927828E-001   -1.5965836798E+000    2.3872932359E-001
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -2.6791108659E+002    1.7403427121E+002   -1.8182001003E+002    1.1806261452E+002   -4.0648691115E+002    2.6424099902E+002   -1.9988415204E+002    1.2984417020E+002   -2.4369914251E+002    1.5824307740E+002   -3.6779574668E+002    2.3891905908E+002   -2.9609464230E+002    1.9247936881E+002
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002   -5.3899238497E+001    4.4843529557E+001   -3.7072136168E+001    3.1003594356E+001   -8.0642029474E+001    6.6694715714E+001   -4.0213354809E+001    3.3457036041E+001   -4.9688963241E+001    4.1555103632E+001   -7.3994364774E+001    6.1562437176E+001   -5.8741554074E+001    4.8582002153E+001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002   -3.0723707580E+002    1.6886205516E+002   -2.0946866377E+002    1.1535472423E+002   -4.6374957124E+002    2.5432536475E+002   -2.2922463998E+002    1.2598526301E+002   -2.8075751252E+002    1.5461360592E+002   -4.2178355191E+002    2.3181849789E+002   -3.3780611294E+002    1.8525658721E+002
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    1.3893285175E+002    2.3189620291E+002    9.6605240274E+001    1.5993179299E+002    2.0531090179E+002    3.4579451552E+002    1.0365556579E+002    1.7301402667E+002    1.2948307621E+002    2.1436166901E+002    1.9073085999E+002    3.1835351864E+002    1.4955329768E+002    2.5188487151E+002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    3.7709310422E+002    2.2929514987E+002    2.6008271062E+002    1.5821229767E+002    5.6214256662E+002    3.4173058080E+002    2.8134309906E+002    1.7107342284E+002    3.4859712937E+002    2.1205697475E+002    5.1768383905E+002    3.1478272112E+002    4.0947788876E+002    2.4892460571E+002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002   -2.1724330581E+002    2.7077563902E+002   -1.5026478481E+002    1.8646220912E+002   -3.2272899981E+002    4.0442678626E+002   -1.6208173585E+002    2.0202134852E+002   -2.0140467048E+002    2.4992122959E+002   -2.9823761640E+002    3.7172828344E+002   -2.3508340647E+002    2.9459399880E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    9.9887570490E+001    1.5618327802E+002    6.8107601241E+001    1.0670981125E+002    1.5060047866E+002    2.3515948641E+002    7.4524509532E+001    1.1652583133E+002    9.1286784208E+001    1.4302655409E+002    1.3712841838E+002    2.1441272210E+002    1.0970093657E+002    1.7129570990E+002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002   -7.7634413800E+001    9.8820262302E+001   -5.2355162719E+001    6.6993154349E+001   -1.1887220386E+002    1.5021892595E+002   -5.7921787294E+001    7.3728208062E+001   -7.0173289827E+001    8.9793055592E+001   -1.0657866964E+002    1.3566318819E+002   -8.6589313739E+001    1.0942300459E+002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002   -5.7739497727E+001    8.7450260176E+001   -3.9354740969E+001    5.9157525839E+001   -8.7047339183E+001    1.3320655146E+002   -4.3078510446E+001    6.5245232376E+001   -5.2748411058E+001    7.9290713476E+001   -7.9266378817E+001    1.2005413493E+002   -6.3407332566E+001    9.7030790232E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    1.2454715478E+002    7.6418995077E+001    8.4544427135E+001    5.1999933922E+001    1.8884464193E+002    1.1571454783E+002    9.2922628692E+001    5.7014982936E+001    1.1331758475E+002    6.9697165371E+001    1.7098177747E+002    1.0491010922E+002    1.3755888608E+002    8.4289202699E+001
