#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 1451026
#overflow:lower center upper    8.5857987737E+001    1.4025743942E+000    5.7810719392E+001    9.4190550217E-001    1.3150705031E+002    2.1564337610E+000    6.4057263523E+001    1.0464381935E+000    7.7485545958E+001    1.2624659033E+000    1.1786821930E+002    1.9254929057E+000    9.5792833553E+001    1.5707971538E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    7.6204996598E+001    2.9737409255E+001    5.3159238068E+001    2.0744329360E+001    1.1217420580E+002    4.3769412599E+001    5.6855322113E+001    2.2186602684E+001    7.1251017592E+001    2.7804284446E+001    1.0461632619E+002    4.0824337583E+001    8.1710334157E+001    3.1882671279E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    4.5769902003E+002    2.4971521880E+002    3.1603145252E+002    1.7280629805E+002    6.8137599540E+002    3.7081537014E+002    3.4148187621E+002    1.8630850778E+002    4.2358700767E+002    2.3161777764E+002    6.2834186881E+002    3.4281595631E+002    4.9633032724E+002    2.7011065146E+002
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    3.5349948087E+002    7.0085266632E+001    2.4335959345E+002    4.7925672945E+001    5.2805787500E+002    1.0549641897E+002    2.6374027621E+002    5.2289490029E+001    3.2618260351E+002    6.4236303796E+001    4.8529386061E+002    9.6214991697E+001    3.8464979640E+002    7.6846076913E+001
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    5.2499545820E+002    1.0280847205E+002    3.6171647801E+002    7.0194143789E+001    7.8337608274E+002    1.5490227060E+002    3.9169066618E+002    7.6703747200E+001    4.8482010041E+002    9.4083443550E+001    7.2072827968E+002    1.4113831280E+002    5.7062959383E+002    1.1283446317E+002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    4.9415837347E+002    6.9475573010E+001    3.3922224259E+002    4.7493405386E+001    7.4051546191E+002    1.0458837768E+002    3.6868361332E+002    5.1834607425E+001    4.5467036121E+002    6.3656921838E+001    6.7839427721E+002    9.5377987435E+001    5.3940890789E+002    7.6184638249E+001
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    7.0974212840E+002    2.6030550470E+002    4.8838760160E+002    1.7913527189E+002    1.0609078535E+003    3.8911501867E+002    5.2952718495E+002    1.9420974973E+002    6.5460143632E+002    2.4010070258E+002    9.7435361628E+002    3.5735459358E+002    7.7279027389E+002    2.8344054656E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    4.5682708362E+002    5.9976491995E+001    3.1422111180E+002    4.1072771296E+001    6.8314708745E+002    9.0146308953E+001    3.4083133848E+002    4.4747495884E+001    4.2116055042E+002    5.5051141749E+001    6.2714485040E+002    8.2337386395E+001    4.9762043241E+002    6.5664695153E+001
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    6.8485524408E+002    1.6552367683E+002    4.6676816050E+002    1.1183598943E+002    1.0349213677E+003    2.5261056437E+002    5.1095948090E+002    1.2349455264E+002    6.2562421179E+002    1.4989733375E+002    9.4018821342E+002    2.2723547983E+002    7.5386110539E+002    1.8400748621E+002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    4.4504587566E+002    5.4482267205E+001    3.0504912652E+002    3.7612443744E+001    6.6823688441E+002    8.1175933495E+001    3.3204156874E+002    4.0648343150E+001    4.0886704683E+002    5.0413154670E+001    6.1097128240E+002    7.4794762704E+001    4.8675948926E+002    5.9130462341E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    5.5900869558E+002    1.4771991989E+002    3.7710063826E+002    9.6559650480E+001    8.5447836372E+002    2.3364929763E+002    4.1706739545E+002    1.1021145598E+002    5.0543997971E+002    1.2942197076E+002    7.6742259234E+002    2.0279399007E+002    6.2242217036E+002    1.7019565282E+002
