#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3849064
#overflow:lower center upper   -5.5404572933E+001    1.4610407894E+000   -3.7088069984E+001    9.7664191993E-001   -8.5313798738E+001    2.2536941600E+000   -4.1336460617E+001    1.0900590304E+000   -4.9710319841E+001    1.3090242288E+000   -7.6060929506E+001    2.0057571895E+000   -6.2144580866E+001    1.6416439198E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -3.3296130166E+003    8.2431745433E+002   -2.2272997786E+003    5.5359459854E+002   -5.1304939121E+003    1.2647143673E+003   -2.4841707109E+003    6.1500999255E+002   -2.9853207359E+003    7.4200044834E+002   -4.5709848037E+003    1.1316457914E+003   -3.7371726323E+003    9.2124773994E+002
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    4.6506389780E+003    1.1408005659E+003    3.1347204946E+003    7.6423105318E+002    7.1044577787E+003    1.7557019965E+003    3.4697669304E+003    8.5113295106E+002    4.2015655835E+003    1.0243231881E+003    6.3845257662E+003    1.5661225568E+003    5.1750544164E+003    1.2788946959E+003
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    6.1547583195E+003    1.7826280703E+003    4.1421288156E+003    1.1943820566E+003    9.4210271842E+003    2.7418598678E+003    4.5919661756E+003    1.3299901276E+003    5.5518269982E+003    1.6008682596E+003    8.4494223831E+003    2.4472410997E+003    6.8624981462E+003    1.9972353218E+003
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    3.1492801533E+003    1.3071980529E+003    2.1076792690E+003    8.7758772854E+002    4.8491282799E+003    2.0064686652E+003    2.3496272625E+003    9.7527943944E+002    2.8249895622E+003    1.1762587456E+003    4.3234188634E+003    1.7945576274E+003    3.5322192772E+003    1.4615590451E+003
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    2.6547478834E+002    1.8963949485E+003    1.7298050424E+002    1.2679580208E+003    4.2141291486E+002    2.9238033732E+003    1.9806646910E+002    1.4148697653E+003    2.3185127174E+002    1.6994844646E+003    3.6445112907E+002    2.6034234154E+003    3.0696709504E+002    2.1297672575E+003
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    2.1958753134E+003    1.4410400054E+003    1.4586946616E+003    9.6241815126E+002    3.4115591053E+003    2.2249568453E+003    1.6383072481E+003    1.0751367672E+003    1.9551348509E+003    1.2899596593E+003    3.0145583401E+003    1.9782995602E+003    2.4850600235E+003    1.6207109828E+003
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    9.6379313632E+002    9.0950641228E+002    6.5067690216E+002    6.0788663367E+002    1.4692446593E+003    1.4033390333E+003    7.1907055525E+002    6.7856810371E+002    8.7212294773E+002    8.1476978986E+002    1.3231218638E+003    1.2485955481E+003    1.0702324230E+003    1.0222252124E+003
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    3.9585019497E+002    7.2369104666E+002    2.6049762746E+002    4.8374326488E+002    6.2101418601E+002    1.1166717749E+003    2.9533746274E+002    5.3993424848E+002    3.4915325560E+002    6.4837648410E+002    5.4343409181E+002    9.9350307691E+002    4.5236136325E+002    8.1341002795E+002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    3.2314145906E+002    4.6276731497E+002    2.1989478075E+002    3.0945809553E+002    4.8819007225E+002    7.1359762167E+002    2.4109064449E+002    3.4526324953E+002    2.9473196873E+002    4.1477652822E+002    4.4361752896E+002    6.3529976422E+002    3.5560914965E+002    5.1980131891E+002
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    1.6876507840E+002    3.9020838750E+002    1.1722281283E+002    2.6149685569E+002    2.4881416289E+002    6.0030482045E+002    1.2591291021E+002    2.9112820095E+002    1.5711746448E+002    3.5049255298E+002    2.3168536552E+002    5.3568886255E+002    1.8124209794E+002    4.3727617349E+002
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001   -1.7665269543E+001    2.9607441516E+002   -1.5437665827E+001    1.9884064313E+002   -1.7559411271E+001    4.5431225207E+002   -1.3179773439E+001    2.2089635844E+002   -2.0691594526E+001    2.6651243841E+002   -2.4251370424E+001    4.0645914278E+002   -1.2790688843E+001    3.3093174732E+002
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    1.7557507629E+001    2.1867079421E+002    1.4271258967E+001    1.4617178817E+002    2.0250137275E+001    3.3730980992E+002    1.3099374008E+001    1.6314676198E+002    1.9128222313E+001    1.9591869689E+002    2.4103431889E+001    3.0019731193E+002    1.4750677054E+001    2.4570441206E+002
