#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 1024000
#overflow:lower center upper    5.1250811131E+000    1.1646040449E-002    3.5151171476E+000    7.9985248458E-003    7.6986372697E+000    1.7488010297E-002    3.8237405755E+000    8.6889234386E-003    4.7114233165E+000    1.0720677256E-002    7.0358530464E+000    1.5988006309E-002    5.6078687555E+000    1.2738678692E-002
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    1.1586616232E+000    1.9806084212E-001    8.2443081622E-001    1.4055586752E-001    1.6704365059E+000    2.8641082482E-001    8.6445879860E-001    1.4777000826E-001    1.1050108452E+000    1.8839149983E-001    1.5906427101E+000    2.7190339990E-001    1.2167853039E+000    2.0862839221E-001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    3.3490432056E+000    3.6730489450E-001    2.3710407415E+000    2.5901876336E-001    4.8554598494E+000    5.3495931618E-001    2.4986672624E+000    2.7404027325E-001    3.1779813203E+000    3.4717108701E-001    4.5976591045E+000    5.0424631413E-001    3.5368313416E+000    3.8967696874E-001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    4.0407189370E+000    3.3547134525E-001    2.8586085961E+000    2.3658140684E-001    5.8629131591E+000    4.8849724338E-001    3.0147153991E+000    2.5028977424E-001    3.8314840237E+000    3.1709758442E-001    5.5472106714E+000    4.6054433762E-001    4.2706840665E+000    3.5583290034E-001
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    5.7692188361E+000    3.4207511144E-001    4.0705433247E+000    2.4052614763E-001    8.3958279679E+000    4.9977118440E-001    4.3043213689E+000    2.5521673796E-001    5.4558786878E+000    3.2238484596E-001    7.9201431212E+000    4.6961017042E-001    6.1157188849E+000    3.6404510458E-001
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    7.2701580573E+000    3.1996284479E-001    5.1095404000E+000    2.2413845734E-001    1.0626786093E+001    4.6951356572E-001    5.4241479774E+000    2.3871913152E-001    6.8484795148E+000    3.0041990343E-001    9.9806739809E+000    4.3925383942E-001    7.7408013413E+000    3.4200474230E-001
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    8.0071188041E+000    3.0771697057E-001    5.6090163337E+000    2.1425627404E-001    1.1747294005E+001    4.5461903126E-001    5.9739825357E+000    2.2958268175E-001    7.5179429953E+000    2.8717449883E-001    1.0992394069E+001    4.2244236472E-001    8.5570057020E+000    3.3115521251E-001
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    8.2745015063E+000    2.7372582668E-001    5.7835970354E+000    1.9020914572E-001    1.2169373698E+001    4.0535430365E-001    6.1734724687E+000    2.0422243608E-001    7.7519390625E+000    2.5494336790E-001    1.1359464435E+001    3.7577838263E-001    8.8644584940E+000    2.9526962432E-001
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    7.8949030835E+000    2.1609546982E-001    5.5078090802E+000    1.4975912862E-001    1.1636964372E+001    3.2109362984E-001    5.8902601917E+000    1.6122535388E-001    7.3822916943E+000    2.0072692341E-001    1.0838341225E+001    2.9666183541E-001    8.4766389981E+000    2.3389216446E-001
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    7.3999375948E+000    1.7799517347E-001    5.1546396022E+000    1.2309291944E-001    1.0926288388E+001    2.6519256515E-001    5.5209744027E+000    1.3279933567E-001    6.9089274099E+000    1.6498535508E-001    1.0158838918E+001    2.4435669522E-001    7.9589658690E+000    1.9317251200E-001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    7.1399810507E+000    1.6190299903E-001    4.9692439703E+000    1.1212658825E-001    1.0552412910E+001    2.4072519850E-001    5.3270250068E+000    1.2079322317E-001    6.6604357477E+000    1.5028683259E-001    9.8019633871E+000    2.2226491323E-001    7.6866261626E+000    1.7534990571E-001
