#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 1024000
#overflow:lower center upper    8.2511893871E-001    2.0475549385E-003    5.6937792005E-001    1.4154633541E-003    1.2299577734E+000    3.0485554847E-003    6.1560796715E-001    1.5276478023E-003    7.6315533616E-001    1.8971905545E-003    1.1327460913E+000    2.8109400288E-003    8.9593021809E-001    2.2206396344E-003
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    2.7476055941E-001    3.9966319299E-002    1.9558337937E-001    2.8435995030E-002    3.9563977144E-001    5.7583356240E-002    2.0499443353E-001    2.9818227923E-002    2.6214662419E-001    3.8113668588E-002    3.7719889233E-001    5.4866868091E-002    2.8819333019E-001    4.1945073262E-002
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    7.0548275390E-001    6.0926640636E-002    4.9981578969E-001    4.3019666534E-002    1.0211637134E+000    8.8527377315E-002    5.2634933416E-001    4.5456386501E-002    6.6991900032E-001    5.7660627361E-002    9.6850622920E-001    8.3641776718E-002    7.4383970594E-001    6.4485427208E-002
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    1.2186267863E+000    7.7121880928E-002    8.6014623223E-001    5.4341895503E-002    1.7712514190E+000    1.1233380787E-001    9.0919784219E-001    5.7539394763E-002    1.1528813533E+000    7.2836170968E-002    1.6729645439E+000    1.0587505034E-001    1.2902212616E+000    8.1826592069E-002
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    1.4686255864E+000    6.8572305944E-002    1.0351328997E+000    4.8159002181E-002    2.1380715004E+000    1.0024624129E-001    1.0957179254E+000    5.1160694398E-002    1.3874215494E+000    6.4549042393E-002    2.0161698084E+000    9.4137957435E-002    1.5574216506E+000    7.3021723808E-002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    1.8471827713E+000    7.0528980486E-002    1.2976936698E+000    4.9286140797E-002    2.6991182727E+000    1.0369846197E-001    1.3781533516E+000    5.2620537798E-002    1.7393401007E+000    6.6059782130E-002    2.5358635780E+000    9.6824134343E-002    1.9661013370E+000    7.5536402682E-002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    1.9293369024E+000    6.3174253398E-002    1.3522959411E+000    4.4029100798E-002    2.8264159064E+000    9.3171215384E-002    1.4394472272E+000    4.7133294228E-002    1.8125252617E+000    5.9013604211E-002    2.6486470404E+000    8.6727361659E-002    2.0588279323E+000    6.7868108259E-002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    1.7869713483E+000    4.9909069953E-002    1.2505837742E+000    3.4785419542E-002    2.6224055210E+000    7.3603772733E-002    1.3332305774E+000    3.7236354246E-002    1.6761972093E+000    4.6624004215E-002    2.4532036717E+000    6.8516551080E-002    1.9102219614E+000    5.3614722053E-002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    1.6908410699E+000    4.0774364459E-002    1.1829886550E+000    2.8330024192E-002    2.4822662149E+000    6.0374868765E-002    1.2615093231E+000    3.0421097419E-002    1.5855973210E+000    3.7971632504E-002    2.3212333678E+000    5.5976174828E-002    1.8081411894E+000    4.3978476749E-002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    1.6096296727E+000    3.3256772511E-002    1.1256968487E+000    2.3143314608E-002    2.3641188330E+000    4.9145214479E-002    1.2009188060E+000    2.4812342996E-002    1.5088072907E+000    3.1019720677E-002    2.2097441164E+000    4.5655816761E-002    1.7220798531E+000    3.5798532014E-002
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    1.4946197616E+000    2.9579889934E-002    1.0440979939E+000    2.0579762053E-002    2.1980050377E+000    4.3731551642E-002    1.1151117614E+000    2.2069080052E-002    1.3994377503E+000    2.7583709650E-002    2.0518553308E+000    4.0608090703E-002    1.6010786512E+000    3.1855092466E-002
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    1.2648643213E+000    2.1926227476E-002    8.8256368232E-001    1.5226099203E-002    1.8625533636E+000    3.2492207380E-002    9.4369492327E-001    1.6358805611E-002    1.1829281747E+000    2.0408025050E-002    1.7364407103E+000    3.0100931279E-002    1.3567277490E+000    2.3668089323E-002
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    1.1478457087E+000    1.9678389998E-002    8.0145408684E-001    1.3680267430E-002    1.6889323368E+000    2.9112778736E-002    8.5638921881E-001    1.4681730227E-002    1.0742144040E+000    1.8336097558E-002    1.5757943237E+000    2.7015037843E-002    1.2302581029E+000    2.1206433885E-002
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    9.9767190979E-001    1.5072323147E-002    6.9642440282E-001    1.0497521188E-002    1.4683625036E+000    2.2250672486E-002    7.4434696316E-001    1.1245217844E-002    9.3343977792E-001    1.4070161538E-002    1.3696315806E+000    2.0691701924E-002    1.0695898400E+000    1.6207914031E-002
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    8.6933203827E-001    1.3590968711E-002    6.0641936563E-001    9.4693112812E-003    1.2804962912E+000    2.0061137639E-002    6.4859464951E-001    1.0140003129E-002    8.1280316384E-001    1.2692019096E-002    1.1934430568E+000    1.8658057600E-002    9.3274366505E-001    1.4613005267E-002
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    7.2815130694E-001    9.8218071150E-003    5.0791656383E-001    6.8429870966E-003    1.0725721422E+000    1.4496858188E-002    5.4326197693E-001    7.3278922931E-003    6.8077672555E-001    9.1718732570E-003    9.9962624553E-001    1.3483648353E-002    7.8128681656E-001    1.0559853028E-002
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    6.2530997238E-001    8.0862017031E-003    4.3612871962E-001    5.6371541257E-003    9.2121106585E-001    1.1926083167E-002    4.6653371154E-001    6.0329850145E-003    5.8455719463E-001    7.5556569729E-003    8.5844281818E-001    1.1100961259E-002    6.7103184272E-001    8.6872399396E-003
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    5.2746826327E-001    6.6921123315E-003    3.6806906905E-001    4.6824975931E-003    7.7665774541E-001    9.8324285914E-003    3.9353558627E-001    4.9928773599E-003    4.9333468024E-001    6.2761004579E-003    7.2412301486E-001    9.1871168270E-003    5.6573579864E-001    7.1621726232E-003
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001    4.6066414052E-001    5.7385069739E-003    3.2125034139E-001    4.0036446171E-003    6.7875562383E-001    8.4568560621E-003    3.4369410491E-001    4.2814077425E-003    4.3058205042E-001    5.3662122223E-003    6.3241246819E-001    7.8779810276E-003    4.9442158686E-001    6.1601731864E-003
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001    3.8777213427E-001    4.3438251949E-003    2.7048465854E-001    3.0277564326E-003    5.7120936482E-001    6.4097337401E-003    2.8931055160E-001    3.2408581023E-003    3.6253919101E-001    4.0581982490E-003    5.3234430675E-001    5.9633233223E-003    4.1608235817E-001    4.6690010600E-003
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000    3.2749681257E-001    3.5607676894E-003    2.2829530197E-001    2.4796819870E-003    4.8276129349E-001    5.2584036689E-003    2.4434010368E-001    2.6566314938E-003    3.0599145450E-001    3.3235966373E-003    4.4959667868E-001    4.8883203293E-003    3.5165469931E-001    3.8303451125E-003
    1.0000000000E+000    1.1294627059E+000    1.2589254118E+000    2.6579698272E-001    2.7435468091E-003    1.8522391282E-001    1.9104047081E-003    3.9194899911E-001    4.0518647331E-003    1.9830685315E-001    2.0469161411E-003    2.4826150168E-001    2.5605761936E-003    3.6489344643E-001    3.7664169110E-003    2.8550488468E-001    2.9514737274E-003
    1.2589254118E+000    1.4219093021E+000    1.5848931925E+000    2.2668809605E-001    2.3183373440E-003    1.5799383730E-001    1.6152871568E-003    3.3422317348E-001    3.4215365501E-003    1.6912834191E-001    1.7296741991E-003    2.1176416536E-001    2.1650207530E-003    3.1120368555E-001    3.1826776014E-003    2.4345603336E-001    2.4923278294E-003
    1.5848931925E+000    1.7900777537E+000    1.9952623150E+000    1.8874678207E-001    1.8134910745E-003    1.3158358657E-001    1.2636393598E-003    2.7820429205E-001    2.6761257571E-003    1.4082093789E-001    1.3530165185E-003    1.7636566629E-001    1.6936960258E-003    2.5911680076E-001    2.4896106850E-003    2.0265056041E-001    1.9493530470E-003
    1.9952623150E+000    2.2535743732E+000    2.5118864315E+000    1.5497514200E-001    1.4290085330E-003    1.0802562198E-001    9.9544828738E-004    2.2846849721E-001    2.1099892328E-003    1.1562446049E-001    1.0661602792E-003    1.4479017706E-001    1.3342310013E-003    2.1275415957E-001    1.9617824222E-003    1.6642183574E-001    1.5369658653E-003
    2.5118864315E+000    2.8370820458E+000    3.1622776602E+000    1.2825151978E-001    1.1402016222E-003    8.9420338264E-002    7.9478301344E-004    1.8901532182E-001    1.6820078102E-003    9.5686395829E-002    8.5068608885E-004    1.1985292352E-001    1.0652729522E-003    1.7606723215E-001    1.5653003104E-003    1.3768321333E-001    1.2252141145E-003
