#labels: pth_lower[1]   pth_center[2]   pth_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 1024000
#overflow:lower center upper    8.2868082911E-001    2.1275763324E-003    5.7192244707E-001    1.4715831114E-003    1.2350635729E+000    3.1657905198E-003    6.1826543628E-001    1.5873504770E-003    7.6656584666E-001    1.9724096501E-003    1.1376359529E+000    2.9207956107E-003    8.9964940272E-001    2.3060363959E-003
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    1.0808011045E+000    5.7106803620E-002    7.5836035096E-001    4.0020360460E-002    1.5814867200E+000    8.3688710683E-002    8.0636831809E-001    4.2606467550E-002    1.0164544992E+000    5.3640562032E-002    1.4837536374E+000    7.8397798854E-002    1.1519921843E+000    6.0960828441E-002
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    1.1517406410E+000    5.3044690284E-002    8.0765325230E-001    3.7158942730E-002    1.6864373422E+000    7.7792284377E-002    8.5929516516E-001    3.9575790134E-002    1.0825233427E+000    4.9805312836E-002    1.5811413945E+000    7.2821217361E-002    1.2284406900E+000    5.6665732610E-002
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    1.2241962854E+000    5.3955115747E-002    8.5963393843E-001    3.7984774493E-002    1.7898208036E+000    7.8682571709E-002    9.1335315589E-001    4.0255043927E-002    1.1521947096E+000    5.0912201415E-002    1.6806105062E+000    7.4071074607E-002    1.3037476389E+000    5.7314238876E-002
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    1.3544712938E+000    6.0284207329E-002    9.4995657597E-001    4.2304430875E-002    1.9829842740E+000    8.8222430038E-002    1.0105492440E+000    4.4977077345E-002    1.2732570136E+000    5.6701974258E-002    1.8594556396E+000    8.2759826512E-002    1.4444524613E+000    6.4263296427E-002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    1.6637980604E+000    6.8032426499E-002    1.1673749917E+000    4.7802910549E-002    2.4348079104E+000    9.9424397898E-002    1.2413329687E+000    5.0757899028E-002    1.5646698315E+000    6.4071761452E-002    2.2841079768E+000    9.3396796006E-002    1.7735714423E+000    7.2423073718E-002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    1.8406162596E+000    6.5633262986E-002    1.2900467812E+000    4.5980424211E-002    2.6966533533E+000    9.6226755643E-002    1.3732541828E+000    4.8967921725E-002    1.7290907328E+000    6.1629025047E-002    2.5268488891E+000    9.0103158006E-002    1.9643058316E+000    7.0093835768E-002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    1.7927477622E+000    5.9813701405E-002    1.2544888608E+000    4.1684172395E-002    2.6313524698E+000    8.8228248753E-002    1.3375402669E+000    4.4626040443E-002    1.6814313210E+000    5.5870622089E-002    2.4611336925E+000    8.2113902972E-002    1.9167391297E+000    6.4267534916E-002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    1.6690321335E+000    4.7281278854E-002    1.1684192488E+000    3.2996729077E-002    2.4485033422E+000    6.9628699276E-002    1.2452380264E+000    3.5275801578E-002    1.5660694825E+000    4.4226565492E-002    2.2912934570E+000    6.4909046808E-002    1.7835475176E+000    5.0719184900E-002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    1.5529630503E+000    3.9561265000E-002    1.0860827130E+000    2.7559973181E-002    2.2808535620E+000    5.8394823130E-002    1.1586407505E+000    2.9516023426E-002    1.4557112047E+000    3.6939508641E-002    2.1319506105E+000    5.4310798351E-002    1.6614274681E+000    4.2536164862E-002
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    1.4785473916E+000    3.2907374705E-002    1.0333503333E+000    2.2900289272E-002    2.1732020328E+000    4.8632534233E-002    1.1031204247E+000    2.4551662913E-002    1.3850323190E+000    3.0693986090E-002    2.0297907369E+000    4.5176153792E-002    1.5830115581E+000    3.5425083644E-002
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    1.2579308290E+000    2.6934792400E-002    8.7853277916E-001    1.8718924284E-002    1.8503975132E+000    3.9864357879E-002    9.3852195621E-001    2.0095615332E-002    1.1775254270E+000    2.5089569601E-002    1.7269222204E+000    3.6976827680E-002    1.3478731412E+000    2.9038137423E-002
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    1.1414253901E+000    2.2264344279E-002    7.9660965601E-001    1.5485103879E-002    1.6803565332E+000    3.2926039689E-002    8.5159912240E-001    1.6611069118E-002    1.0677212593E+000    2.0755177256E-002    1.5669803328E+000    3.0565107374E-002    1.2240112854E+000    2.3984102997E-002
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    9.7364006858E-001    1.7446816749E-002    6.7998673413E-001    1.2149059115E-002    1.4322349619E+000    2.5769723640E-002    7.2641719301E-001    1.3016789323E-002    9.1140784775E-001    1.6283770350E-002    1.3366400046E+000    2.3951472389E-002    1.0432736875E+000    1.8771273795E-002
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    8.6751364473E-001    1.4709103902E-002    6.0525488162E-001    1.0253660387E-002    1.2775699572E+000    2.1698503974E-002    6.4723797534E-001    1.0974225808E-002    8.1124236888E-001    1.3743307150E-002    1.1909467158E+000    2.0193064502E-002    9.3061205446E-001    1.5805701479E-002
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    7.2744287968E-001    1.1630674571E-002    5.0735565374E-001    8.1019478409E-003    1.0716952016E+000    1.7169605230E-002    5.4273343074E-001    8.6774592042E-003    6.8002491992E-001    1.0859298386E-002    9.9865369700E-001    1.5966911607E-002    7.8064803237E-001    1.2506744939E-002
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    6.3403062706E-001    9.1532506170E-003    4.4211565021E-001    6.3738816385E-003    9.3428034566E-001    1.3518590417E-002    4.7304005171E-001    6.8290930444E-003    5.9258166813E-001    8.5431162910E-003    8.7041477402E-001    1.2565835509E-002    6.8055181402E-001    9.8472597375E-003
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    5.2321698782E-001    7.5366933964E-003    3.6506391099E-001    5.2713389416E-003    7.7047926120E-001    1.1076396250E-002    3.9036377804E-001    5.6230057063E-003    4.8930677131E-001    7.0653432462E-003    7.1828674638E-001    1.0346581063E-002    5.6123524519E-001    8.0683079717E-003
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001    4.6345328394E-001    6.0913429210E-003    3.2319186426E-001    4.2491541422E-003    6.8287487933E-001    8.9789385530E-003    3.4577503995E-001    4.5446529669E-003    4.3318433527E-001    5.6952764475E-003    6.3624148140E-001    8.3623639707E-003    4.9742214961E-001    6.5404703723E-003
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001    3.8626628651E-001    4.8707269154E-003    2.6941151748E-001    3.3935434694E-003    5.6904186840E-001    7.1897245779E-003    2.8818706281E-001    3.6339710001E-003    3.6110082591E-001    4.5484742488E-003    5.3027703732E-001    6.6866685716E-003    4.1450350271E-001    5.2371647616E-003
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000    3.2909503192E-001    3.8810157999E-003    2.2944773429E-001    2.7076131566E-003    4.8502376745E-001    5.7196402442E-003    2.4553250943E-001    2.8955634576E-003    3.0753609620E-001    3.6291000335E-003    4.5179075839E-001    5.3279657895E-003    3.5330273864E-001    4.1663207000E-003
    1.0000000000E+000    1.1294627059E+000    1.2589254118E+000    2.6851082311E-001    3.0551002347E-003    1.8711200840E-001    2.1285678161E-003    3.9596372721E-001    4.5094265941E-003    2.0033160580E-001    2.2793611402E-003    2.5079217623E-001    2.8529871462E-003    3.6861908154E-001    4.1941260672E-003    2.8842930721E-001    3.2847725665E-003
    1.2589254118E+000    1.4219093021E+000    1.5848931925E+000    2.2425147718E-001    2.4941714761E-003    1.5625820593E-001    1.7349249608E-003    3.3072231865E-001    3.6879523452E-003    1.6731041977E-001    1.8608612166E-003    2.0943784343E-001    2.3253751069E-003    3.0785862780E-001    3.4240675594E-003    2.4090592823E-001    2.6863913709E-003
    1.5848931925E+000    1.7900777537E+000    1.9952623150E+000    1.8792238973E-001    1.9948057408E-003    1.3099291398E-001    1.3915457689E-003    2.7702343893E-001    2.9399690278E-003    1.4020587202E-001    1.4882924744E-003    1.7557396904E-001    1.8651330543E-003    2.5798505216E-001    2.7385244718E-003    2.0179039917E-001    2.1415427011E-003
    1.9952623150E+000    2.2535743732E+000    2.5118864315E+000    1.5512678804E-001    1.5725026201E-003    1.0813251896E-001    1.0958260631E-003    2.2868840652E-001    2.3204459583E-003    1.1573760116E-001    1.1732189092E-003    1.4493345448E-001    1.4687705267E-003    2.1296234345E-001    2.1587750722E-003    1.6658202287E-001    1.6902675022E-003
    2.5118864315E+000    2.8370820458E+000    3.1622776602E+000    1.2975663900E-001    1.2688015487E-003    9.0493072946E-002    8.8550421407E-004    1.9117973114E-001    1.8691872848E-003    9.6809341065E-002    9.4663242529E-004    1.2129074394E-001    1.1868694629E-003    1.7813350143E-001    1.7418458449E-003    1.3925982007E-001    1.3615600535E-003
    3.1622776602E+000    3.5716746829E+000    3.9810717055E+000    1.0774602459E-001    1.0029835808E-003    7.5104386484E-002    6.9932253551E-004    1.5883952109E-001    1.4791253376E-003    8.0387575723E-002    7.4830991545E-004    1.0066479801E-001    9.3732423735E-004    1.4791672144E-001    1.3769235894E-003    1.1570244918E-001    1.0774297419E-003
