#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 1024000
#overflow:lower center upper   -3.5618904014E-003    6.2540992490E-004   -2.5445270196E-003    4.3503854038E-004   -5.1057994847E-003    9.2468323949E-004   -2.6574691313E-003    4.6660828450E-004   -3.4105104969E-003    5.8309599273E-004   -4.8898616195E-003    8.5858003575E-004   -3.7191846296E-003    6.7356105579E-004
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -8.0604054508E-001    6.6882960115E-002   -5.6277697160E-001    4.7078916666E-002   -1.1858469486E+000    9.7543782372E-002   -6.0137388456E-001    4.9900300650E-002   -7.5430787500E-001    6.3101369424E-002   -1.1065547451E+000    9.1818776775E-002   -8.6379885412E-001    7.1053189064E-002
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002   -4.4625788713E-001    7.6588236990E-002   -3.0783746260E-001    5.3855131731E-002   -6.6527362879E-001    1.1182407963E-001   -3.3294583100E-001    5.7141251605E-002   -4.1260434236E-001    7.2183746002E-002   -6.1263516525E-001    1.0514244919E-001   -4.8460098405E-001    8.1455294010E-002
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002   -5.5694991127E-003    8.6064943080E-002    5.1229379724E-004    6.0580872748E-002   -1.8569384665E-002    1.2551363404E-001   -4.1553136959E-003    6.4211669575E-002    6.8664367072E-004    8.1198470609E-002   -7.6459623631E-003    1.1815233332E-001   -1.3526377257E-002    9.1427087949E-002
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    1.1415429257E-001    8.6778223915E-002    8.5176323743E-002    6.0893773278E-002    1.5508722640E-001    1.2699051826E-001    8.5168681376E-002    6.4743836932E-002    1.1416453587E-001    8.1617861143E-002    1.5671416889E-001    1.1913154497E-001    1.1296918933E-001    9.2502885208E-002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    1.8338471091E-001    9.2413106352E-002    1.3031867809E-001    6.4700123572E-002    2.6431036228E-001    1.3559521344E-001    1.3682038285E-001    6.8947932075E-002    1.7467026923E-001    8.6719633508E-002    2.5175560122E-001    1.2686726737E-001    1.9252989464E-001    9.8770747890E-002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    8.8720642820E-002    8.3671339651E-002    6.2249159896E-002    5.8475415449E-002    1.2976255310E-001    1.2301955520E-001    6.6193044431E-002    6.2425840561E-002    8.3434528937E-002    7.8376459224E-002    1.2179815134E-001    1.1486632835E-001    9.4522100686E-002    8.9610342161E-002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002   -5.7764139398E-003    7.1349742781E-002   -3.9050865684E-003    4.9709202244E-002   -8.9469487583E-003    1.0527571450E-001   -4.3096895200E-003    5.3232895343E-002   -5.2341117347E-003    6.6626824843E-002   -7.9300207585E-003    9.7950899513E-002   -6.5171682522E-003    7.6685310583E-002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    2.1808936399E-002    5.7116125418E-002    1.4569406145E-002    3.9739909263E-002    3.3762872626E-002    8.4418436297E-002    1.6271296625E-002    4.2613422393E-002    1.9527838458E-002    5.3264664373E-002    2.9939910846E-002    7.8410596076E-002    2.4593671823E-002    6.1492377770E-002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    5.6666622388E-002    4.5581306220E-002    3.9614135698E-002    3.1698887367E-002    8.3265271019E-002    6.7412581522E-002    4.2278055414E-002    3.4007479342E-002    5.3096086063E-002    4.2487026968E-002    7.7793505890E-002    6.2575277376E-002    6.0652385015E-002    4.9104912519E-002
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    1.6072369973E-002    3.8130421026E-002    1.0747660582E-002    2.6497190160E-002    2.4803004899E-002    5.6449707901E-002    1.1991336694E-002    2.8448493754E-002    1.4405431323E-002    3.5515026754E-002    2.2064593855E-002    5.2346496185E-002    1.8067093090E-002    4.1119297106E-002
