#labels: pth_lower[1]   pth_center[2]   pth_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 200
#overflow:lower center upper    7.7459766490E-001    1.5422045009E-001    5.3078209728E-001    1.0537004055E-001    1.1638477081E+000    2.3281628167E-001    5.7791485746E-001    1.1506139699E-001    7.1142412731E-001    1.4123081680E-001    1.0633890899E+000    2.1171809765E-001    8.4777408906E-001    1.6958886437E-001
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000    0.0000000000E+000
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    7.3517564814E+000    7.3333540583E+000    5.2435433249E+000    5.2304180394E+000    1.0564812371E+001    1.0538367242E+001    5.4850272490E+000    5.4712974972E+000    7.0280878971E+000    7.0104956595E+000    1.0092694553E+001    1.0067431198E+001    7.6956582221E+000    7.6763949673E+000
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    1.3659336352E+000    1.3131364697E+000    9.4312175966E-001    9.0527803586E-001    2.0331727680E+000    1.9577310570E+000    1.0191011126E+000    9.7970999666E-001    1.2640960919E+000    1.2133729452E+000    1.8751914587E+000    1.8027100502E+000    1.4810109427E+000    1.4260574231E+000
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    1.9006567896E+000    1.8958991932E+000    1.3495878257E+000    1.3462096281E+000    2.7424083432E+000    2.7355437308E+000    1.4180494564E+000    1.4144998902E+000    1.8088954885E+000    1.8043675828E+000    2.6092741886E+000    2.6027428287E+000    1.9976348442E+000    1.9926344988E+000
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    1.8521993173E-004    1.8475630164E-004    1.2563874643E-004    1.2532425596E-004    2.8118718860E-004    2.8048333972E-004    1.3818961158E-004    1.3784370463E-004    1.6839760797E-004    1.6797608639E-004    2.5427504310E-004    2.5363855889E-004    2.0482337253E-004    2.0431067242E-004
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    2.2690668129E+000    2.2633870372E+000    1.6259221611E+000    1.6218522620E+000    3.2440705552E+000    3.2359502157E+000    1.6929142484E+000    1.6886766592E+000    2.1792751874E+000    2.1738201722E+000    3.1150376541E+000    3.1072403011E+000    2.3630574178E+000    2.3571423712E+000
