site,rep,variety,yield
10322,1,10,7588.5
10322,1,11,7466.7
10322,1,12,5073.5
10322,2,1,7352.4
10322,2,2,8138.6
10322,2,3,8037.6
10322,2,4,7190.2
10322,2,5,6850.4
10322,2,6,7291
10322,2,7,5452
10322,2,8,7414
10322,2,9,6801.1
10322,2,10,6384.9
10322,2,11,7624.6
10322,2,12,7709.1
10322,3,1,7498.4
10322,3,2,8145.5
10322,3,3,7308.5
10322,3,4,6321.6
10322,3,5,7235.1
10322,3,6,7255.6
10322,3,7,6593.9
10322,3,8,8039.8
10322,3,9,7255.8
10322,3,10,8313.6
10322,3,11,8879.2
10322,3,12,7122.3
10322,4,1,6579.9
10322,4,2,7570.5
10322,4,3,6360.6
10322,4,4,7810.1
10322,4,5,8457.1
10322,4,6,7170.1
10322,4,7,6139.9
10322,4,8,7824.4
10322,4,9,7921.6
10322,4,10,7207.2
10322,4,11,8126.1
10322,4,12,6136.8
10323,1,1,5496.9
10323,1,2,4895
10323,1,3,6758.4
10323,1,4,4042.8
10323,1,5,3720.2
10323,1,6,4505.6
10323,1,7,2828
10323,1,8,4196.4
10323,1,9,5712.7
10323,1,10,3740.2
10323,1,11,6064.2
10323,1,12,3097.2
10323,2,1,4539
10323,2,2,4396.6
10323,2,3,6074.3
10323,2,4,5727.2
10323,2,5,5536.9
10323,2,6,4425.5
10323,2,7,3603.4
10323,2,8,4482.3
10323,2,9,3427.6
10323,2,10,4396.6
10323,2,11,4570.2
10323,2,12,3687.9
10323,3,1,6240
10323,3,2,4482.3
10323,3,3,5800.6
10323,3,4,4616.9
10323,3,5,6327.9
10323,3,6,4415.5
10323,3,7,5054.1
10323,3,8,5200.9
10323,3,9,6408
10323,3,10,6385.8
10323,3,11,7462.7
10323,3,12,4633.6
10323,4,1,6679.5
10323,4,2,5976.4
10323,4,3,6371.3
10323,4,4,5712.7
10323,4,5,6586
10323,4,6,5097.5
10323,4,7,5712.7
10323,4,8,4652.5
10323,4,9,4921.7
10323,4,10,6074.3
10323,4,11,5097.5
10323,4,12,5011.8
10503,1,1,3799.6
10503,1,2,5042.4
10503,1,3,4218.8
10503,1,4,3503.2
10503,1,5,3023.7
10503,1,6,5024.6
10503,1,7,4120.6
10503,1,8,3139.5
10503,1,9,5742.9
10503,1,10,5859.5
10503,1,11,4465.9
10503,1,12,5859.5
10503,2,1,4266.7
10503,2,2,3952.4
10503,2,3,5404.7
10503,2,4,4461.2
10503,2,5,4311.8
10503,2,6,5226.7
10503,2,7,3034.4
10503,2,8,5145.4
10503,2,9,4681.9
10503,2,10,3689.2
10503,2,11,5475
10503,2,12,6280.8
10503,3,1,4831.4
10503,3,2,4418.6
10503,3,3,4389.3
10503,3,4,4430.4
10503,3,5,4413.4
10503,3,6,5211.7
10503,3,7,4808.6
10503,3,8,5949.9
10503,3,9,4945.5
10503,3,10,5137.3
10503,3,11,4465.9
10503,3,12,5670.6
10503,4,1,5345.9
10503,4,2,5677.2
10503,4,3,5915.2
10503,4,4,5784
10503,4,5,5169.6
10503,4,6,5505.1
10503,4,7,3865.1
10503,4,8,5427.5
10503,4,9,4681.9
10503,4,10,5398.4
10503,4,11,5976.8
10503,4,12,6730.3
10901,1,1,4200
10901,1,2,6154.4
10901,1,3,5126.8
10901,1,4,4638.8
10901,1,5,7167.9
10901,1,6,5318.5
10901,1,7,4528.7
10901,1,8,6504.2
10901,1,9,6459.9
10901,1,10,5291.1
10901,1,11,4416
10901,1,12,6658.7
10901,2,1,4875.3
10901,2,2,5966.7
10901,2,3,4540.2
10901,2,4,6149
10901,2,5,6303.3
10901,2,6,4077.5
10901,2,7,3963.2
10901,2,8,5804.5
10901,2,9,6807.3
10901,2,10,4462.2
10901,2,11,3845.9
10901,2,12,5724.6
10901,3,1,3689.4
10901,3,2,7168
10901,3,3,5225.1
10901,3,4,5791.4
10901,3,5,7933.3
10901,3,6,3927.3
10901,3,7,3855.4
10901,3,8,7074.2
10901,3,9,6990.9
10901,3,10,4309.9
10901,3,11,3457
10901,3,12,7229.5
10901,4,1,3831.2
10901,4,2,6143.3
10901,4,3,4995.9
10901,4,4,5291.1
10901,4,5,5889.4
10901,4,6,4698
10901,4,7,4145.7
10901,4,8,5219.3
10901,4,9,5546.7
10901,4,10,5079.5
10901,4,11,3452.8
10901,4,12,5397.2
10902,1,1,3945.4
10902,1,2,5046.1
10902,1,3,4916
10902,1,4,4229.7
10902,1,5,5841
10902,1,6,4438.5
10902,1,7,3965.5
10902,1,8,4716.1
10902,1,9,4114.3
10902,1,10,4743.5
10902,1,11,4666.2
10902,1,12,5884.8
10902,2,1,5227.2
10902,2,2,4529.1
10902,2,3,4156.2
10902,2,4,4449.2
10902,2,5,5303.9
10902,2,6,5778.5
10902,2,7,5072.5
10902,2,8,4953
10902,2,9,5797.6
10902,2,10,4970.3
10902,2,11,5187.5
10902,2,12,5972.4
10902,3,1,6250.1
10902,3,2,5339
10902,3,3,4449.2
10902,3,4,5134.6
10902,3,5,4326
10902,3,6,6187.1
10902,3,7,4561.5
10902,3,8,6753.7
10902,3,9,3723.2
10902,3,10,4315
10902,3,11,4940.7
10902,3,12,6038.6
10902,4,1,5665.8
10902,4,2,5855.6
10902,4,3,5828.4
10902,4,4,4903.7
10902,4,5,5438.5
10902,4,6,5176.1
10902,4,7,4416.1
10902,4,8,5189.1
10902,4,9,4177.2
10902,4,10,3833.2
10902,4,11,5163.1
10902,4,12,5238.6
11102,1,1,4140.7
11102,1,2,3267.3
11102,1,3,4276.4
11102,1,4,3603.2
11102,1,5,4200
11102,1,6,3243.5
11102,1,7,3726.5
11102,1,8,4410.9
11102,1,9,4805.8
11102,1,10,3981
11102,1,11,3904.3
11102,1,12,4146.9
11102,2,1,3007.7
11102,2,2,4160
11102,2,3,3721.9
11102,2,4,3301.3
11102,2,5,3732.2
11102,2,6,3571.2
11102,2,7,3860.5
11102,2,8,2830.9
11102,2,9,3258.2
11102,2,10,3533.8
11102,2,11,3409.8
11102,2,12,3349.2
11102,3,1,5137.1
11102,3,2,3899.9
11102,3,3,5286.7
11102,3,4,3657.2
11102,3,5,4221.9
11102,3,6,4694.5
11102,3,7,4355.7
11102,3,8,4545
11102,3,9,3767.4
11102,3,10,3532.7
11102,3,11,3772.3
11102,3,12,3934.2
11102,4,1,4015.7
11102,4,2,3425.9
11102,4,3,4014.5
11102,4,4,4561.9
11102,4,5,4335.1
11102,4,6,4265.8
11102,4,7,3073.6
11102,4,8,4393.8
11102,4,9,4237.2
11102,4,10,3860.5
11102,4,11,3422.5
11102,4,12,4172.7
20501,1,1,5359.6
20501,1,2,5979.7
20501,1,3,5782.6
20501,1,4,5924.8
20501,1,5,5665.5
20501,1,6,5033.1
20501,1,7,4080.9
20501,1,8,4994.5
20501,1,9,5168.4
20501,1,10,5626.5
20501,1,11,5503.3
20501,1,12,5999
20501,2,1,5764.6
20501,2,2,5145.1
20501,2,3,5136.4
20501,2,4,5123.7
20501,2,5,5072.5
20501,2,6,5149.2
20501,2,7,4546.2
20501,2,8,5419.1
20501,2,9,5038.4
20501,2,10,5884.8
20501,2,11,4578.2
20501,2,12,5585.5
20501,3,1,5512.6
20501,3,2,6036.1
20501,3,3,5658.5
20501,3,4,5932.3
20501,3,5,5892.1
20501,3,6,5917.4
20501,3,7,4988.2
20501,3,8,5585.5
20501,3,9,4982
20501,3,10,5306.6
20501,3,11,5149.2
20501,3,12,5510.2
20501,4,1,5384.7
20501,4,2,5602
20501,4,3,5699.4
20501,4,4,5366.4
20501,4,5,6480.8
20501,4,6,4953
20501,4,7,4700.2
20501,4,8,5202.1
20501,4,9,5441.7
20501,4,10,4477.7
20501,4,11,5076.1
20501,4,12,5496.5
20606,1,1,4210.4
20606,1,2,4783.8
20606,1,3,3966.6
20606,1,4,4928.3
20606,1,5,4352.2
20606,1,6,3424.8
20606,1,7,3330.5
20606,1,8,3123
20606,1,9,3560.8
20606,1,10,4862.7
20606,1,11,4012.8
20606,1,12,4387.4
20606,2,1,3727.4
20606,2,2,5167.1
20606,2,3,4624.1
20606,2,4,4545.7
20606,2,5,3878.4
20606,2,6,3455
20606,2,7,3163
20606,2,8,3365.8
20606,2,9,4425.4
20606,2,10,4551.9
20606,2,11,4663.7
20606,2,12,5122.1
20606,3,1,3170.5
20606,3,2,5647.1
20606,3,3,3713.2
20606,3,4,3713.4
20606,3,5,6012.5
20606,3,6,3630.9
20606,3,7,3393.4
20606,3,8,4421.8
20606,3,9,4596.6
20606,3,10,3721.9
20606,3,11,5137.1
20606,3,12,4331.3
20606,4,1,2123.4
20606,4,2,4253.7
20606,4,3,3025
20606,4,4,2635.3
20606,4,5,4298
20606,4,6,2827.7
20606,4,7,2962.4
20606,4,8,4623.6
20606,4,9,4336
20606,4,10,4923.8
20606,4,11,4556.1
20606,4,12,3943.4
20703,1,1,4634
20703,1,2,2998.8
20703,1,3,4076.3
20703,1,4,4232.4
20703,1,5,2541.9
20703,1,6,4305.9
20703,1,7,3689.8
20703,1,8,2869.4
20703,1,9,3630.7
20703,1,10,3959.4
20703,1,11,2415
20703,1,12,2214.6
20703,2,1,3874.5
20703,2,2,2963.2
20703,2,3,2353.1
20703,2,4,4563.7
20703,2,5,3863.1
20703,2,6,2956
20703,2,7,3474
20703,2,8,3819.6
20703,2,9,3879.3
20703,2,10,3785.9
20703,2,11,1394.6
20703,2,12,1937.5
20703,3,1,2685.5
20703,3,2,3014.8
20703,3,3,3010.7
20703,3,4,3613.2
20703,3,5,3398
20703,3,6,3615.4
20703,3,7,3489.1
20703,3,8,3439.9
20703,3,9,3801
20703,3,10,4869.3
20703,3,11,1615.5
20703,3,12,2057.5
20703,4,1,2990
20703,4,2,3674.2
20703,4,3,1906.3
20703,4,4,2441.2
20703,4,5,3041.1
20703,4,6,3873.7
20703,4,7,2899.8
20703,4,8,2587.1
20703,4,9,4655
20703,4,10,3143.4
20703,4,11,2496.8
20703,4,12,3600.5
51902,1,1,2144.9
51902,1,2,1581.4
51902,1,3,3134.7
51902,1,4,1044.9
51902,1,5,1562.2
51902,1,6,7580.6
51902,1,7,7182.4
51902,1,8,3549.6
51902,1,9,4123.2
51902,1,10,1581.4
51902,1,11,9988
51902,1,12,9688.4
51902,2,1,901.5
51902,2,2,2064.2
51902,2,3,2497
51902,2,4,2032.2
51902,2,5,1869.5
51902,2,6,6730.4
51902,2,7,5982.6
51902,2,8,5647.1
51902,2,9,3226.9
51902,2,10,1532.8
51902,2,11,11043.1
51902,2,12,10564.2
51902,3,1,2120.5
51902,3,2,2281.9
51902,3,3,2617.4
51902,3,4,1630.1
51902,3,5,1690.3
51902,3,6,6076
51902,3,7,4686.7
51902,3,8,5644.5
51902,3,9,2636.6
51902,3,10,1774.8
51902,3,11,8637.1
51902,3,12,7421.8
51902,4,1,1331.7
51902,4,2,1190.9
51902,4,3,2650.7
51902,4,4,2376.6
51902,4,5,2904.2
51902,4,6,7491
51902,4,7,6818.7
51902,4,8,5826.3
51902,4,9,2917
51902,4,10,3380.6
51902,4,11,9610.2
51902,4,12,7890.5
60601,1,1,7975
60601,1,2,7768.9
60601,1,3,7223.5
60601,1,4,7344.7
60601,1,5,8205.2
60601,1,6,7175
60601,1,7,7053.8
60601,1,8,7562.9
60601,1,9,7623.5
60601,1,10,8302.2
60601,1,11,9538.4
60601,1,12,7878
60601,2,1,7441.7
60601,2,2,7478
60601,2,3,7878
60601,2,4,8217.4
60601,2,5,8774.9
60601,2,6,7441.7
60601,2,7,7005.4
60601,2,8,8629.4
60601,2,9,7272
60601,2,10,8084
60601,2,11,8605.2
60601,2,12,7393.2
60601,3,1,7635.6
60601,3,2,7902.2
60601,3,3,7296.2
60601,3,4,7599.2
60601,3,5,8132.5
60601,3,6,7284.1
60601,3,7,6678.1
60601,3,8,7950.7
60601,3,9,7720.4
60601,3,10,6714.5
60601,3,11,8314.3
60601,3,12,7635.6
60601,4,1,7514.4
60601,4,2,7902.2
60601,4,3,8156.8
60601,4,4,7502.3
60601,4,5,8326.4
60601,4,6,5611.6
60601,4,7,7405.3
60601,4,8,7708.3
60601,4,9,7465.9
60601,4,10,6969
60601,4,11,8435.5
60601,4,12,6981.1
61102,1,1,4527.9
61102,1,2,2831.5
61102,1,3,4797.1
61102,1,4,3391.1
61102,1,5,1760.9
61102,1,6,4192.5
61102,1,7,3484.6
61102,1,8,2804.7
61102,1,9,5579.8
61102,1,10,4812
61102,1,11,3804.6
61102,1,12,2998.1
61102,2,1,2532.6
61102,2,2,1173.9
61102,2,3,3739.6
61102,2,4,844.2
61102,2,5,2617
61102,2,6,4128.6
61102,2,7,3569.6
61102,2,8,1332.5
61102,2,9,1509.3
61102,2,10,5831.9
61102,2,11,2701.5
61102,2,12,1711.2
61102,3,1,3208
61102,3,2,3247.9
61102,3,3,3336.9
61102,3,4,1359.9
61102,3,5,3484.6
61102,3,6,2448.2
61102,3,7,2652.4
61102,3,8,1444.8
61102,3,9,1711.2
61102,3,10,3225.7
61102,3,11,1292
61102,3,12,590.9
61102,4,1,3679.1
61102,4,2,3994.6
61102,4,3,4589.5
61102,4,4,1808.8
61102,4,5,5909.4
61102,4,6,4363.6
61102,4,7,3314.7
61102,4,8,4674.5
61102,4,9,3545.7
61102,4,10,4896.4
61102,4,11,5234.1
61102,4,12,4705.9
61103,1,1,5640.9
61103,1,2,5167.9
61103,1,3,2254.3
61103,1,4,5075.1
61103,1,5,5155.8
61103,1,6,2800
61103,1,7,2301.7
61103,1,8,6013.3
61103,1,9,5226.2
61103,1,10,5372.3
61103,1,11,4030.3
61103,1,12,6404.2
61103,2,1,4916
61103,2,2,5556.3
61103,2,3,3756.5
61103,2,4,5128.9
61103,2,5,3999.9
61103,2,6,4282
61103,2,7,5177.5
61103,2,8,5541.6
61103,2,9,5548.5
61103,2,10,2374.8
61103,2,11,5161.1
61103,2,12,5479.9
61103,3,1,3850
61103,3,2,3411.7
61103,3,3,5261
61103,3,4,4829.8
61103,3,5,6019.9
61103,3,6,5243.2
61103,3,7,3518.3
61103,3,8,4182.2
61103,3,9,5410.2
61103,3,10,3250.2
61103,3,11,6412.5
61103,3,12,5243.2
61103,4,1,3363.6
61103,4,2,4096
61103,4,3,5919.5
61103,4,4,6520
61103,4,5,7260.2
61103,4,6,4508.5
61103,4,7,4831.4
61103,4,8,5722.4
61103,4,9,5122.2
61103,4,10,5919.5
61103,4,11,2774.5
61103,4,12,5432.1
62203,1,1,4834.8
62203,1,2,6012.1
62203,1,3,5282.6
62203,1,4,5693.8
62203,1,5,6668.1
62203,1,6,6611.6
62203,1,7,4381.9
62203,1,8,6560.9
62203,1,9,4477.7
62203,1,10,7144.4
62203,1,11,4866.7
62203,1,12,6870.6
62203,2,1,5578.6
62203,2,2,5784
62203,2,3,6336.7
62203,2,4,5497.6
62203,2,5,5283.7
62203,2,6,6061.2
62203,2,7,5987
62203,2,8,5880.4
62203,2,9,4380.7
62203,2,10,5490.2
62203,2,11,5821.6
62203,2,12,6533.5
62203,3,1,5250.1
62203,3,2,5749.7
62203,3,3,6206.1
62203,3,4,5051
62203,3,5,4596.4
62203,3,6,3833.2
62203,3,7,6012.1
62203,3,8,6037.2
62203,3,9,1269.7
62203,3,10,5567.2
62203,3,11,5602
62203,3,12,6838.1
62203,4,1,6287.1
62203,4,2,3952.9
62203,4,3,5174.8
62203,4,4,5602
62203,4,5,4209.1
62203,4,6,5047
62203,4,7,1712.4
62203,4,8,6145
62203,4,9,5784
62203,4,10,6123.9
62203,4,11,3857.1
62203,4,12,5965.3
70101,1,1,5561.4
70101,1,2,4756.2
70101,1,3,5816.5
70101,1,4,6831
70101,1,5,3144.1
70101,1,6,4534.1
70101,1,7,5082.1
70101,1,8,3165.8
70101,1,9,5302.8
70101,1,10,6467.2
70101,1,11,4309
70101,1,12,6451.3
70101,2,1,4207
70101,2,2,4834.2
70101,2,3,4624.1
70101,2,4,5075.1
70101,2,5,5106.8
70101,2,6,4367.9
70101,2,7,5184.8
70101,2,8,5268.5
70101,2,9,3736.4
70101,2,10,6090.1
70101,2,11,4685.2
70101,2,12,4213.7
70101,3,1,5121.8
70101,3,2,3896
70101,3,3,3802.5
70101,3,4,4306.8
70101,3,5,4085
70101,3,6,3808.8
70101,3,7,3165
70101,3,8,3397.7
70101,3,9,2648.2
70101,3,10,5610.1
70101,3,11,3745.5
70101,3,12,3459
70101,4,1,3953.1
70101,4,2,4031.7
70101,4,3,3311.5
70101,4,4,4389.6
70101,4,5,4415
70101,4,6,3478.3
70101,4,7,2580.5
70101,4,8,3574.4
70101,4,9,2865.4
70101,4,10,5300.7
70101,4,11,3526
70101,4,12,2571.2
70602,1,1,4141.2
70602,1,2,2760.8
70602,1,3,5396.1
70602,1,4,4266.7
70602,1,5,5521.6
70602,1,6,4141.2
70602,1,7,4731
70602,1,8,3639.2
70602,1,9,3639.2
70602,1,10,4266.7
70602,1,11,2133.3
70602,1,12,2509.8
70602,2,1,5521.6
70602,2,2,5898
70602,2,3,4894.1
70602,2,4,5822.7
70602,2,5,5396.1
70602,2,6,4441
70602,2,7,4567.8
70602,2,8,4643.1
70602,2,9,4245.8
70602,2,10,5647.1
70602,2,11,1882.4
70602,2,12,1213.1
70602,3,1,4768.6
70602,3,2,6149
70602,3,3,5644.3
70602,3,4,5396.1
70602,3,5,5521.6
70602,3,6,5145.1
70602,3,7,4392.2
70602,3,8,4768.6
70602,3,9,4768.6
70602,3,10,7152.9
70602,3,11,1756.9
70602,3,12,1861.4
70602,4,1,6274.5
70602,4,2,5396.1
70602,4,3,4894.1
70602,4,4,5898
70602,4,5,5647.1
70602,4,6,5898
70602,4,7,5145.1
70602,4,8,5898
70602,4,9,4517.6
70602,4,10,6400
70602,4,11,1380.4
70602,4,12,2133.3
70609,1,1,10465.4
70609,1,2,7576.8
70609,1,3,8547.5
70609,1,4,7411
70609,1,5,9991.9
70609,1,6,7837.2
70609,1,7,9257.9
70609,1,8,9660.4
70609,1,9,7837.2
70609,1,10,10536.4
70609,1,11,7671.5
70609,1,12,5303.7
70609,2,1,9068.4
70609,2,2,7458.4
70609,2,3,7908.3
70609,2,4,8216.1
70609,2,5,8902.7
70609,2,6,8973.7
70609,2,7,8097.7
70609,2,8,9328.9
70609,2,9,9092.1
70609,2,10,7718.8
70609,2,11,7221.6
70609,2,12,5966.7
70609,3,1,9068.4
70609,3,2,9471
70609,3,3,9471
70609,3,4,7955.6
70609,3,5,8689.6
70609,3,6,7624.1
70609,3,7,9210.5
70609,3,8,9471
70609,3,9,10181.3
70609,3,10,7434.7
70609,3,11,7221.6
70609,3,12,4190.9
70609,4,1,10891.6
70609,4,2,7032.2
70609,4,3,7884.6
70609,4,4,8642.3
70609,4,5,10820.6
70609,4,6,9328.9
70609,4,7,4901.2
70609,4,8,10133.9
70609,4,9,5114.3
70609,4,10,6487.6
70609,4,11,6795.4
70609,4,12,5303.7
70716,1,1,1842.4
70716,1,2,2309
70716,1,3,3258.2
70716,1,4,1989.6
70716,1,5,2341
70716,1,6,2379.3
70716,1,7,1751.6
70716,1,8,2096.3
70716,1,9,2689
70716,1,10,1868.4
70716,1,11,1446
70716,1,12,2158.4
70716,2,1,2865.1
70716,2,2,1953.1
70716,2,3,2081.9
70716,2,4,2084.3
70716,2,5,2475.6
70716,2,6,2060.3
70716,2,7,1685.3
70716,2,8,2198.8
70716,2,9,1481.9
70716,2,10,1454.5
70716,2,11,1753.7
70716,2,12,1985
70716,3,1,1415.2
70716,3,2,1881.4
70716,3,3,2595.4
70716,3,4,2230.3
70716,3,5,2269.7
70716,3,6,2133.3
70716,3,7,2455.6
70716,3,8,1780.4
70716,3,9,1868.4
70716,3,10,1675.6
70716,3,11,2642.8
70716,3,12,2649
70716,4,1,1335.2
70716,4,2,2539
70716,4,3,2277.5
70716,4,4,1527.8
70716,4,5,1932.5
70716,4,6,983.4
70716,4,7,1770.1
70716,4,8,2636.7
70716,4,9,1297.7
70716,4,10,2387.5
70716,4,11,2065.1
70716,4,12,2041.2
70717,1,1,4373.9
70717,1,2,5838.6
70717,1,3,5694.3
70717,1,4,5449.5
70717,1,5,5707.8
70717,1,6,4087.1
70717,1,7,3728.4
70717,1,8,4557.6
70717,1,9,3632.8
70717,1,10,4893.1
70717,1,11,4199.1
70717,1,12,4869.8
70717,2,1,3826.3
70717,2,2,4520
70717,2,3,5308.9
70717,2,4,4877
70717,2,5,5845.6
70717,2,6,4135.4
70717,2,7,5308.9
70717,2,8,4171.3
70717,2,9,5604.4
70717,2,10,4882.3
70717,2,11,4276.7
70717,2,12,5103.1
70717,3,1,5248.7
70717,3,2,4831.4
70717,3,3,3050.6
70717,3,4,5620.2
70717,3,5,5113.2
70717,3,6,4588.8
70717,3,7,3846.8
70717,3,8,5296.1
70717,3,9,3737.3
70717,3,10,5219.5
70717,3,11,4266.7
70717,3,12,4622.9
70717,4,1,4216.5
70717,4,2,5591.2
70717,4,3,4159.9
70717,4,4,4255.8
70717,4,5,5270.6
70717,4,6,4066.7
70717,4,7,5468.7
70717,4,8,4667.7
70717,4,9,3693.5
70717,4,10,5133.3
70717,4,11,3625.9
70717,4,12,4675.5
71001,1,1,5289.9
71001,1,2,3525.9
71001,1,3,5367.3
71001,1,4,5422.1
71001,1,5,5463.3
71001,1,6,4155.8
71001,1,7,4028.6
71001,1,8,4748
71001,1,9,5122.9
71001,1,10,6458.2
71001,1,11,5068.6
71001,1,12,3893.2
71001,2,1,5494.3
71001,2,2,6002.9
71001,2,3,6476.6
71001,2,4,4948.6
71001,2,5,7451.5
71001,2,6,6369.6
71001,2,7,5704.1
71001,2,8,6210.7
71001,2,9,4163.1
71001,2,10,5785.4
71001,2,11,6646.9
71001,2,12,4519.8
71001,3,1,4854.3
71001,3,2,5753.9
71001,3,3,4990.6
71001,3,4,6532.9
71001,3,5,5757.7
71001,3,6,6488.4
71001,3,7,5527.5
71001,3,8,4871.6
71001,3,9,3754
71001,3,10,4825.4
71001,3,11,5380.2
71001,3,12,5237.6
71001,4,1,5564.4
71001,4,2,4553
71001,4,3,4409.7
71001,4,4,3757.5
71001,4,5,4957.1
71001,4,6,5760.9
71001,4,7,5882.4
71001,4,8,3045.8
71001,4,9,4787.4
71001,4,10,4039.3
71001,4,11,5438.2
71001,4,12,4487.7
71005,1,1,5775.4
71005,1,2,5116.7
71005,1,3,5925
71005,1,4,7061.8
71005,1,5,5203.4
71005,1,6,6858.5
71005,1,7,6488.4
71005,1,8,5078.7
71005,1,9,5238.3
71005,1,10,6677.5
71005,1,11,5954
71005,1,12,4675.3
71005,2,1,6901.1
71005,2,2,7111.1
71005,2,3,5649.8
71005,2,4,5743.9
71005,2,5,6210.3
71005,2,6,6817.3
71005,2,7,6256.9
71005,2,8,6364.5
71005,2,9,5141.6
71005,2,10,5629.4
71005,2,11,4744.6
71005,2,12,5810
71005,3,1,6698.2
71005,3,2,6229.7
71005,3,3,6800.6
71005,3,4,6140.1
71005,3,5,6882.2
71005,3,6,6017.6
71005,3,7,3902.6
71005,3,8,5782.5
71005,3,9,5495.5
71005,3,10,6110.2
71005,3,11,5983
71005,3,12,5859.2
71005,4,1,6597.2
71005,4,2,6559.7
71005,4,3,6573.1
71005,4,4,5615.8
71005,4,5,6458.2
71005,4,6,6641.2
71005,4,7,4756.1
71005,4,8,6834.1
71005,4,9,5730.1
71005,4,10,6984.8
71005,4,11,5939.5
71005,4,12,2968.2
71202,1,1,7133.1
71202,1,2,6471.3
71202,1,3,5122
71202,1,4,5786.5
71202,1,5,5850.7
71202,1,6,6471.8
71202,1,7,7322.4
71202,1,8,6970
71202,1,9,7303.5
71202,1,10,7474.4
71202,1,11,4547.4
71202,1,12,6781.4
71202,2,1,7955.7
71202,2,2,7626.3
71202,2,3,6047.3
71202,2,4,7207.4
71202,2,5,7302.5
71202,2,6,6197.9
71202,2,7,5907.4
71202,2,8,4696.7
71202,2,9,6277.2
71202,2,10,6997.2
71202,2,11,4206.8
71202,2,12,6518.9
71202,3,1,7010.5
71202,3,2,5976.2
71202,3,3,6731.9
71202,3,4,7115.3
71202,3,5,8426
71202,3,6,7844.2
71202,3,7,6761.6
71202,3,8,8147.4
71202,3,9,7133.1
71202,3,10,8369.5
71202,3,11,5027.9
71202,3,12,5921.6
71202,4,1,7056.3
71202,4,2,6906.7
71202,4,3,7633.6
