#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 1438892
#overflow:lower center upper   -1.2913289863E+000    1.7012231999E-001   -8.8871347851E-001    1.1659572100E-001   -1.9299756760E+000    2.5554256621E-001   -9.6343978409E-001    1.2692552633E-001   -1.1911709421E+000    1.5627695336E-001   -1.7727721340E+000    2.3354862430E-001   -1.4058397498E+000    1.8614322543E-001
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -1.4792098498E+002    9.8548990112E+001   -1.0121377017E+002    6.8547706033E+001   -2.2238081576E+002    1.4556383286E+002   -1.1036146741E+002    7.3525816245E+001   -1.3566003542E+002    9.1876670658E+001   -2.0307001779E+002    1.3529077823E+002   -1.6198742515E+002    1.0603212512E+002
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002   -1.0750782595E+002    7.6382609598E+001   -7.3090134665E+001    5.2321986160E+001   -1.6268571144E+002    1.1468085398E+002   -8.0209859552E+001    5.6987836316E+001   -9.7965032233E+001    7.0128822230E+001   -1.4758971576E+002    1.0486015822E+002   -1.1850410485E+002    8.3536235748E+001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002   -1.7557234732E+002    1.1667886863E+002   -1.1905123605E+002    7.9517768283E+001   -2.6681258799E+002    1.7628754138E+002   -1.3099170404E+002    8.7052226964E+001   -1.5956815828E+002    1.0658019401E+002   -2.4103057249E+002    1.6017997670E+002   -1.9435257480E+002    1.2841199821E+002
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    2.5067957879E+002    1.8978398704E+002    1.7085958103E+002    1.2935198269E+002    3.7853413199E+002    2.8672882263E+002    1.8702800126E+002    1.4159477983E+002    2.2900853091E+002    1.7337457663E+002    3.4413985636E+002    2.6054070440E+002    2.7573317944E+002    2.0886002931E+002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    2.4630470474E+002    1.4409941645E+002    1.6956681709E+002    9.8910316318E+001    3.6803936316E+002    2.1601234973E+002    1.8376397811E+002    1.0751025660E+002    2.2727579827E+002    1.3257264295E+002    3.3813390832E+002    1.9782366285E+002    2.6808854258E+002    1.5734848447E+002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    3.1221606316E+002    2.7415152727E+002    2.1573165019E+002    1.8811667869E+002    4.6431019118E+002    4.1097810545E+002    2.3293938236E+002    2.0454004444E+002    2.8915199241E+002    2.5213876778E+002    4.2861884342E+002    3.7636279616E+002    3.3821448170E+002    2.9936613403E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    7.4036966562E+002    7.3371036454E+002    4.9595082880E+002    4.9155798345E+002    1.1409458818E+003    1.1306433841E+003    5.5237789779E+002    5.4740950038E+002    6.6473867030E+002    6.5885079996E+002    1.0163999461E+003    1.0072578735E+003    8.3109185930E+002    8.2358727723E+002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002   -7.0990567196E+002    6.2069966254E+002   -4.7896326356E+002    4.1505934706E+002   -1.0851920552E+003    9.5854639945E+002   -5.2964920218E+002    4.6309403352E+002   -6.4196969630E+002    5.5631724445E+002   -9.7457813340E+002    8.5211365736E+002   -7.9047945852E+002    6.9822777927E+002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002   -1.1904978710E+002    8.6140747641E+001   -7.9860456276E+001    5.7657541134E+001   -1.8319879810E+002    1.3305456269E+002   -8.8821131096E+001    6.4268226138E+001   -1.0703950963E+002    7.7280236266E+001   -1.6343483913E+002    1.1825639991E+002   -1.3344632043E+002    9.6920078029E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    6.5426069582E+001    6.6428349196E+001    4.2072539077E+001    4.4120098284E+001    1.0511046266E+002    1.0335836387E+002    4.8813338059E+001    4.9561122756E+001    5.6391162305E+001    5.9135571036E+001    8.9818717172E+001    9.1194674337E+001    7.6564937243E+001    7.5288667211E+001
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001   -3.7099535213E+001    4.2736223729E+001   -2.4430157869E+001    2.8232744681E+001   -5.8185177606E+001    6.6879551864E+001   -2.7679366432E+001    3.1884809061E+001   -3.2744517630E+001    3.7841245681E+001   -5.0931267640E+001    5.8669469473E+001   -4.2383454123E+001    4.8716641159E+001
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    2.2813661460E+001    2.4334636247E+001    1.5691273861E+001    1.6593371314E+001    3.4144513650E+001    3.6761190050E+001    1.7020905831E+001    1.8155680652E+001    2.1031513440E+001    2.2240623350E+001    3.1319225187E+001    3.3407261425E+001    2.4871668136E+001    2.6777716871E+001
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001   -6.7647645618E+000    1.6887019799E+001   -4.1670237349E+000    1.1490613748E+001   -1.1349633707E+001    2.5578631300E+001   -5.0470820203E+000    1.2599133824E+001   -5.5851944504E+000    1.5401235082E+001   -9.2868558175E+000    2.3182967659E+001   -8.2673405725E+000    1.8632077633E+001
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    1.4026389591E+000    1.3701883092E+001    6.0750900691E-001    9.3641566244E+000    2.9777473775E+000    2.0640086427E+001    1.0464863642E+000    1.0222754564E+001    8.1426364470E-001    1.2551076965E+001    1.9255815421E+000    1.8810323928E+001    2.1690613410E+000    1.5034725203E+001
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    1.1707639565E+000    1.2073570047E+001    8.3693185630E-001    8.2768729583E+000    1.6948658148E+000    1.8121677676E+001    8.7348815478E-001    9.0078963945E+000    1.1217663869E+000    1.1093756084E+001    1.6072571278E+000    1.6574930762E+001    1.2345801880E+000    1.3200256939E+001
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    1.5326944261E+001    1.1518566460E+001    1.0730869348E+001    7.9317402944E+000    2.2455346445E+001    1.7209757451E+001    1.1435186561E+001    8.5938171460E+000    1.4382925498E+001    1.0631163797E+001    2.1041252829E+001    1.5813006493E+001    1.6357003365E+001    1.2535992763E+001
