#labels: pth_lower[1]   pth_center[2]   pth_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 2061918
#overflow:lower center upper    8.5725797444E+001    5.1698481195E-001    5.7730745041E+001    3.4824557119E-001    1.3128075966E+002    7.9207700206E-001    6.3958638471E+001    3.8571405188E-001    7.7378353791E+001    4.6676461554E-001    1.1768674481E+002    7.0973104304E-001    9.5627998111E+001    5.7696754844E-001
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    1.9597579748E+002    2.2195024666E+001    1.3502114761E+002    1.5265253688E+001    2.9252539738E+002    3.3204512130E+001    1.4621439000E+002    1.6559350870E+001    1.8097313869E+002    2.0460505052E+001    2.6904099297E+002    3.0469943492E+001    2.1308239091E+002    2.4186948884E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    3.1112325332E+002    4.3822230948E+001    2.1382262577E+002    2.9997983546E+001    4.6569318835E+002    6.5891286451E+001    2.3212405451E+002    3.2695061578E+001    2.8659326627E+002    4.0207251477E+001    4.2711860386E+002    6.0160370209E+001    3.3922188943E+002    4.7996765350E+001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    3.7369221444E+002    3.8548040905E+001    2.5600819648E+002    2.6151990555E+001    5.6134888603E+002    5.8563029559E+001    2.7880574991E+002    2.8760073228E+001    3.4313592846E+002    3.5052344744E+001    5.1301500354E+002    5.2919816301E+001    4.0889975312E+002    4.2658690388E+001
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    5.1141313549E+002    5.9763359946E+001    3.5064238547E+002    4.0480427895E+001    7.6759018575E+002    9.0925800816E+001    3.8155711370E+002    4.4588481491E+001    4.6997714195E+002    5.4257205048E+001    7.0208209156E+002    8.2044792825E+001    5.5913077457E+002    6.6232495389E+001
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    6.9424013564E+002    7.5920508153E+001    4.7555179311E+002    5.1679797493E+001    1.0428950007E+003    1.1484808916E+002    5.1796139752E+002    5.6643069861E+001    6.3739719394E+002    6.9268076333E+001    9.5307205202E+002    1.0422577258E+002    7.5966928757E+002    8.3658053792E+001
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    6.8296262860E+002    8.5003379767E+001    4.6575481188E+002    5.6663261082E+001    1.0312574465E+003    1.3168902759E+002    5.0954743093E+002    6.3419654264E+001    6.2426598839E+002    7.5947571089E+001    9.3758997857E+002    1.1669498985E+002    7.5119221891E+002    9.5925390089E+001
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    6.2713639056E+002    4.2227436998E+001    4.2988894234E+002    2.8809499396E+001    9.4150029573E+002    6.3748718306E+001    4.6789637276E+002    3.1505211465E+001    5.7619382268E+002    3.8614288370E+001    8.6095017554E+002    5.7970992982E+001    6.8581099574E+002    4.6436068238E+001
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    5.4200586616E+002    2.8000185402E+001    3.7159177222E+002    1.9072292905E+001    8.1356975532E+002    4.2361094897E+001    4.0438185793E+002    2.0890487912E+001    4.9805627134E+002    2.5563200803E+001    7.4408063802E+002    3.8439428648E+001    5.9262337626E+002    3.0856819487E+001
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    4.3592390391E+002    2.4662997074E+001    2.9816325742E+002    1.6519648667E+001    6.5609995772E+002    3.8026895031E+001    3.2523581235E+002    1.8400665383E+001    3.9963769745E+002    2.2141810541E+001    5.9844838737E+002    3.3858044247E+001    4.7791866593E+002    2.7699686197E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    4.2762550962E+002    2.0983932816E+001    2.9235977711E+002    1.4114542868E+001    6.4396458716E+002    3.2226723856E+001    3.1904451386E+002    1.5655774722E+001    3.9185910820E+002    1.8918170741E+001    5.8705612226E+002    2.8807323117E+001    4.6907897613E+002    2.3474704870E+001
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    4.1358164749E+002    2.0407111364E+001    2.8256800691E+002    1.3876069612E+001    6.2326431600E+002    3.0942681638E+001    3.0856661424E+002    1.5225417516E+001    3.7873488716E+002    1.8598537450E+001    5.6777632006E+002    2.8015446680E+001    4.5400041094E+002    2.2539378268E+001
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    3.4787383147E+002    1.8116327192E+001    2.3746260306E+002    1.2173960229E+001    5.2472768520E+002    2.7824548075E+001    2.5954306970E+002    1.3516300295E+001    3.1827867973E+002    1.6317146106E+001    4.7757081359E+002    2.4870594835E+001    3.8222400769E+002    2.0268056323E+001
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    2.7060100473E+002    9.9164087022E+000    1.8492313628E+002    6.7417379929E+000    4.0765436562E+002    1.5034247380E+001    2.0189105669E+002    7.3984730155E+000    2.4785836131E+002    9.0361658630E+000    3.7148854066E+002    1.3613520028E+001    2.9694504364E+002    1.0951299976E+001
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    2.4445991756E+002    1.1630134144E+001    1.6676673556E+002    7.8380304088E+000    3.6897537696E+002    1.7793445390E+001    1.8238761206E+002    8.6770560002E+000    2.2352275994E+002    1.0505561457E+001    3.3560133347E+002    1.5966169694E+001    2.6877035708E+002    1.2961164809E+001
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    1.9936810301E+002    9.3301504330E+000    1.3626992728E+002    6.3679995497E+000    3.0027525857E+002    1.4075798644E+001    1.4874533458E+002    6.9610751515E+000    1.8264691780E+002    8.5352323402E+000    2.7369804379E+002    1.2808688467E+001    2.1872757238E+002    1.0253143337E+001
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    1.6631246659E+002    6.6355201288E+000    1.1328021005E+002    4.4271518120E+000    2.5150753353E+002    1.0275984497E+001    1.2408305599E+002    4.9506548279E+000    1.5183306858E+002    5.9338523858E+000    2.2831835221E+002    9.1094254866E+000    1.8320401256E+002    7.4852691941E+000
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    1.2702003964E+002    4.1018799127E+000    8.6703587902E+001    2.7895342504E+000    1.9161109095E+002    6.2163414683E+000    9.4767608306E+001    3.0603466192E+000    1.1621157660E+002    3.7389014811E+000    1.7437662217E+002    5.6311741497E+000    1.3957403272E+002    4.5281295732E+000
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001    1.0608264874E+002    4.1068127933E+000    7.2389095745E+001    2.7793816778E+000    1.6008163857E+002    6.2628516700E+000    7.9146557759E+001    3.0640269621E+000    9.7025407471E+001    3.7252936652E+000    1.4563319308E+002    5.6379461446E+000    1.1660723682E+002    4.5620086998E+000
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001    9.7961811514E+001    7.2321141336E+000    6.6637634172E+001    4.8085651006E+000    1.4833359326E+002    1.1230748866E+001    7.3087731738E+001    5.3957640179E+000    8.9316540591E+001    6.4450727480E+000    1.3448468322E+002    9.9284462306E+000    1.0804968384E+002    8.1807420534E+000
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000    7.3070193796E+001    3.1270730907E+000    4.9879103157E+001    2.1299478056E+000    1.1021689775E+002    4.7281907462E+000    5.4516496170E+001    2.3330589303E+000    6.6854548442E+001    2.8548367900E+000    1.0031278223E+002    4.2929323938E+000    8.0284584866E+001    3.4441255286E+000
    1.0000000000E+000    1.1294627059E+000    1.2589254118E+000    5.7781580673E+001    2.5178969827E+000    3.9425501149E+001    1.7072335350E+000    8.7199028112E+001    3.8260847741E+000    4.3109907855E+001    1.8785624354E+000    5.2843253177E+001    2.2882594081E+000    7.9324151449E+001    3.4566385908E+000    6.3517826355E+001    2.7870102863E+000
    1.2589254118E+000    1.4219093021E+000    1.5848931925E+000    4.6330936223E+001    1.3059197632E+000    3.1611427067E+001    8.8260654032E-001    6.9922303790E+001    1.9940154572E+000    3.4566766228E+001    9.7432572806E-001    4.2369801147E+001    1.1829856186E+000    6.3604390169E+001    1.7928027560E+000    5.0933053345E+001    1.4524878350E+000
