#labels: pth_lower[1]   pth_center[2]   pth_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 836000
#overflow:lower center upper   -1.5054402324E-006    5.9193252178E-007   -6.1909622668E-007    4.1176137984E-007   -3.2331476761E-006    8.7462930149E-007   -1.1231847406E-006    4.4163133256E-007   -8.2979436390E-007    5.5189687409E-007   -2.0667099723E-006    8.1262133120E-007   -2.3551009354E-006    6.3710058815E-007
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -1.0335125615E-008    3.3510293715E-009   -7.3800715947E-009    2.4010170217E-009   -1.4831465152E-008    4.7910567908E-009   -7.7108709683E-009    2.5001491088E-009   -9.8917446926E-009    3.2181594822E-009   -1.4188346181E-008    4.6003857679E-009   -1.0803588624E-008    3.4899186365E-009
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002   -1.7421947382E-008    5.8432617252E-009   -1.2304614046E-008    4.1236963975E-009   -2.5303757310E-008    8.4942693254E-009   -1.2998234689E-008    4.3595635773E-009   -1.6492265573E-008    5.5271214419E-009   -2.3917331034E-008    8.0217912463E-009   -1.8431852943E-008    6.1874258888E-009
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002   -2.3159891875E-008    8.9810691809E-009   -1.6501241527E-008    6.4064821473E-009   -3.3309774472E-008    1.2900373553E-008   -1.7279222774E-008    6.7006312446E-009   -2.2117138865E-008    8.5868117898E-009   -3.1794539874E-008    1.2329460073E-008   -2.4263624453E-008    9.3969360093E-009
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002   -1.6421478006E-008    4.8240672073E-009   -1.1695660024E-008    3.4350812316E-009   -2.3632429817E-008    6.9433215067E-009   -1.2251800581E-008    3.5991589425E-009   -1.5676065128E-008    4.6041486327E-009   -2.2543859015E-008    6.6226128343E-009   -1.7214418623E-008    5.0576789597E-009
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002   -6.8844429026E-008    4.1717245227E-008   -4.8951708773E-008    2.9599874819E-008   -9.9231163308E-008    6.0261414530E-008   -5.1363721052E-008    3.1124565593E-008   -6.5611532251E-008    3.9673653689E-008   -9.4511535525E-008    5.7270587614E-008   -7.2282317091E-008    4.3895834012E-008
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002   -1.9333386213E-008    4.8990641901E-009   -1.3675625204E-008    3.4547708558E-009   -2.8034098735E-008    7.1290793374E-009   -1.4424328453E-008    3.6551129849E-009   -1.8329875435E-008    4.6305392622E-009   -2.6541407108E-008    6.7255707657E-009   -2.0420697960E-008    5.1929893398E-009
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002   -2.7842644954E-008    5.8898466827E-009   -1.9768242460E-008    4.1830918619E-009   -4.0209869098E-008    8.5033739418E-009   -2.0772949518E-008    4.3943198648E-009   -2.6496004128E-008    5.6067310720E-009   -3.8223152764E-008    8.0857443640E-009   -2.9289815935E-008    6.1940579059E-009
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002   -4.8653823439E-008    1.3442312963E-008   -3.4728535646E-008    9.6181011882E-009   -6.9855713275E-008    1.9248684407E-008   -3.6299835013E-008    1.0029093466E-008   -4.6547760920E-008    1.2891446941E-008   -6.6793313961E-008    1.8453978878E-008   -5.0884547245E-008    1.4021195192E-008
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002   -4.1048157624E-008    9.4815774732E-009   -2.9235274665E-008    6.7734684546E-009   -5.9074945932E-008    1.3599991112E-008   -3.0625370095E-008    7.0740524303E-009   -3.9184968506E-008    9.0786952100E-009   -5.6352045655E-008    1.3016571695E-008   -4.3031582334E-008    9.9065539210E-009
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001   -8.7575195232E-008    2.2728678184E-008   -6.2545026507E-008    1.6281776194E-008   -1.2565782661E-007    3.2504447599E-008   -6.5338444411E-008    1.6957501175E-008   -8.3831088366E-008    2.1822982500E-008   -1.2022564923E-007    3.1202557796E-008   -9.1532121215E-008    2.3677005387E-008
