#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 836000
#overflow:lower center upper   -3.6951251163E-005    2.1487766405E-007   -2.5867905386E-005    1.5091602047E-007   -5.4200965063E-005    3.1409589649E-007   -2.7568734088E-005    1.6031676859E-007   -3.4671576357E-005    2.0227754234E-007   -5.0727699196E-005    2.9498999798E-007   -3.9481259845E-005    2.2879485063E-007
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    1.0272543577E-008    3.3524167543E-009    7.3361611760E-009    2.4019887303E-009    1.4740036399E-008    4.7930879915E-009    7.6641795171E-009    2.5011842128E-009    9.8328901618E-009    3.2194618940E-009    1.4102431831E-008    4.6022904053E-009    1.0736989766E-008    3.4913982110E-009
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    1.7444633308E-008    5.8433056820E-009    1.2320849998E-008    4.1237283017E-009    2.5336228622E-008    8.4943312739E-009    1.3015160293E-008    4.3595963728E-009    1.6514027136E-008    5.5271642042E-009    2.3948474901E-008    8.0218515915E-009    1.8455505812E-008    6.1874710136E-009
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    2.2630925706E-008    8.9363280955E-009    1.6123096488E-008    6.3743540541E-009    3.2551725565E-008    1.2836563594E-008    1.6884569624E-008    6.6672506405E-009    2.1610299042E-008    8.5437494846E-009    3.1068360492E-008    1.2268038274E-008    2.3711443771E-008    9.3504553321E-009
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002   -5.1917787235E-009    2.1791761277E-008   -3.6319439261E-009    1.5456857178E-008   -7.6045936105E-009    3.1489619421E-008   -3.8735025897E-009    1.6258482543E-008   -4.8680099635E-009    2.0717317305E-008   -7.1274173699E-009    2.9916332364E-008   -5.5393651387E-009    2.2937780634E-008
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    6.5919240322E-008    4.1770010532E-008    4.6852706831E-008    2.9638145964E-008    9.5055649560E-008    6.0335883006E-008    4.9181284815E-008    3.1163932938E-008    6.2798173186E-008    3.9724949722E-008    9.0495755598E-008    5.7343025284E-008    6.9240774508E-008    4.3950078604E-008
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    1.5992861717E-008    5.3419527729E-009    1.1285802659E-008    3.7761163293E-009    2.3250556313E-008    7.7533594599E-009    1.1932016863E-008    3.9855450322E-009    1.5126720266E-008    5.0612488212E-009    2.1955442723E-008    7.3335804568E-009    1.6936252967E-008    5.6477296881E-009
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    9.7549485488E-009    1.5993526523E-008    6.9197623924E-009    1.1344399551E-008    1.4112788968E-008    2.3111950085E-008    7.2780101923E-009    1.1932512864E-008    9.2747776280E-009    1.5205259543E-008    1.3391863065E-008    2.1956355387E-008    1.0280087960E-008    1.6835288925E-008
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    8.7347560562E-008    4.3030512598E-008    6.2251273209E-008    3.0595152640E-008    1.2562560822E-007    6.2048398102E-008    6.5168609846E-008    3.2104373252E-008    8.3437361477E-008    4.1007656208E-008    1.1991314606E-007    5.9073477369E-008    9.1508652581E-008    4.5197514945E-008
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    4.1008735358E-008    9.5503040149E-009    2.9208749743E-008    6.8225847991E-009    5.9014232970E-008    1.3698505277E-008    3.0595957776E-008    7.1253281975E-009    3.9149416309E-008    9.1445274088E-009    5.6297925677E-008    1.3110921391E-008    4.2987357582E-008    9.9783139602E-009
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    7.7603477601E-008    2.1237952067E-008    5.5409788658E-008    1.5211973546E-008    1.1137940220E-007    3.0376897274E-008    5.7898706294E-008    1.5845294400E-008    7.4267502130E-008    2.0389091983E-008    1.0653619957E-007    2.9156047769E-008    8.1131380496E-008    2.2127247609E-008
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    3.9957965025E-008    3.4802777683E-008    2.8337257810E-008    2.4786031061E-008    5.7760391883E-008    5.0086162366E-008    2.9811994934E-008    2.5965792585E-008    3.7981327952E-008    3.3221505788E-008    5.4855399114E-008    4.7778215403E-008    4.2074030195E-008    3.6483940622E-008
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    1.2135679978E-007    3.9764765260E-008    8.6308511894E-008    2.8363047895E-008    1.7490663574E-007    5.7135930764E-008    9.0542356150E-008    2.9667851697E-008    1.1568204366E-007    3.8015895223E-008    1.6660196992E-007    5.4590169134E-008    1.2740611401E-007    4.1619158005E-008
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    4.7112541909E-008    2.0693854959E-008    3.3504203665E-008    1.4778973438E-008    6.7926677290E-008    2.9692108466E-008    3.5149909657E-008    1.5439352300E-008    4.4906749824E-008    1.9808728167E-008    6.4677400064E-008    2.8409096215E-008    4.9479391988E-008    2.1628431308E-008
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    6.6796378963E-008    2.2672329704E-008    4.7410695858E-008    1.6163968717E-008    9.6475494846E-008    3.2591510006E-008    4.9835703845E-008    1.6915460481E-008    6.3546063627E-008    2.1665081391E-008    9.1699915776E-008    3.1125201045E-008    7.0275023263E-008    2.3740423695E-008
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    1.6849066169E-007    3.1866490473E-008    1.1973223354E-007    2.2636218175E-008    2.4309250736E-007    4.5996261402E-008    1.2570817231E-007    2.3775075931E-008    1.6048092087E-007    3.0340043198E-008    2.3130863866E-007    4.3747199141E-008    1.7707430926E-007    3.3504760408E-008
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    1.2417365975E-007    2.7574820020E-008    8.8236537184E-008    1.9549753113E-008    1.7914730814E-007    3.9890860264E-008    9.2643970055E-008    2.0573129643E-008    1.1826623728E-007    2.6203155907E-008    1.7046903316E-007    3.7855475291E-008    1.3049511969E-007    2.9057442385E-008
