#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 512000
#overflow:lower center upper    1.1162216263E+001    1.7359268768E-001    7.5219840527E+000    1.1722295586E-001    1.7069952113E+001    2.6504683614E-001    8.3279499959E+000    1.2951471183E-001    1.0081954474E+001    1.5711765619E-001    1.5323799090E+001    2.3831284100E-001    1.2434155262E+001    1.9306635955E-001
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    1.7428323940E+001    4.1923243116E+000    1.2050007166E+001    2.8988512351E+000    2.5894705907E+001    6.2283982321E+000    1.3002992137E+001    3.1278257304E+000    1.6151007873E+001    3.8854225127E+000    2.3926084950E+001    5.7553387211E+000    1.8862313823E+001    4.5369120039E+000
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    5.3094599447E+001    9.0342593164E+000    3.6606688684E+001    6.2273157672E+000    7.9140733372E+001    1.3473014988E+001    3.9613026558E+001    6.7403155492E+000    4.9065109174E+001    8.3466693920E+000    7.2889734040E+001    1.2402480962E+001    5.7647974625E+001    9.8140615211E+000
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    8.4432908352E+001    1.2803239874E+001    5.7856921410E+001    8.6025416860E+000    1.2675061732E+002    1.9668792440E+001    6.2994034718E+001    9.5522913149E+000    7.7547471992E+001    1.1530260239E+001    1.1591183092E+002    1.7576641674E+001    9.2328135713E+001    1.4327211780E+001
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    1.1961172065E+002    1.2172064991E+001    8.2097125184E+001    8.3117908120E+000    1.7918721581E+002    1.8342341966E+001    8.9240380683E+001    9.0813818878E+000    1.1003738811E+002    1.1140557594E+001    1.6420627705E+002    1.6710147344E+001    1.3052418938E+002    1.3360994006E+001
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    1.2215122170E+002    1.1678747794E+001    8.3522576633E+001    7.9648394191E+000    1.8378343648E+002    1.7626636974E+001    9.1135061561E+001    8.7133258625E+000    1.1194796602E+002    1.0675527607E+001    1.6769257429E+002    1.6032907857E+001    1.3387218479E+002    1.2839657629E+001
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    9.2332855789E+001    7.2560995244E+000    6.3420549744E+001    4.9734242371E+000    1.3820830601E+002    1.0887558339E+001    6.8888058421E+001    5.4136591322E+000    8.5004580008E+001    6.6660386923E+000    1.2675709718E+002    9.9613740382E+000    1.0067418608E+002    7.9307539890E+000
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    8.9593041304E+001    6.8661905659E+000    6.1273370378E+001    4.6535384838E+000    1.3478414753E+002    1.0449004033E+001    6.6843926906E+001    5.1227543304E+000    8.2126647209E+001    6.2372856426E+000    1.2299580410E+002    9.4260962401E+000    9.8179948376E+001    7.6113007002E+000
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    9.0759575002E+001    5.7808586142E+000    6.2000111169E+001    3.9030883797E+000    1.3671936373E+002    8.8273400497E+000    6.7714258933E+001    4.3130056200E+000    8.3100721006E+001    5.2314334989E+000    1.2459725381E+002    7.9361225303E+000    9.9589605443E+001    6.4300424511E+000
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    8.6646299472E+001    6.8320637657E+000    5.9163319697E+001    4.5982974603E+000    1.3058529996E+002    1.0475278116E+001    6.4645410227E+001    5.0972928737E+000    7.9298479168E+001    6.1632443419E+000    1.1895043545E+002    9.3792460252E+000    9.5121408886E+001    7.6304393617E+000
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    7.0794882794E+001    3.8824654224E+000    4.8429363053E+001    2.6490479706E+000    1.0646674755E+002    5.8576917741E+000    5.2818923232E+001    2.8966449976E+000    6.4911415668E+001    3.5506032520E+000    9.7189172382E+001    5.3299558714E+000    7.7552887113E+001    4.2668806867E+000
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    6.5506460759E+001    3.7469973371E+000    4.4667043059E+001    2.5292258602E+000    9.8884063599E+001    5.7312939556E+000    4.8873316623E+001    2.7955744383E+000    5.9868658515E+001    3.3900018662E+000    8.9929080402E+001    5.1439815385E+000    7.2029481486E+001    4.1748095379E+000
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    5.0878532484E+001    2.4228554066E+000    3.4746307503E+001    1.6531207668E+000    7.6654535596E+001    3.6548966950E+000    3.7959654645E+001    1.8076534444E+000    4.6571581105E+001    2.2157303438E+000    6.9847456045E+001    3.3261628874E+000    5.5836969594E+001    2.6623128565E+000
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    4.7826257537E+001    3.4135924343E+000    3.2702277783E+001    2.3400052138E+000    7.1962086551E+001    5.1231930846E+000    3.5682401406E+001    2.5468264035E+000    4.3831903057E+001    3.1363834154E+000    6.5657208611E+001    4.6862740702E+000    5.2418879162E+001    3.7318545375E+000
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    4.2572016018E+001    3.6690402729E+000    2.9019203445E+001    2.4503257306E+000    6.4286349883E+001    5.6775351046E+000    3.1762296329E+001    2.7374119267E+000    3.8895361377E+001    3.2842495130E+000    5.8444040588E+001    5.0369599255E+000    4.6827691745E+001    4.1356503244E+000
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    3.3798590494E+001    2.4124667900E+000    2.3094205813E+001    1.6453260101E+000    5.0890782017E+001    3.6392895637E+000    2.5216584677E+001    1.7999026646E+000    3.0953898597E+001    2.2052827834E+000    4.6399639467E+001    3.3119011073E+000    3.7070044532E+001    2.6509442544E+000
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    2.5644512467E+001    1.2850721141E+000    1.7535207750E+001    8.8141065171E-001    3.8582883532E+001    1.9269235490E+000    1.9132958229E+001    9.5877163245E-001    2.3502996681E+001    1.1813827311E+000    3.5205495715E+001    1.7641825270E+000    2.8104681320E+001    1.4036165085E+000
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    2.0783683851E+001    1.0947463529E+000    1.4193760580E+001    7.4581608363E-001    3.1314208804E+001    1.6540765196E+000    1.5506372191E+001    8.1677264363E-001    1.9024348759E+001    9.9964101870E-001    2.8532415802E+001    1.5028980600E+000    2.2810007408E+001    1.2048683044E+000
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001    1.7256867626E+001    9.8041344319E-001    1.1783011170E+001    6.6929116789E-001    2.6005688592E+001    1.4777070613E+000    1.2875071338E+001    7.3147069884E-001    1.5793144648E+001    8.9707224014E-001    2.3690704981E+001    1.3459386805E+000    1.8943156225E+001    1.0763966360E+000
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001    1.3049507776E+001    5.2757536751E-001    8.9092213567E+000    3.5953264383E-001    1.9669440129E+001    7.9733574386E-001    9.7360278350E+000    3.9361549502E-001    1.1941312756E+001    4.8189303800E-001    1.7914725058E+001    7.2427005051E-001    1.4327683572E+001    5.8079813986E-001
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000    1.3066815580E+001    7.6577049826E-001    8.9104957282E+000    5.1599277106E-001    1.9720509858E+001    1.1715741373E+000    9.7489409089E+000    5.7132905042E-001    1.1943020836E+001    6.9160152298E-001    1.7938485689E+001    1.0512709114E+000    1.4364883966E+001    8.5340220215E-001
    1.0000000000E+000    1.1294627059E+000    1.2589254118E+000    1.0348287160E+001    5.3122501689E-001    7.0581734383E+000    3.5994803790E-001    1.5615284804E+001    8.0854411649E-001    7.7206905859E+000    3.9633843972E-001    9.4602943552E+000    4.8244980389E-001    1.4206414715E+001    7.2928039009E-001    1.1374541324E+001    5.8896258254E-001
    1.2589254118E+000    1.4219093021E+000    1.5848931925E+000    7.9170017888E+000    3.4926635946E-001    5.4097255845E+000    2.3954536567E-001    1.1921106326E+001    5.2389087629E-001    5.9067476803E+000    2.6058201243E-001    7.2508272654E+000    3.2107027271E-001    1.0868678939E+001    4.7948251452E-001    8.6836146909E+000    3.8161445637E-001
    1.5848931925E+000    1.7900777537E+000    1.9952623150E+000    6.3748005727E+000    2.7934240404E-001    4.3525189516E+000    1.9025779467E-001    9.6082077067E+000    4.2242889928E-001    4.7561361610E+000    2.0841287410E-001    5.8338195893E+000    2.5500857363E-001    8.7515024718E+000    3.8348897531E-001    6.9988448485E+000    3.0770716203E-001
    1.9952623150E+000    2.2535743732E+000    2.5118864315E+000    5.1308311214E+000    4.6673530917E-001    3.4847348141E+000    2.9655092692E-001    7.7825902053E+000    7.6340213796E-001    3.8280305641E+000    3.4822370618E-001    4.6707009086E+000    3.9747663960E-001    7.0437468167E+000    6.4074713636E-001    5.6690220516E+000    5.5608010190E-001
    2.5118864315E+000    2.8370820458E+000    3.1622776602E+000    3.7153019663E+000    1.8147636967E-001    2.5409420031E+000    1.2427333575E-001    5.5885081469E+000    2.7264693270E-001    2.7719270320E+000    1.3539660015E-001    3.4057053852E+000    1.6656750461E-001    5.1004692571E+000    2.4913577760E-001    4.0708009910E+000    1.9860244893E-001
    3.1622776602E+000    3.5716746829E+000    3.9810717055E+000    3.8742033333E+000    3.1239769774E-001    2.6294540070E+000    2.0106360993E-001    5.8808136230E+000    5.0448451047E-001    2.8904807858E+000    2.3307489700E-001    3.5243408393E+000    2.6949195151E-001    5.3186134470E+000    4.2886819639E-001    4.2837231861E+000    3.6747840232E-001
