#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 768000
#overflow:lower center upper    1.1284444085E+001    1.3689771319E-001    7.6049978319E+000    9.2312133553E-002    1.7256192127E+001    2.0933708917E-001    8.4191422079E+000    1.0213718165E-001    1.0193220482E+001    1.2372888873E-001    1.5491596823E+001    1.8793696552E-001    1.2569816875E+001    1.5248606742E-001
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    2.5991941144E+001    9.9008802770E+000    1.7848831349E+001    6.7720317958E+000    3.8905646243E+001    1.4886171098E+001    1.9392169176E+001    7.3868875072E+000    2.3923356366E+001    9.0767696106E+000    3.5682455408E+001    1.3592202176E+001    2.8339789282E+001    1.0843437724E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    6.4188830089E+001    8.0239172806E+000    4.4249404251E+001    5.5169133972E+000    9.5690609538E+001    1.1999163455E+001    4.7890253576E+001    5.9865156088E+000    5.9308883936E+001    7.3944945000E+000    8.8120200590E+001    1.1015455482E+001    6.9703294314E+001    8.7404733430E+000
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    8.8168706267E+001    1.1081596557E+001    6.0502358705E+001    7.5640865393E+000    1.3211327687E+002    1.6702487974E+001    6.5781253447E+001    8.2678009304E+000    8.1093235741E+001    1.0138385776E+001    1.2104043758E+002    1.5213122129E+001    9.6234423259E+001    1.2166485725E+001
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    1.0241075906E+002    8.1339999540E+000    7.0249427145E+001    5.5399100715E+000    1.5352149559E+002    1.2293540109E+001    7.6407019939E+001    6.0686465206E+000    9.4157541591E+001    7.4253176740E+000    1.4059232142E+002    1.1166580019E+001    1.1182867412E+002    8.9549042325E+000
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    1.1815504331E+002    1.1559754129E+001    8.0606178430E+001    7.6817749568E+000    1.7822768171E+002    1.7964909543E+001    8.8153577151E+001    8.6245466033E+000    1.0803902475E+002    1.0296127305E+001    1.6220651012E+002    1.5869550064E+001    1.2982524214E+002    1.3086063337E+001
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    1.0106480363E+002    6.0812051971E+000    6.9311197279E+001    4.1449848583E+000    1.5154544376E+002    9.1840379943E+000    7.5402824239E+001    4.5370893741E+000    9.2900002259E+001    5.5556550430E+000    1.3874455658E+002    8.3484466230E+000    1.1038927142E+002    6.6898696372E+000
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    1.1477940637E+002    8.7503280798E+000    7.8335610356E+001    5.8985090143E+000    1.7306751058E+002    1.3381875766E+001    8.5635068728E+001    6.5284790209E+000    1.0499571014E+002    7.9059592428E+000    1.5757234240E+002    1.2012692310E+001    1.2606645192E+002    9.7476735647E+000
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    8.9950088610E+001    4.2184903361E+000    6.1529125445E+001    2.8783457859E+000    1.3527407616E+002    6.3645898612E+000    6.7110314157E+001    3.1473477803E+000    8.2469443860E+001    3.8579384069E+000    1.2348596851E+002    5.7912601630E+000    9.8536823932E+001    4.6361171951E+000
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    8.2547792730E+001    4.1662584145E+000    5.6396908146E+001    2.8323279759E+000    1.2433886085E+002    6.3200831977E+000    6.1587580276E+001    3.1083783839E+000    7.5590569777E+001    3.7962592726E+000    1.1332389208E+002    5.7195547370E+000    9.0571355480E+001    4.6036974928E+000
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    7.4228431250E+001    3.9869682411E+000    5.0547535470E+001    2.6737729299E+000    1.1221807152E+002    6.1396144582E+000    5.5380638503E+001    2.9746128696E+000    6.7750469531E+001    3.5837429013E+000    1.0190284263E+002    5.4734202301E+000    8.1742286987E+001    4.4722398114E+000
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    6.7992530700E+001    5.4879387133E+000    4.6397256293E+001    3.7260051809E+000    1.0254070026E+002    8.3223621220E+000    5.0728133414E+001    4.0944627940E+000    6.2187718344E+001    4.9940832552E+000    9.3342025950E+001    7.5339939920E+000    7.4693061777E+001    6.0622046320E+000
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    5.8322548480E+001    3.1930924256E+000    3.9844377964E+001    2.1697855745E+000    8.7838503810E+001    4.8380434359E+000    4.3513515233E+001    2.3823148940E+000    5.3404687096E+001    2.9082326188E+000    8.0066807010E+001    4.3835655620E+000    6.3983635518E+001    3.5241448158E+000
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    4.6164722980E+001    2.2369194155E+000    3.1579696925E+001    1.5324046181E+000    6.9427465223E+001    3.3592789677E+000    3.4442757201E+001    1.6689295924E+000    4.2327272228E+001    2.0539306501E+000    6.3376208034E+001    3.0709048183E+000    5.0572601275E+001    2.4469779396E+000
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    3.8778406943E+001    2.2471053737E+000    2.6460727529E+001    1.5300700494E+000    5.8482551890E+001    3.3970347495E+000    2.8931945623E+001    1.6765291719E+000    3.5466154730E+001    2.0508015534E+000    5.3236069167E+001    3.0848883832E+000    4.2600068558E+001    2.4744801405E+000
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    3.1168792027E+001    1.9376743626E+000    2.1268918994E+001    1.3094289211E+000    4.7006683089E+001    2.9555036122E+000    2.3254534344E+001    1.4456676721E+000    2.8507408618E+001    1.7550692313E+000    4.2789379425E+001    2.6600929363E+000    3.4240775368E+001    2.1528584584E+000
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    2.5703335765E+001    1.2366979584E+000    1.7532079850E+001    8.3818405062E-001    3.8781667182E+001    1.8797754840E+000    1.9176845345E+001    9.2268045301E-001    2.3498804258E+001    1.1234447427E+000    3.5286249964E+001    1.6977731486E+000    2.8249480013E+001    1.3692727473E+000
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    2.1266809518E+001    8.2186020813E-001    1.4523866925E+001    5.5964336540E-001    3.2042546140E+001    1.2426018066E+000    1.5866824480E+001    6.1317668068E-001    1.9466800793E+001    7.5010780294E-001    2.9195664075E+001    1.1282724159E+000    2.3340545482E+001    9.0514042973E-001
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001    1.9161645967E+001    1.0743572976E+000    1.3111415461E+001    7.3674528499E-001    2.8807162303E+001    1.6111693370E+000    1.4296195818E+001    8.0156069741E-001    1.7573647171E+001    9.8748313876E-001    2.6305637350E+001    1.4749074011E+000    2.0983815675E+001    1.1736137018E+000
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001    1.3941093589E+001    4.6414770709E-001    9.5289867044E+000    3.1713685273E-001    2.0984928815E+001    6.9917829461E-001    1.0401225667E+001    3.4629313789E-001    1.2772003964E+001    4.2506861073E-001    1.9138718711E+001    6.3719480469E-001    1.5285916522E+001    5.0929794138E-001
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000    1.1974239003E+001    5.6440432215E-001    8.1564562189E+000    3.7926673621E-001    1.8097320421E+001    8.6776394568E-001    8.9337871004E+000    4.2109298564E-001    1.0932357699E+001    5.0834326970E-001    1.6438566358E+001    7.7482985766E-001    1.3182514540E+001    6.3209970124E-001
    1.0000000000E+000    1.1294627059E+000    1.2589254118E+000    1.0029493595E+001    6.4321126246E-001    6.8538562790E+000    4.4327135117E-001    1.5100328916E+001    9.5941450908E-001    7.4828438351E+000    4.7988957610E-001    9.1864415679E+000    5.9413069089E-001    1.3768766095E+001    8.8301820411E-001    1.0999435324E+001    6.9886013078E-001
    1.2589254118E+000    1.4219093021E+000    1.5848931925E+000    7.8806538989E+000    3.7680863067E-001    5.3834607759E+000    2.5908320859E-001    1.1870104457E+001    5.6363374754E-001    5.8796291043E+000    2.8113085793E-001    7.2156237070E+000    3.4725746500E-001    1.0818779551E+001    5.1729330590E-001    8.6464637281E+000    4.1056410007E-001
    1.5848931925E+000    1.7900777537E+000    1.9952623150E+000    5.9315731593E+000    2.1538680153E-001    4.0515652839E+000    1.4794907738E-001    8.9353429798E+000    3.2250388560E-001    4.4254513177E+000    1.6069662787E-001    5.4304418161E+000    1.9830085416E-001    8.1430276246E+000    2.9568895599E-001    6.5087143297E+000    2.3491942798E-001
    1.9952623150E+000    2.2535743732E+000    2.5118864315E+000    5.1356327793E+000    1.5780733126E-001    3.5060064471E+000    1.0752438769E-001    7.7417307084E+000    2.3860129471E-001    3.8316130039E+000    1.1773751133E-001    4.6992119549E+000    1.4411835679E-001    7.0503386654E+000    2.1664226728E-001    5.6392590315E+000    1.7380280415E-001
    2.5118864315E+000    2.8370820458E+000    3.1622776602E+000    4.2273800554E+000    2.0615948314E-001    2.8864718091E+000    1.4174893941E-001    6.3709839430E+000    3.0841974712E-001    3.1539802569E+000    1.5381227405E-001    3.8688299743E+000    1.8999061203E-001    5.8034642155E+000    2.8302143819E-001    4.6407747949E+000    2.2466020971E-001
    3.1622776602E+000    3.5716746829E+000    3.9810717055E+000    3.2997833795E+000    1.5183649579E-001    2.2512511676E+000    1.0297700624E-001    4.9773632449E+000    2.3050946866E-001    2.4619152985E+000    1.1328276704E-001    3.0174235444E+000    1.3802335680E-001    4.5300338533E+000    2.0844533928E-001    3.6256286468E+000    1.6790852743E-001
    3.9810717055E+000    4.4964720209E+000    5.0118723363E+000    2.7319452474E+000    1.0122970119E-001    1.8664780083E+000    6.9321277026E-002    4.1144567050E+000    1.5207406602E-001    2.0382604025E+000    7.5525851659E-002    2.5016998406E+000    9.2913512466E-002    3.7504899663E+000    1.3897093252E-001    2.9970671944E+000    1.1077433233E-001
    5.0118723363E+000    5.6607228905E+000    6.3095734448E+000    2.1374498919E+000    7.0704138258E-002    1.4576660431E+000    4.8208653880E-002    3.2258082095E+000    1.0678445429E-001    1.5947169809E+000    5.2751220194E-002    1.9537561609E+000    6.4615592145E-002    2.9343503061E+000    9.7064595774E-002    2.3497546950E+000    7.7784312182E-002
    6.3095734448E+000    7.1264278960E+000    7.9432823472E+000    1.7546381579E+000    6.6400916723E-002    1.1960719886E+000    4.5222994173E-002    2.6492372574E+000    1.0034525325E-001    1.3091073042E+000    4.9540655830E-002    1.6031333291E+000    6.0613817475E-002    2.4088157741E+000    9.1157014280E-002    1.9297668303E+000    7.3093846448E-002
    7.9432823472E+000    8.9716411736E+000    1.0000000000E+001    1.3226275008E+000    6.2579554297E-002    9.0081010997E-001    4.1652141745E-002    1.9989466775E+000    9.7086726788E-002    9.8679110231E-001    4.6689598795E-002    1.2073844420E+000    5.5827690389E-002    1.8157396001E+000    8.5910942291E-002    1.4560798521E+000    7.0720259010E-002
    1.0000000000E+001    1.1294627059E+001    1.2589254118E+001    1.1075801374E+000    4.3360959172E-002    7.5534534844E-001    2.9528417610E-002    1.6714058603E+000    6.5538194351E-002    8.2634772375E-001    3.2350914126E-002    1.0124133954E+000    3.9577877318E-002    1.5205166341E+000    5.9527123562E-002    1.2174914045E+000    4.7739564746E-002
    1.2589254118E+001    1.4219093021E+001    1.5848931925E+001    8.3124036710E-001    2.4647938967E-002    5.6695156958E-001    1.6806430161E-002    1.2542803182E+000    3.7215602597E-002    6.2017506640E-001    1.8389430772E-002    7.5990322146E-001    2.2526192898E-002    1.1411497575E+000    3.3837372061E-002    9.1364733274E-001    2.7108721675E-002
    1.5848931925E+001    1.7900777537E+001    1.9952623150E+001    6.1845297160E-001    1.8013081378E-002    4.2136692316E-001    1.2275904115E-002    9.3436079284E-001    2.7217020694E-002    4.6141781356E-001    1.3439270254E-002    5.6477148932E-001    1.6453784739E-002    8.4902933793E-001    2.4728856127E-002    6.8061041364E-001    1.9825519065E-002
    1.9952623150E+001    2.2535743732E+001    2.5118864315E+001    5.2387976836E-001    1.3755517201E-002    3.5728094800E-001    9.3929110766E-003    7.9054330801E-001    2.0737107989E-002    3.9085826795E-001    1.0262770110E-002    4.7887501847E-001    1.2589617472E-002    7.1919662983E-001    1.8883954315E-002    5.7585036956E-001    1.5105397995E-002
    2.5118864315E+001    2.8370820458E+001    3.1622776602E+001    3.8738452315E-001    1.3059232742E-002    2.6400603239E-001    8.8796576596E-003    5.8503633699E-001    1.9776370426E-002    2.8902136118E-001    9.7432834753E-003    3.5385568232E-001    1.1901687592E-002    5.3181218349E-001    1.7928075759E-002    4.2615425044E-001    1.4405574120E-002
    3.1622776602E+001    3.5716746829E+001    3.9810717055E+001    3.2226254148E-001    8.7069823352E-003    2.1947467196E-001    5.9286814784E-003    4.8704662244E-001    1.3166672019E-002    2.4043489822E-001    6.4961394582E-003    2.9416888354E-001    7.9464003561E-003    4.4241092661E-001    1.1953186074E-002    3.5477623387E-001    9.5909140858E-003
    3.9810717055E+001    4.4964720209E+001    5.0118723363E+001    2.3282278425E-001    7.1391419839E-003    1.5847319905E-001    4.8086945049E-003    3.5211288167E-001    1.0930345249E-002    1.7370533410E-001    5.3263989926E-003    2.1240666916E-001    6.4452461927E-003    3.1962555513E-001    9.8008114931E-003    2.5648731826E-001    7.9619209821E-003
    5.0118723363E+001    5.6607228905E+001    6.3095734448E+001    1.8317502102E-001    5.2793872750E-003    1.2469773064E-001    3.5813453493E-003    2.7699583348E-001    8.0260021298E-003    1.3666393660E-001    3.9388659206E-003    1.6713633458E-001    4.8001910817E-003    2.5146773314E-001    7.2476888116E-003    2.0177029072E-001    5.8463290319E-003
    6.3095734448E+001    7.1264278960E+001    7.9432823472E+001    1.3942718095E-001    4.9117094775E-003    9.4731053411E-002    3.3140574193E-003    2.1130019488E-001    7.5119278471E-003    1.0402437685E-001    3.6645474305E-003    1.2697104395E-001    4.4419365677E-003    1.9140948878E-001    6.7429305659E-003    1.5391603987E-001    5.4718652136E-003
    7.9432823472E+001    8.9716411736E+001    1.0000000000E+002    9.9620429630E-002    2.6083099442E-003    6.7788374232E-002    1.7802860717E-003    1.5070230729E-001    3.9341177991E-003    7.4325200034E-002    1.9460180916E-003    9.0858914094E-002    2.3861740466E-003    1.3676168002E-001    3.5807600039E-003    1.0977511095E-001    2.8657040868E-003
#nx: 3
