#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 1474778
#overflow:lower center upper   -1.3757309332E+000    1.7430216729E-001   -9.4491989573E-001    1.1954091413E-001   -2.0605407093E+000    2.6153221409E-001   -1.0264107190E+000    1.3004404316E-001   -1.2665061908E+000    1.6022448938E-001   -1.8886414602E+000    2.3928683423E-001   -1.5009463959E+000    1.9050622605E-001
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -3.9683484090E+002    1.0089494181E+002   -2.6954453137E+002    6.7313427218E+001   -6.0211411285E+002    1.5638820400E+002   -2.9607209123E+002    7.5276093066E+001   -3.6127910866E+002    9.0222327505E+001   -5.4478584097E+002    1.3851136558E+002   -4.3859410471E+002    1.1391685207E+002
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    1.0932383052E+002    1.2747057395E+002    7.6000933649E+001    8.7277374486E+001    1.6148038634E+002    1.9162258980E+002    8.1564751345E+001    9.5103744707E+001    1.0186646869E+002    1.1698064101E+002    1.5008277703E+002    1.7499512813E+002    1.1762611764E+002    1.3958240875E+002
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    2.6520319306E+002    2.6488713267E+002    1.8395115596E+002    1.8371425254E+002    3.9282160266E+002    3.9233537107E+002    1.9786383624E+002    1.9762802866E+002    2.4655558518E+002    2.4623805598E+002    3.6407827557E+002    3.6364437913E+002    2.8614050966E+002    2.8578632712E+002
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    1.2079551333E+002    2.0954259123E+002    7.7833508405E+001    1.4281158186E+002    1.9373462598E+002    3.1665079410E+002    9.0123589354E+001    1.5633635657E+002    1.0432272693E+002    1.9141490550E+002    1.6583142036E+002    2.8766586251E+002    1.4112086566E+002    2.3065589824E+002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002   -1.8494990573E+002    2.4803396443E+002   -1.2794137761E+002    1.7181963001E+002   -2.7463458430E+002    3.6789528718E+002   -1.3798814953E+002    1.8505415094E+002   -1.7148389778E+002    2.3029531508E+002   -2.5390434395E+002    3.4050788382E+002   -2.0005030118E+002    2.6798359424E+002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    1.3467298780E+002    1.5968452286E+002    9.3903556635E+001    1.0841534873E+002    1.9807876199E+002    2.4229595697E+002    1.0047734982E+002    1.1913805379E+002    1.2586192370E+002    1.4531254021E+002    1.8488280099E+002    2.1921932781E+002    1.4428523667E+002    1.7649408319E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002   -9.6860889113E+001    1.0094350507E+002   -6.5971308015E+001    6.8782380555E+001   -1.4653202536E+002    1.5257777215E+002   -7.2266351245E+001    7.5312325334E+001   -8.8423442449E+001    9.2191212385E+001   -1.3297330651E+002    1.3857803456E+002   -1.0673737935E+002    1.1114124374E+002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    1.6964452888E+002    1.4332801788E+002    1.1697994373E+002    9.7373433049E+001    2.5293984902E+002    2.1732175345E+002    1.2656905407E+002    1.0693472854E+002    1.5679193930E+002    1.3051270942E+002    2.3289269945E+002    1.9676466557E+002    1.8424734491E+002    1.5830228498E+002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002   -3.5815986386E+000    1.1481964516E+002   -3.3171288907E+000    7.7859663865E+001   -3.1653490897E+000    1.7447207822E+002   -2.6721731299E+000    8.5665090246E+001   -4.4460533584E+000    1.0435778392E+002   -4.9169176323E+000    1.5762758333E+002   -2.3057148478E+000    1.2708957207E+002
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001   -3.5189129969E+001    1.0953112398E+002   -2.7084206991E+001    7.1983055314E+001   -4.4930927680E+001    1.7253706588E+002   -2.6254043811E+001    8.1719409663E+001   -3.6301824084E+001    9.6481178566E+001   -4.8308610503E+001    1.5036735523E+002   -3.2728746227E+001    1.2568006350E+002
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    2.5284706631E+001    9.9447811123E+001    1.8894166614E+001    6.5213658874E+001    3.3761494611E+001    1.5691028373E+002    1.8864512883E+001    7.4196412142E+001    2.5324452471E+001    8.7407941207E+001    3.4711544316E+001    1.3652470457E+002    2.4592668045E+001    1.1429714724E+002
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001   -4.1840109555E+001    6.6644052060E+001   -2.7524700027E+001    4.4318238442E+001   -6.5820953529E+001    1.0349068032E+002   -3.1216232691E+001    4.9722055193E+001   -3.6892230910E+001    5.9401144592E+001   -5.7439259161E+001    9.1490797191E+001   -4.7945533193E+001    7.5385049631E+001
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    1.3453813929E+001    2.3341635032E+001    8.9105122986E+000    1.5913820096E+001    2.0998332194E+001    3.5280935202E+001    1.0037674152E+001    1.7414818420E+001    1.1943043046E+001    2.1329799238E+001    1.8469767723E+001    3.2044041904E+001    1.5295679859E+001    2.5699464367E+001
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001   -6.3078639793E+000    1.3681191933E+001   -4.0190193645E+000    9.3010671526E+000   -1.0254288053E+001    2.0754554106E+001   -4.7061958455E+000    1.0207317223E+001   -5.3868194852E+000    1.2466516139E+001   -8.6596100658E+000    1.8781918532E+001   -7.4694649933E+000    1.5118106157E+001
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    1.3278255508E+001    1.1739842931E+001    9.0493456845E+000    7.9975749735E+000    2.0087177935E+001    1.7771824346E+001    9.9066928380E+000    8.7589079613E+000    1.2129125849E+001    1.0719404112E+001    1.8228756268E+001    1.6116780950E+001    1.4631973632E+001    1.2945415531E+001
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001   -4.6582797852E+000    7.3301511496E+000   -3.4081600267E+000    5.0122551784E+000   -6.4242277823E+000    1.1046569700E+001   -3.4754676138E+000    5.4689078585E+000   -4.5680652854E+000    6.7180850379E+000   -6.3950152777E+000    1.0063034157E+001   -4.6795588618E+000    8.0465816099E+000
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    1.8987102739E+001    1.2758705508E+001    1.3065828325E+001    8.7818791912E+000    2.8350809828E+001    1.9068594212E+001    1.4165971923E+001    9.5190649404E+000    1.7512545282E+001    1.1770632001E+001    2.6066019581E+001    1.7515503664E+001    2.0651397781E+001    1.3890013251E+001
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001   -1.2044573807E+001    1.0751570074E+001   -8.0827883961E+000    7.3979714261E+000   -1.8503950065E+001    1.6074389440E+001   -8.9862627661E+000    8.0215734806E+000   -1.0833618373E+001    9.9157364060E+000   -1.6535123921E+001    1.4760052649E+001   -1.3478713153E+001    1.1708963957E+001
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001   -9.2431682545E-001    4.0718367971E+000   -7.8181790946E-001    2.7920195462E+000   -1.0208247313E+000    6.1146780204E+000   -6.8961791473E-001    3.0379319340E+000   -1.0478954109E+000    3.7422326021E+000   -1.2689276928E+000    5.5899301301E+000   -7.4359278335E-001    4.4540755227E+000
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000    5.6520488302E+000    3.1634119287E+000    3.8925252909E+000    2.1700738787E+000    8.4400839038E+000    4.7473739409E+000    4.2169027123E+000    2.3601707527E+000    5.2172754550E+000    2.9086190421E+000    7.7592888976E+000    4.3428193553E+000    6.1479559512E+000    3.4580990195E+000
    1.0000000000E+000    1.1294627059E+000    1.2589254118E+000    1.7950767627E-001    2.7869409222E+000    4.4781363698E-002    1.8872187397E+000    4.7177794759E-001    4.2497775465E+000    1.3392778967E-001    2.0792917908E+000    6.0021886103E-002    2.5294993027E+000    2.4643310088E-001    3.8259895492E+000    3.4365417140E-001    3.0956380832E+000
    1.2589254118E+000    1.4219093021E+000    1.5848931925E+000   -1.5774021356E+000    2.9981697285E+000   -9.8699172626E-001    2.0639733950E+000   -2.6071576236E+000    4.4878404120E+000   -1.1768743590E+000    2.2368862053E+000   -1.3228964035E+000    2.7664091890E+000   -2.1655012626E+000    4.1159702944E+000   -1.8991150338E+000    3.2690486829E+000
    1.5848931925E+000    1.7900777537E+000    1.9952623150E+000   -2.2900993928E+000    2.2677472965E+000   -1.6082377626E+000    1.5717371723E+000   -3.3454202285E+000    3.3654815309E+000   -1.7086063180E+000    1.6919297785E+000   -2.1555722256E+000    2.1066493235E+000   -3.1439117613E+000    3.1132261856E+000   -2.4368829075E+000    2.4514960328E+000
    1.9952623150E+000    2.2535743732E+000    2.5118864315E+000   -3.1783949295E-001    8.6687072087E-001   -2.1743778518E-001    5.9030567391E-001   -4.7782799058E-001    1.3123815472E+000   -2.3713493287E-001    6.4675830020E-001   -2.9143877941E-001    7.9120547030E-001   -4.3633884331E-001    1.1900640922E+000   -3.4806116525E-001    9.5596963674E-001
    2.5118864315E+000    2.8370820458E+000    3.1622776602E+000    1.2673335740E+000    9.0344215268E-001    8.8196466101E-001    6.1068789614E-001    1.8659718961E+000    1.3790389614E+000    9.4553719303E-001    6.7404365717E-001    1.1821252874E+000    8.1852441104E-001    1.7398305687E+000    1.2402703649E+000    1.3592178886E+000    1.0045244676E+000
    3.1622776602E+000    3.5716746829E+000    3.9810717055E+000   -7.7607650446E-001    8.5037276641E-001   -5.3679890402E-001    5.7571567477E-001   -1.1501802999E+000    1.2953859441E+000   -5.7901819586E-001    6.3444944176E-001   -7.1948864475E-001    7.7165003040E-001   -1.0654192817E+000    1.1674152442E+000   -8.3781842698E-001    9.4358963905E-001
    3.9810717055E+000    4.4964720209E+000    5.0118723363E+000    6.6032810999E-002    4.6539767529E-001    5.0892390768E-002    3.1746289852E-001    8.6153880514E-002    7.0258690522E-001    4.9266018070E-002    3.4722571906E-001    6.8212690056E-002    4.2550562027E-001    9.0651668564E-002    6.3891079560E-001    6.2756516223E-002    5.1178085365E-001
    5.0118723363E+000    5.6607228905E+000    6.3095734448E+000   -3.5366616221E-001    4.9672521340E-001   -2.4609251430E-001    3.3939293662E-001   -5.2225035698E-001    7.4837543015E-001   -2.6386463448E-001    3.7059869130E-001   -3.2984562426E-001    4.5489914785E-001   -4.8552268537E-001    6.8191810604E-001   -3.8041946346E-001    5.4513429392E-001
    6.3095734448E+000    7.1264278960E+000    7.9432823472E+000    4.3962096002E-001    3.8443021207E-001    2.9611567849E-001    2.6234382225E-001    6.7303244927E-001    5.8002979591E-001    3.2799412645E-001    2.8681719721E-001    3.9689326228E-001    3.5162776920E-001    6.0352380822E-001    5.2775642356E-001    4.9025269168E-001    4.2250736797E-001
    7.9432823472E+000    8.9716411736E+000    1.0000000000E+001    7.8419535860E-002    1.7568922432E-001    5.3252067396E-002    1.1789894519E-001    1.1936549702E-001    2.7044308926E-001    5.8507554234E-002    1.3107890409E-001    7.1375439693E-002    1.5802370619E-001    1.0765650691E-001    2.4119102446E-001    8.6948640102E-002    1.9699711745E-001
    1.0000000000E+001    1.1294627059E+001    1.2589254118E+001   -6.5034392708E-002    1.2286057083E-001   -4.1070265481E-002    8.2293952000E-002   -1.0677203425E-001    1.8953238255E-001   -4.8521114244E-002    9.1664295540E-002   -5.5047783125E-002    1.1030120135E-001   -8.9281012331E-002    1.6866638839E-001   -7.7775265140E-002    1.3805985255E-001
    1.2589254118E+001    1.4219093021E+001    1.5848931925E+001   -2.4346269539E-002    7.9050252089E-002   -1.5683958282E-002    5.3956487521E-002   -3.9093163176E-002    1.1932069898E-001   -1.8164360064E-002    5.8978121466E-002   -2.1021708137E-002    7.2319596391E-002   -3.3423231930E-002    1.0852237159E-001   -2.8476381034E-002    8.6916008155E-002
    1.5848931925E+001    1.7900777537E+001    1.9952623150E+001    7.1263112536E-002    5.7827844613E-002    4.7740088983E-002    3.9581699561E-002    1.0977996185E-001    8.7007377642E-002    5.3168261911E-002    4.3144424636E-002    6.3987559709E-002    5.3052610876E-002    9.7831971117E-002    7.9387663864E-002    7.9966310460E-002    6.3378223637E-002
    1.9952623150E+001    2.2535743732E+001    2.5118864315E+001   -8.1777485140E-004    3.7621283475E-002   -5.5425033034E-004    2.5805113209E-002   -1.2843514066E-003    5.6463823724E-002   -6.1012866175E-004    2.8068634418E-002   -7.4287934652E-004    3.4587414004E-002   -1.1226639252E-003    5.1647538079E-002   -9.3555182198E-004    4.1129579403E-002
    2.5118864315E+001    2.8370820458E+001    3.1622776602E+001   -3.0125941016E-002    3.3171644427E-002   -1.9932406443E-002    2.2770936367E-002   -4.7089114205E-002    4.9749820673E-002   -2.2476479981E-002    2.4748830301E-002   -2.6716038336E-002    3.0520610277E-002   -4.1357724726E-002    4.5538950573E-002   -3.4300820136E-002    3.6238941410E-002
    3.1622776602E+001    3.5716746829E+001    3.9810717055E+001   -6.3537356176E-003    3.0871443281E-002   -4.9273945387E-003    2.1241229259E-002   -8.0851884366E-003    4.6182264970E-002   -4.7404199369E-003    2.3032687228E-002   -6.6043436235E-003    2.8470295185E-002   -8.7225839190E-003    4.2381170846E-002   -5.8894417321E-003    3.3640249789E-002
    3.9810717055E+001    4.4964720209E+001    5.0118723363E+001    1.4055516645E-002    1.8689394971E-002    9.3249713853E-003    1.2702519419E-002    2.1895990609E-002    2.8331767644E-002    1.0486594869E-002    1.3943856947E-002    1.2498555742E-002    1.7025590800E-002    1.9295801846E-002    2.5657318126E-002    1.5949555397E-002    2.0637527006E-002
    5.0118723363E+001    5.6607228905E+001    6.3095734448E+001   -1.6823219545E-002    1.4110696024E-002   -1.1500535194E-002    9.5631356067E-003   -2.5338883594E-002    2.1462856642E-002   -1.2551533481E-002    1.0527763316E-002   -1.5414533113E-002    1.2817774824E-002   -2.3095380906E-002    1.9371553624E-002   -1.8457439756E-002    1.5634050411E-002
    6.3095734448E+001    7.1264278960E+001    7.9432823472E+001   -4.2846749931E-003    1.3814833158E-002   -2.8059395217E-003    9.2589810209E-003   -6.7569366135E-003    2.1270167178E-002   -3.1967270882E-003    1.0307024791E-002   -3.7608899880E-003    1.2410106758E-002   -5.8821202899E-003    1.8965384901E-002   -4.9219118125E-003    1.5493690866E-002
    7.9432823472E+001    8.9716411736E+001    1.0000000000E+002   -7.0868050185E-003    1.3699351241E-002   -4.8826296185E-003    9.1612547884E-003   -1.0566906224E-002    2.1138810204E-002   -5.2873512246E-003    1.0220865590E-002   -6.5443437770E-003    1.2279121180E-002   -9.7289618599E-003    1.8806848132E-002   -7.6971834341E-003    1.5398007351E-002
#nx: 3
