#labels: pth_lower[1]   pth_center[2]   pth_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 872000
#overflow:lower center upper   -1.3837041193E-006    5.8044769458E-007   -5.3467774284E-007    4.0377737192E-007   -3.0526436321E-006    8.5764758621E-007   -1.0323593849E-006    4.3306268774E-007   -7.1664558495E-007    5.4119565433E-007   -1.8995872706E-006    7.9685464290E-007   -2.2236175373E-006    6.2473070668E-007
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -1.0001626982E-008    3.2131586439E-009   -7.1416489310E-009    2.3022302483E-009   -1.4353513578E-008    4.5939443230E-009   -7.4620530034E-009    2.3972859767E-009   -9.5721792131E-009    3.0857524277E-009   -1.3730510038E-008    4.4111130213E-009   -1.0455437437E-008    3.3463372713E-009
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002   -1.6873380277E-008    5.6027617430E-009   -1.1916610999E-008    3.9539651524E-009   -2.4508307351E-008    8.1446719269E-009   -1.2588957597E-008    4.1801304094E-009   -1.5972212748E-008    5.2996252556E-009   -2.3164242947E-008    7.6916262217E-009   -1.7852428453E-008    5.9327709078E-009
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002   -2.3554367750E-008    8.6632041093E-009   -1.6781283386E-008    6.1795595430E-009   -3.3879406559E-008    1.2444184328E-008   -1.7573534878E-008    6.4634772280E-009   -2.2492487876E-008    8.2826602056E-009   -3.2336087261E-008    1.1893086115E-008   -2.4678557885E-008    9.0646370305E-009
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002   -1.7354401712E-008    4.7811229781E-009   -1.2362147095E-008    3.4062794552E-009   -2.4971567171E-008    6.8777449702E-009   -1.2947839951E-008    3.5671189439E-009   -1.6569378948E-008    4.5655446956E-009   -2.3824602472E-008    6.5636578092E-009   -1.8189877820E-008    5.0099114656E-009
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002   -6.6396289187E-008    3.9996077583E-008   -4.7208481003E-008    2.8378634278E-008   -9.5708145374E-008    5.7775177750E-008   -4.9537203299E-008    2.9840430100E-008   -6.3275028626E-008    3.8036786147E-008   -9.1150661469E-008    5.4907721087E-008   -6.9716067831E-008    4.2084800569E-008
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002   -1.8865312206E-008    4.7017691680E-009   -1.3346267738E-008    3.3157467733E-009   -2.7351562756E-008    6.8417422773E-009   -1.4075105966E-008    3.5079143427E-009   -1.7888427147E-008    4.4442008626E-009   -2.5898822170E-008    6.4547187047E-009   -1.9923522673E-008    4.9836862560E-009
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002   -3.6113822135E-008    9.9982464341E-009   -2.5653561784E-008    7.1137161587E-009   -5.2123898832E-008    1.4404052543E-008   -2.6943941761E-008    7.4595308308E-009   -3.4384284809E-008    9.5347400299E-009   -4.9578053474E-008    1.3725869129E-008   -3.7968275870E-008    1.0492251210E-008
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002   -4.7627738862E-008    1.2909796601E-008   -3.3983778239E-008    9.2363793104E-009   -6.8409988969E-008    1.8487747608E-008   -3.5534289816E-008    9.6317915746E-009   -4.5549538879E-008    1.2379812967E-008   -6.5384676686E-008    1.7722925694E-008   -4.9831447601E-008    1.3466910901E-008
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002   -4.0123857548E-008    9.0974526192E-009   -2.8575133079E-008    6.4990377739E-009   -5.7748896106E-008    1.3049057850E-008   -2.9935764677E-008    6.7874630559E-009   -3.8300159741E-008    8.7108670400E-009   -5.5083140956E-008    1.2489234475E-008   -4.2065656400E-008    9.5052411539E-009
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001   -8.5183337333E-008    2.1799521623E-008   -6.0830484174E-008    1.5616097848E-008   -1.2223983244E-007    3.1175819147E-008   -6.3553917709E-008    1.6264272411E-008   -8.1533032744E-008    2.0930752639E-008   -1.1694204057E-007    2.9926985980E-008   -8.9042373738E-008    2.2709201122E-008
