#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 872000
#overflow:lower center upper   -3.8309029811E-005    5.8686270499E-007   -2.6384784529E-005    4.0823946784E-007   -5.7214781371E-005    8.6711750880E-007   -2.8581750896E-005    4.3784882381E-007   -3.5364365913E-005    5.4717634342E-007   -5.2591695263E-005    8.0566134654E-007   -4.1676594645E-005    6.3162882140E-007
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -9.3228458210E-011    9.8239490335E-011   -6.5790715387E-011    6.9644567009E-011   -1.3542445252E-010    1.4202856794E-010   -6.9556252979E-011    7.3294903440E-011   -8.8181388405E-011    9.3346828312E-011   -1.2798660494E-010    1.3486588838E-010   -9.8646361614E-011    1.0345695487E-010
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    2.1749350997E-011    2.1749338526E-011    1.5565660540E-011    1.5565651615E-011    3.1130753172E-011    3.1130735322E-011    1.6226840915E-011    1.6226831610E-011    2.0863149911E-011    2.0863137948E-011    2.9858110358E-011    2.9858093237E-011    2.2676374004E-011    2.2676361002E-011
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002   -5.0712811639E-010    4.2280187624E-010   -3.6253354648E-010    3.0254973222E-010   -7.2675330916E-010    6.0526668692E-010   -3.7836012988E-010    3.1544567859E-010   -4.8591524327E-010    4.0551702915E-010   -6.9619949887E-010    5.8043410500E-010   -5.2938423161E-010    4.4089051393E-010
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002   -2.0720966314E-008    2.0373742014E-008   -1.4694812961E-008    1.4448140920E-008   -2.9947421543E-008    2.9446535570E-008   -1.5459579645E-008    1.5200521181E-008   -1.9695925202E-008    1.9365302821E-008   -2.8446315433E-008    2.7969636315E-008   -2.1814407368E-008    2.1449550225E-008
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002   -2.8044240327E-009    2.0121038037E-009   -2.0123458988E-009    1.4434517276E-009   -4.0031301525E-009    2.8729023569E-009   -2.0923356583E-009    1.5011982808E-009   -2.6972112138E-009    1.9347042616E-009   -3.8499908466E-009    2.7622717308E-009   -2.9159743108E-009    2.0926897580E-009
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002   -3.2026129348E-009    2.0417436180E-009   -2.2911601460E-009    1.4613841684E-009   -4.5860567253E-009    2.9221945510E-009   -2.3894179928E-009    1.5233120695E-009   -3.0709148175E-009    1.9587396825E-009   -4.3966355803E-009    2.8029620874E-009   -3.3405917593E-009    2.1285953534E-009
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002   -1.7539752785E-008    1.4256924004E-008   -1.2459467911E-008    1.0110577198E-008   -2.5306033364E-008    2.0605418683E-008   -1.3086127405E-008    1.0636861660E-008   -1.6699821133E-008    1.3551528201E-008   -2.4079057548E-008    1.9572299437E-008   -1.8433510875E-008    1.5009472401E-008
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    3.6985081476E-008    3.9189810288E-008    2.6307361121E-008    2.7845241665E-008    5.3307278995E-008    5.6552526182E-008    2.7593974340E-008    2.9238887041E-008    3.5260592856E-008    3.7321863064E-008    5.0774142386E-008    5.3800855053E-008    3.8830277859E-008    4.1194192364E-008
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002   -4.4395535477E-010    1.2092242919E-009   -3.1542796863E-010    8.6467493200E-010   -6.4145363215E-010    1.7325306746E-009   -3.3122794865E-010    9.0218279238E-010   -4.2277813902E-010    1.1589513136E-009   -6.0947418517E-010    1.6600565396E-009   -4.6724993734E-010    1.2620161592E-009
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001   -1.0041775436E-008    4.4074766672E-009   -7.1814646379E-009    3.1544869964E-009   -1.4387421734E-008    6.3089872258E-009   -7.4920071189E-009    3.2883474419E-009   -9.6255454714E-009    4.2280592544E-009   -1.3785626946E-008    6.0507058233E-009   -1.0480136937E-008    4.5956149255E-009
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    4.6014644775E-009    2.5837354156E-008    3.2518532120E-009    1.8426392183E-008    6.6698157848E-009    3.7123931800E-008    3.4330786266E-009    1.9276834311E-008    4.3585622901E-009    2.4697479523E-008    6.3170176525E-009    3.5470234117E-008    4.8584509484E-009    2.7041946507E-008
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001   -1.4448638076E-008    1.2185590016E-008   -1.0284881812E-008    8.7155412893E-009   -2.0805979638E-008    1.7456280286E-008   -1.0779896445E-008    9.0914726915E-009   -1.3785154219E-008    1.1681717201E-008   -1.9835489816E-008    1.6728714872E-008   -1.5155565726E-008    1.2715565804E-008
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001   -2.0256705810E-008    9.7564023733E-009   -1.4502393469E-008    6.9921123692E-009   -2.8982323171E-008    1.3945584173E-008   -1.5113202351E-008    7.2790948674E-009   -1.9438019236E-008    9.3717506030E-009   -2.7808965777E-008    1.3393858916E-008   -2.1111406978E-008    1.0158292049E-008
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001   -2.9899993674E-008    1.5090651369E-008   -2.1378857893E-008    1.0774220772E-008   -4.2850099164E-008    2.1660232341E-008   -2.2307904303E-008    1.1258892235E-008   -2.8654763220E-008    1.4441030792E-008   -4.1047537968E-008    2.0716863414E-008   -3.1213021715E-008    1.5777823520E-008
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001   -4.6886821487E-009    1.1648810122E-008   -3.2119232242E-009    8.3162969906E-009   -7.0231654942E-009    1.6719955762E-008   -3.4981503281E-009    8.6909898473E-009   -4.3050428575E-009    1.1146597369E-008   -6.4367524828E-009    1.5991808593E-008   -5.1158392012E-009    1.2179209674E-008
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001   -2.2286367913E-008    2.3715705061E-008   -1.5950722137E-008    1.6944550256E-008   -3.1908582619E-008    3.4012993619E-008   -1.6627500597E-008    1.7693906051E-008   -2.1379260217E-008    2.2711319655E-008   -3.0595342027E-008    3.2557575581E-008   -2.3242963298E-008    2.4775865847E-008
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001   -2.2816307568E-008    1.4493551188E-008   -1.6052189972E-008    1.0296310982E-008   -3.3265025305E-008    2.0916313733E-008   -1.7022880049E-008    1.0813405396E-008   -2.1515260783E-008    1.3800473099E-008   -3.1322857837E-008    1.9897147778E-008   -2.4231028106E-008    1.5235935680E-008
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001   -1.2777371684E-008    1.9052163702E-008   -9.2404057323E-009    1.3599749305E-008   -1.8075907607E-008    2.7354384119E-008   -9.5329914741E-009    1.4214512862E-008   -1.2385209708E-008    1.8228176554E-008   -1.7541129107E-008    2.6155337070E-008   -1.3166916942E-008    1.9925577820E-008
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001    1.9343888297E-008    2.0707034325E-008    1.3778083844E-008    1.4668129875E-008    2.7841711897E-008    2.9983971246E-008    1.4432163889E-008    1.5449185212E-008    1.8467204009E-008    1.9660161014E-008    2.6555824659E-008    2.8427189213E-008    2.0280558854E-008    2.1841031033E-008
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000   -4.1343076026E-008    1.7359645033E-008   -2.9303922225E-008    1.2350612025E-008   -5.9810866330E-008    2.5012115394E-008   -3.0845403971E-008    1.2951751909E-008   -3.9276979014E-008    1.6553918127E-008   -5.6756917791E-008    2.3831800647E-008   -4.3567644089E-008    1.8219414101E-008
    1.0000000000E+000    1.1294627059E+000    1.2589254118E+000    4.8157452574E-008    2.8420820745E-008    3.4076268127E-008    2.0151816434E-008    6.9796332559E-008    4.1102777320E-008    3.5929500696E-008    2.1204317175E-008    4.5673506018E-008    2.7010120525E-008    6.6111882314E-008    3.9016888476E-008    5.0841292933E-008    2.9940231320E-008
    1.2589254118E+000    1.4219093021E+000    1.5848931925E+000    1.9547972887E-008    2.3306266615E-008    1.3805728038E-008    1.6561786019E-008    2.8396017600E-008    3.3629125953E-008    1.4584428119E-008    1.7388430612E-008    1.8504256402E-008    2.2198288573E-008    2.6835997627E-008    3.1995487162E-008    2.0684328188E-008    2.4496247596E-008
    1.5848931925E+000    1.7900777537E+000    1.9952623150E+000    3.6374506714E-008    2.9623369848E-008    2.5801694751E-008    2.0924663712E-008    5.2577801570E-008    4.3028515305E-008    2.7138434332E-008    2.2101519716E-008    3.4582832136E-008    2.8045992314E-008    4.9935928472E-008    4.0667781131E-008    3.8298909317E-008    3.1342984235E-008
    1.9952623150E+000    2.2535743732E+000    2.5118864315E+000    3.3117181016E-008    2.2689121290E-008    2.3813256188E-008    1.6151977887E-008    4.7156674654E-008    3.2670241358E-008    2.4708196027E-008    1.6927988413E-008    3.1917664685E-008    2.1649009700E-008    4.5464181697E-008    3.1148252998E-008    3.4350032759E-008    2.3797773467E-008
    2.5118864315E+000    2.8370820458E+000    3.1622776602E+000    2.2359285701E-008    2.2044395254E-008    1.5895335613E-008    1.5693103227E-008    3.2230576304E-008    3.1742392930E-008    1.6681903386E-008    1.6446968689E-008    2.1305023897E-008    2.1033965399E-008    3.0695445583E-008    3.0263155271E-008    2.3477511084E-008    2.3121906814E-008
    3.1622776602E+000    3.5716746829E+000    3.9810717055E+000   -2.1590220473E-008    1.8378929466E-008   -1.5260778102E-008    1.3024284960E-008   -3.1343876832E-008    2.6603027303E-008   -1.6108116191E-008    1.3712223627E-008   -2.0454506282E-008    1.7456863389E-008   -2.9639651576E-008    2.5231102497E-008   -2.2831618299E-008    1.9378271815E-008
    3.9810717055E+000    4.4964720209E+000    5.0118723363E+000   -3.6115159523E-008    1.9567564158E-008   -2.5658127095E-008    1.3899216333E-008   -5.2107181148E-008    2.8246529888E-008   -2.6944939565E-008    1.4599044851E-008   -3.4390403841E-008    1.8629561737E-008   -4.9579889478E-008    2.6862893066E-008   -3.7956098315E-008    2.0575437816E-008
    5.0118723363E+000    5.6607228905E+000    6.3095734448E+000   -2.4250798066E-008    2.2965976235E-008   -1.6907875597E-008    1.6207475842E-008   -3.5738616215E-008    3.3397415162E-008   -1.8093130334E-008    1.7134545434E-008   -2.2662163443E-008    2.1723395374E-008   -3.3292166053E-008    3.1528327122E-008   -2.6032849999E-008    2.4327463997E-008
    6.3095734448E+000    7.1264278960E+000    7.9432823472E+000    4.5248673673E-009    2.0675356823E-008    3.2548444820E-009    1.4696571980E-008    6.4391585284E-009    2.9822361575E-008    3.3759307549E-009    1.5425551138E-008    4.3625715845E-009    1.9698282871E-008    6.2118630219E-009    2.8383701463E-008    4.6904347689E-009    2.1723310741E-008
    7.9432823472E+000    8.9716411736E+000    1.0000000000E+001   -3.3557336414E-008    2.3958797493E-008   -2.3522173318E-008    1.6933666458E-008   -4.9146670487E-008    3.4778484065E-008   -2.5036588889E-008    1.7875273404E-008   -3.1527517057E-008    2.2696731755E-008   -4.6068439197E-008    3.2891299593E-008   -3.5799592604E-008    2.5333467122E-008
