#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3629958
#overflow:lower center upper   -5.6594448443E+001    1.4988605024E+000   -3.7883055585E+001    9.9879518743E-001   -8.7153426618E+001    2.3220045725E+000   -4.2224207594E+001    1.1182757099E+000   -5.0775864328E+001    1.3387169579E+000   -7.7694423503E+001    2.0576771370E+000   -6.3484609152E+001    1.6914028336E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -3.4124035954E+003    1.3914059134E+003   -2.2955065473E+003    9.3183777088E+002   -5.2242032420E+003    2.1422705810E+003   -2.5459394300E+003    1.0381055696E+003   -3.0767404374E+003    1.2489718028E+003   -4.6846419993E+003    1.9101605065E+003   -3.8054327159E+003    1.5604803599E+003
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    3.1689433202E+003    1.0463563130E+003    2.1224146199E+003    6.9776970201E+002    4.8772314631E+003    1.6183409926E+003    2.3642976350E+003    7.8066961322E+002    2.8447398216E+003    9.3524292521E+002    4.3504130024E+003    1.4364668753E+003    3.5526902980E+003    1.1788377047E+003
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    6.2352867843E+003    9.2624508777E+002    4.1573346376E+003    6.1786888823E+002    9.6437031460E+003    1.4322675545E+003    4.6520471677E+003    6.9105656023E+002    5.5722078451E+003    8.2814932315E+002    8.5599740859E+003    1.2715748646E+003    7.0247005627E+003    1.0432974287E+003
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    5.3380416342E+003    2.2678895561E+003    3.5972017708E+003    1.5086547658E+003    8.1561388775E+003    3.5161009085E+003    3.9826269945E+003    1.6920359161E+003    4.8214439479E+003    2.0220979677E+003    7.3282111375E+003    3.1134214835E+003    5.9411237047E+003    2.5612107358E+003
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    5.7036861960E+002    1.8902192390E+003    3.9444638975E+002    1.2582530951E+003    8.4695254553E+002    2.9283478266E+003    4.2554285203E+002    1.4102621678E+003    5.2868904214E+002    1.6864766440E+003    7.8301781011E+002    2.5949452306E+003    6.1694018709E+002    2.1330775444E+003
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    1.6806555070E+003    9.8418476719E+002    1.1246263512E+003    6.5931072487E+002    2.5887055180E+003    1.5143790613E+003    1.2539100384E+003    7.3428442302E+002    1.5073724690E+003    8.8369513491E+002    2.3072503455E+003    1.3511160584E+003    1.8856740853E+003    1.1031093847E+003
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    7.4673574934E+002    7.1031886488E+002    5.0285775302E+002    4.7601467120E+002    1.1423681675E+003    1.0924967050E+003    5.5712753045E+002    5.2995747876E+002    6.7399624052E+002    6.3801760417E+002    1.0251394819E+003    9.7514537606E+002    8.3212788572E+002    7.9580033753E+002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    3.0661872376E+002    5.8533419574E+002    1.9437319659E+002    3.9198105557E+002    5.0126018557E+002    9.0134471690E+002    2.2876329747E+002    4.3670842765E+002    2.6052457772E+002    5.2538467633E+002    4.2093466114E+002    8.0356296679E+002    3.6512972810E+002    6.5656072612E+002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    7.2699173828E+000    5.2569881426E+002    1.3712444232E+001    3.5156686327E+002   -1.3035546778E+001    8.1066226793E+002    5.4239684140E+000    3.9221542883E+002    1.8379225149E+001    4.7121624895E+002    9.9803435762E+000    7.2169386633E+002   -9.4953993707E+000    5.9050549395E+002
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    2.6485020676E+002    3.3907230424E+002    1.7660991039E+002    2.2751922781E+002    4.1004244787E+002    5.2082212889E+002    1.9760047883E+002    2.5297639181E+002    2.3671588024E+002    3.0495125762E+002    3.6359368622E+002    4.6548783367E+002    2.9868457901E+002    3.7937910847E+002
