FORMAT = Name, Patch, Ra, Dec, I, SpectralIndex='[]', LogarithmicSI, ReferenceFrequency='150000000.0'
s0c393, Patch_4, -0:33:48.045, 88.14.30.302,0.0447811721440001, [0.0], false,141600038.567377
s0c423, Patch_4, -2:18:50.4, 87.57.55.258,0.319296442131801, [0.0], false,141600038.567377
s0c432, Patch_4, -2:18:40.876, 87.58.23.103,0.347457435415519, [0.0], false,141600038.567377
s0c441, Patch_4, -1:23:50.251, 88.14.40.974,3.55889841443683, [0.0], false,141600038.567377
s0c501, Patch_4, -0:21:18.389, 88.28.25.627,0.0957949140951516, [0.0], false,141600038.567377
s0c506, Patch_4, -0:21:20.717, 88.28.35.587,0.128638812079399, [0.0], false,141600038.567377
s0c510, Patch_4, -0:20:58.037, 88.28.46.47,0.22302995555247, [0.0], false,141600038.567377
s0c525, Patch_4, 0:30:08.694, 88.33.34.668,0.0632923952343815, [0.0], false,141600038.567377
s0c546, Patch_4, -2:11:03.529, 88.22.40.239,0.0418207690479534, [0.0], false,141600038.567377
s0c592, Patch_4, -1:35:08.971, 88.36.56.173,0.222010771397696, [0.0], false,141600038.567377
s0c692, Patch_4, -2:37:11.373, 88.35.46.961,0.670532413387864, [0.0], false,141600038.567377
s0c1000, Patch_5, 5:09:34.859, 88.24.31.21,0.0700408636165892, [0.0], false,141600038.567377
s0c1029, Patch_5, 5:00:59.91, 88.48.38.606,1.04151723551695, [0.0], false,141600038.567377
s0c1056, Patch_5, 4:28:27.331, 89.15.51.437,0.0372256501234387, [0.0], false,141600038.567377
s0c1057, Patch_5, 5:13:55.653, 88.39.01.722,0.216861789758956, [0.0], false,141600038.567377
s0c1078, Patch_5, 5:18:46.837, 88.45.27.514,0.167149146043003, [0.0], false,141600038.567377
s0c1093, Patch_5, 5:35:14.471, 88.14.52.251,0.0407926125317001, [0.0], false,141600038.567377
s0c1095, Patch_5, 5:29:37.286, 88.36.45.706,0.556893064704057, [0.0], false,141600038.567377
s0c1104, Patch_5, 5:34:30.196, 88.26.54.794,0.160848674039092, [0.0], false,141600038.567377
s0c1107, Patch_5, 5:33:31.983, 88.36.05.973,0.44062938168767, [0.0], false,141600038.567377
s0c1153, Patch_5, 5:59:18.456, 89.04.49.843,0.345571086463493, [0.0], false,141600038.567377
s0c1180, Patch_5, 6:14:57.031, 89.26.45.727,0.640675002247287, [0.0], false,141600038.567377
s0c1192, Patch_5, 6:09:07.014, 88.19.24.364,0.0928107298659091, [0.0], false,141600038.567377
s0c1204, Patch_5, 6:34:27.756, 88.58.48.376,0.333895048642047, [0.0], false,141600038.567377
s0c1208, Patch_5, 6:21:50.109, 88.21.52.504,0.0881487934052534, [0.0], false,141600038.567377
s0c1220, Patch_5, 6:29:49.845, 88.41.39.838,0.557222237834302, [0.0], false,141600038.567377
s0c1230, Patch_5, 6:35:08.758, 88.47.58.978,0.0733346858923779, [0.0], false,141600038.567377
s0c1258, Patch_5, 6:47:13.026, 88.44.13.491,0.223111067002658, [0.0], false,141600038.567377
s0c1281, Patch_5, 6:39:26.754, 88.25.35.606,0.0446095027246854, [0.0], false,141600038.567377
s0c1283, Patch_5, 7:21:39.428, 89.12.41.654,0.0421042175263274, [0.0], false,141600038.567377
s0c1300, Patch_5, 6:50:57.959, 88.32.19.915,0.0662397640879058, [0.0], false,141600038.567377
s0c1303, Patch_5, 6:41:58.727, 88.12.00.563,0.0572695068084619, [0.0], false,141600038.567377
s0c1309, Patch_5, 6:50:53.14, 88.17.48.608,0.0490717598809241, [0.0], false,141600038.567377
s0c1378, Patch_5, 7:09:52.77, 88.16.43.287,0.920711345885161, [0.0], false,141600038.567377
s0c1391, Patch_5, 7:55:53.3, 88.52.33.359,0.094945336876509, [0.0], false,141600038.567377
s0c1453, Patch_5, 7:35:58.371, 88.25.18.419,0.0705632009650011, [0.0], false,141600038.567377
s0c1464, Patch_5, 8:04:06.125, 88.40.26.766,0.0495970347670536, [0.0], false,141600038.567377
s0c1473, Patch_5, 8:13:13.833, 88.43.48.794,0.135181132876182, [0.0], false,141600038.567377
s0c1520, Patch_5, 7:46:33.996, 88.08.28.505,0.0378954494232612, [0.0], false,141600038.567377
s0c910, Patch_5, 4:19:21.079, 88.28.39.346,0.0471240960612631, [0.0], false,141600038.567377
s0c1295, Patch_6, -7:56:50.71, 89.24.28.953,0.0249507066644269, [0.0], false,141600038.567377
s0c1296, Patch_6, -7:57:46.903, 89.24.24.055,0.056344875348509, [0.0], false,141600038.567377
s0c1312, Patch_6, -7:32:52.675, 88.59.58.081,0.201285053905367, [0.0], false,141600038.567377
s0c1327, Patch_6, -9:06:45.649, 89.24.02.346,0.0566749683035198, [0.0], false,141600038.567377
s0c1344, Patch_6, -8:00:18.285, 89.02.47.743,0.192134282033287, [0.0], false,141600038.567377
s0c1356, Patch_6, -7:47:35.097, 88.55.31.311,0.0519337254470259, [0.0], false,141600038.567377
s0c1366, Patch_6, -7:53:54.355, 88.57.25.582,0.144032468209563, [0.0], false,141600038.567377
s0c1404, Patch_6, -9:05:10.12, 89.12.57.838,0.0536571372099735, [0.0], false,141600038.567377
s0c1476, Patch_6, -10:00:43.682, 89.11.23.844,0.121859280278771, [0.0], false,141600038.567377
s0c1487, Patch_6, -8:17:58.924, 88.44.21.738,0.0802538987816089, [0.0], false,141600038.567377
s0c1504, Patch_6, -10:28:22.615, 89.08.36.77,0.0281351481410802, [0.0], false,141600038.567377
s0c1513, Patch_6, -9:44:31.005, 89.01.23.013,0.154890621049045, [0.0], false,141600038.567377
s0c1586, Patch_6, -11:01:51.731, 88.59.33.769,0.22454745680872, [0.0], false,141600038.567377
s0c1595, Patch_6, -8:59:40.55, 88.36.40.26,0.0530330137217695, [0.0], false,141600038.567377
s0c1598, Patch_6, -11:06:36.305, 88.59.21.515,0.174131005714269, [0.0], false,141600038.567377
s0c1606, Patch_6, -9:48:55.869, 88.48.14.655,0.331105867262995, [0.0], false,141600038.567377
s0c1664, Patch_6, -10:10:56.188, 88.46.52.175,0.713671809234321, [0.0], false,141600038.567377
s0c1698, Patch_6, -11:17:25.281, 88.49.37.04,0.071771276833307, [0.0], false,141600038.567377
s0c1710, Patch_6, -9:24:42.279, 88.29.04.192,0.0822293761078547, [0.0], false,141600038.567377
s0c1715, Patch_6, -9:13:37.951, 88.24.49.892,0.0373713192305617, [0.0], false,141600038.567377
s0c1717, Patch_6, -10:07:49.275, 88.39.10.141,0.0612355144339338, [0.0], false,141600038.567377
s0c1718, Patch_6, -9:13:53.918, 88.24.42.407,0.19807252114319, [0.0], false,141600038.567377
s0c1726, Patch_6, -10:08:02.583, 88.39.01.31,0.0681196071112284, [0.0], false,141600038.567377
s0c1728, Patch_6, -9:13:33.921, 88.24.21.647,0.179871596460276, [0.0], false,141600038.567377
s0c1766, Patch_6, -10:43:05.837, 88.35.58.347,0.0389737160391043, [0.0], false,141600038.567377
s0c1782, Patch_6, -10:09:27.076, 88.28.22.132,0.188560107547664, [0.0], false,141600038.567377
s0c1813, Patch_6, -11:00:39.469, 88.30.09.72,0.0708809698961686, [0.0], false,141600038.567377
s0c1819, Patch_6, -9:39:36.074, 88.10.59.783,0.148633184430574, [0.0], false,141600038.567377
s0c1830, Patch_6, -11:07:53.976, 88.26.04.319,0.0725517237263273, [0.0], false,141600038.567377
s0c1834, Patch_6, -10:21:32.066, 88.19.09.306,0.611945980032207, [0.0], false,141600038.567377
s0c1897, Patch_6, -10:34:24.046, 88.14.00.628,0.0549621711555602, [0.0], false,141600038.567377
s0c1906, Patch_6, -11:01:49.38, 88.15.07.403,0.384170810300171, [0.0], false,141600038.567377
s0c1920, Patch_6, -9:57:03.05, 87.57.02.215,0.0875123896459329, [0.0], false,141600038.567377
s0c1926, Patch_6, -9:56:56.567, 87.56.48.499,0.028574527267236, [0.0], false,141600038.567377
s0c1246, Patch_7, 9:22:33.732, 89.40.48.908,0.0386593883107637, [0.0], false,141600038.567377
s0c1253, Patch_7, 9:52:52.58, 89.41.57.729,0.0213942286304785, [0.0], false,141600038.567377
s0c1259, Patch_7, 9:52:12.007, 89.41.43.957,0.0328942283737285, [0.0], false,141600038.567377
s0c1316, Patch_7, 8:16:13.387, 89.16.32.787,0.0538974627974541, [0.0], false,141600038.567377
s0c1318, Patch_7, 9:27:51.232, 89.28.53.588,0.143049598817915, [0.0], false,141600038.567377
s0c1321, Patch_7, -11:42:59.843, 89.35.15.905,0.0957713761457157, [0.0], false,141600038.567377
s0c1342, Patch_7, 9:19:25.585, 89.23.48.417,0.0834969221067392, [0.0], false,141600038.567377
s0c1386, Patch_7, 10:52:25.993, 89.26.43.848,0.107374661322775, [0.0], false,141600038.567377
s0c1396, Patch_7, -11:12:33.653, 89.25.56.342,0.0333466575137386, [0.0], false,141600038.567377
s0c1436, Patch_7, 9:21:47.266, 89.11.34.719,0.0569177063959981, [0.0], false,141600038.567377
s0c1437, Patch_7, 11:04:49.139, 89.21.33.418,0.12192965908336, [0.0], false,141600038.567377
s0c1491, Patch_7, 8:41:30.031, 88.51.18.015,0.0397042604036101, [0.0], false,141600038.567377
s0c1511, Patch_7, 9:33:47.407, 88.59.49.76,0.0469215758821293, [0.0], false,141600038.567377
s0c1516, Patch_7, 9:16:15.208, 88.55.07.97,0.0447150058112326, [0.0], false,141600038.567377
s0c1522, Patch_7, 11:41:49.498, 89.09.30.37,0.292415604281039, [0.0], false,141600038.567377
s0c1546, Patch_7, 9:40:16.124, 88.53.55.491,0.558450942604474, [0.0], false,141600038.567377
s0c1558, Patch_7, 10:06:23.069, 88.57.16.787,0.0737304181124256, [0.0], false,141600038.567377
s0c1588, Patch_7, 10:57:46.155, 88.59.05.934,2.10329997699716, [0.0], false,141600038.567377
s0c1695, Patch_7, 10:25:18.292, 88.46.06.601,0.0474804752474467, [0.0], false,141600038.567377
s0c1701, Patch_7, -11:45:15.122, 88.50.01.02,0.263809389355898, [0.0], false,141600038.567377
s0c1706, Patch_7, 9:54:38.013, 88.37.38.546,0.0977092220570161, [0.0], false,141600038.567377
s0c1740, Patch_7, -11:49:55.601, 88.47.55.507,0.235138654930272, [0.0], false,141600038.567377
s0c1773, Patch_7, 10:34:32.135, 88.34.26.703,0.0407588964770378, [0.0], false,141600038.567377
s0c1806, Patch_7, 10:42:17.18, 88.28.47.795,0.0344535587629204, [0.0], false,141600038.567377
s0c1807, Patch_7, 10:43:28.411, 88.28.57.704,0.393236438348673, [0.0], false,141600038.567377
s0c1101, Patch_8, -5:47:16.841, 86.47.36.211,0.143137275212113, [0.0], false,141600038.567377
s0c1137, Patch_8, -5:56:06.708, 87.22.45.353,0.0976685747564471, [0.0], false,141600038.567377
s0c1139, Patch_8, -5:58:12.104, 86.48.43.727,0.159566248043123, [0.0], false,141600038.567377
s0c1174, Patch_8, -6:02:05.64, 87.15.45.841,0.157400950021032, [0.0], false,141600038.567377
s0c1202, Patch_8, -6:09:40.682, 86.26.40.384,0.175731553715734, [0.0], false,141600038.567377
s0c1234, Patch_8, -6:15:19.907, 86.37.55.916,0.0621079397334383, [0.0], false,141600038.567377
s0c1235, Patch_8, -6:15:19.149, 86.37.45.921,0.252353370769238, [0.0], false,141600038.567377
s0c1239, Patch_8, -6:22:44.09, 87.38.35.91,0.377868466086561, [0.0], false,141600038.567377
s0c1280, Patch_8, -6:22:37.896, 87.17.38.941,0.065044529136121, [0.0], false,141600038.567377
s0c1298, Patch_8, -6:15:50.475, 85.39.07.642,0.200576890586804, [0.0], false,141600038.567377
s0c1302, Patch_8, -6:17:59.729, 85.51.11.011,0.16345981234581, [0.0], false,141600038.567377
s0c1305, Patch_8, -6:31:12.837, 87.22.49.414,0.0469010019255481, [0.0], false,141600038.567377
s0c1306, Patch_8, -6:31:33.291, 87.23.17.798,0.0457271834247088, [0.0], false,141600038.567377
s0c1329, Patch_8, -6:30:37.85, 86.39.46.127,0.1124398432624, [0.0], false,141600038.567377
s0c1332, Patch_8, -6:30:47.665, 86.39.34.862,0.0372369240818421, [0.0], false,141600038.567377
s0c1350, Patch_8, -6:42:23.36, 87.22.15.305,0.0421329193150139, [0.0], false,141600038.567377
s0c1351, Patch_8, -6:42:20.69, 87.22.05.465,0.260582914736497, [0.0], false,141600038.567377
s0c1361, Patch_8, -6:27:44.37, 85.56.51.197,0.670099675518612, [0.0], false,141600038.567377
s0c1370, Patch_8, -6:47:49.224, 87.31.54.589,0.322496889475121, [0.0], false,141600038.567377
s0c1405, Patch_8, -6:51:48.516, 87.28.15.478,0.0838466590185133, [0.0], false,141600038.567377
s0c1408, Patch_8, -6:40:27.037, 86.44.21.397,0.149068563743509, [0.0], false,141600038.567377
s0c1410, Patch_8, -6:46:06.293, 86.58.04.888,2.25602931509992, [0.0], false,141600038.567377
s0c1478, Patch_8, -6:58:52.832, 87.13.59.332,0.447332515122525, [0.0], false,141600038.567377
s0c1532, Patch_8, -7:03:24.902, 86.53.49.86,0.130625669184596, [0.0], false,141600038.567377
s0c1630, Patch_8, -7:06:56.995, 86.24.34.294,0.382736746511159, [0.0], false,141600038.567377
s0c1722, Patch_8, -7:20:45.205, 86.33.10.58,0.338013378841609, [0.0], false,141600038.567377
s0c1731, Patch_8, -7:20:32.713, 86.32.10.701,1.91839612710284, [0.0], false,141600038.567377
s0c1741, Patch_8, -7:33:57.632, 86.59.16.833,0.237722587181052, [0.0], false,141600038.567377
s0c1752, Patch_8, -7:27:14.519, 86.44.45.612,0.097939538445145, [0.0], false,141600038.567377
s0c1797, Patch_8, -7:38:17.018, 86.40.40.987,0.0747317491197122, [0.0], false,141600038.567377
s0c980, Patch_8, -5:26:26.949, 87.01.40.812,0.131922537650383, [0.0], false,141600038.567377
s0c985, Patch_8, -5:27:03.114, 87.03.05.868,0.155535497574758, [0.0], false,141600038.567377
s0c999, Patch_8, -5:32:11.92, 87.03.37.627,0.0515515911674207, [0.0], false,141600038.567377
s0c0, Patch_9, -2:29:50.598, 83.57.20.508,6.88491122365505, [0.0], false,141600038.567377
s0c106, Patch_9, -2:18:26.23, 86.00.39.234,0.158926753102789, [0.0], false,141600038.567377
s0c119, Patch_9, -2:36:29.525, 86.01.33.48,0.143534145003054, [0.0], false,141600038.567377
s0c163, Patch_9, -2:51:34.476, 86.02.32.064,0.332832809769234, [0.0], false,141600038.567377
s0c167, Patch_9, -3:11:26.663, 85.42.24.294,0.168099880583179, [0.0], false,141600038.567377
s0c177, Patch_9, -2:53:46.574, 86.05.26.615,0.594639140283503, [0.0], false,141600038.567377
s0c182, Patch_9, -2:40:09.17, 86.19.06.638,0.154782791945448, [0.0], false,141600038.567377
s0c194, Patch_9, -2:44:37.756, 86.20.02.088,0.819946724404979, [0.0], false,141600038.567377
s0c220, Patch_9, -2:49:45.4, 86.34.08.349,0.0814591846504616, [0.0], false,141600038.567377
s0c251, Patch_9, -2:49:12.005, 86.44.45.159,0.0911777519364442, [0.0], false,141600038.567377
s0c252, Patch_9, -3:26:52.813, 86.08.11.253,0.507642312418382, [0.0], false,141600038.567377
s0c261, Patch_9, -3:20:08.651, 86.23.42.535,0.164378383544368, [0.0], false,141600038.567377
s0c277, Patch_9, -3:15:59.658, 86.35.22.866,1.80103486725558, [0.0], false,141600038.567377
s0c27, Patch_9, -2:30:32.889, 84.53.21.967,5.6965296012931, [0.0], false,141600038.567377
s0c345, Patch_9, -3:19:37.752, 86.52.32.648,0.307562664447489, [0.0], false,141600038.567377
s0c350, Patch_9, -3:26:47.881, 86.48.58.532,0.260678452376419, [0.0], false,141600038.567377
s0c366, Patch_9, -3:53:22.039, 86.29.58.096,0.206910431512025, [0.0], false,141600038.567377
s0c376, Patch_9, -3:41:17.787, 86.51.50.091,0.722888117603406, [0.0], false,141600038.567377
s0c396, Patch_9, -4:07:22.385, 86.19.48.601,0.33704480743403, [0.0], false,141600038.567377
s0c410, Patch_9, -4:08:21.39, 86.20.52.812,0.111899954965568, [0.0], false,141600038.567377
s0c458, Patch_9, -4:13:11.035, 86.24.44.94,0.333040944542453, [0.0], false,141600038.567377
s0c462, Patch_9, -4:04:25.123, 86.41.54.552,0.523002282001537, [0.0], false,141600038.567377
s0c471, Patch_9, -4:15:52.676, 86.24.08.567,0.218874500655586, [0.0], false,141600038.567377
s0c476, Patch_9, -3:55:57.947, 86.57.07.488,0.269555363722295, [0.0], false,141600038.567377
s0c48, Patch_9, -2:06:50.541, 85.38.47.488,2.29753806208647, [0.0], false,141600038.567377
s0c517, Patch_9, -3:55:14.993, 87.11.36.331,0.20519938040311, [0.0], false,141600038.567377
s0c519, Patch_9, -4:21:02.42, 86.31.35.326,0.175284078300136, [0.0], false,141600038.567377
s0c543, Patch_9, -4:01:57.466, 87.13.07.622,0.061073018842143, [0.0], false,141600038.567377
s0c566, Patch_9, -4:13:15.316, 87.03.38.734,0.19221437699571, [0.0], false,141600038.567377
s0c578, Patch_9, -4:20:28.875, 86.54.54.464,0.370854450196213, [0.0], false,141600038.567377
s0c59, Patch_9, -2:35:03.821, 85.18.35.918,0.604700810346892, [0.0], false,141600038.567377
