#labels: pth_lower[1]   pth_center[2]   pth_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3707102
#overflow:lower center upper    8.6834312715E+001    1.2418772178E+000    5.8463067044E+001    8.2948096190E-001    1.3301361960E+002    1.9194605731E+000    6.4785683883E+001    9.2654461512E-001    7.8359908265E+001    1.1117797161E+000    1.1920854522E+002    1.7048833790E+000    9.6890254121E+001    1.3981803011E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    2.2832472607E+002    3.1186532524E+001    1.5685227450E+002    2.1324953418E+001    3.4186914466E+002    4.6944745772E+001    1.7034940524E+002    2.3267770244E+001    2.1023409243E+002    2.8582513339E+001    3.1345049649E+002    4.2813734070E+001    2.4902553889E+002    3.4195658768E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    2.3052235384E+002    4.3660054039E+001    1.5877966926E+002    3.0122993982E+001    3.4417986975E+002    6.5062372903E+001    1.7198901998E+002    3.2574063995E+001    2.1281744094E+002    4.0374806941E+001    3.1646746066E+002    5.9937729265E+001    2.5070872549E+002    4.7392965194E+001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    3.6576911475E+002    6.6234399203E+001    2.5133848934E+002    4.5657400031E+001    5.4770297259E+002    9.8865941804E+001    2.7289445268E+002    4.9416419787E+001    3.3687697146E+002    6.1196065464E+001    5.0213795323E+002    9.0928414424E+001    3.9895974829E+002    7.2016281143E+001
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    5.2517609003E+002    1.5916563103E+002    3.6228839567E+002    1.1074666887E+002    7.8289011336E+002    2.3504953877E+002    3.9182543269E+002    1.1875091694E+002    4.8558665985E+002    1.4843728275E+002    7.2097625606E+002    2.1850697877E+002    5.7027560229E+002    1.7121562145E+002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    4.9794322068E+002    1.0228431357E+002    3.4377638936E+002    7.1365760696E+001    7.4153145030E+002    1.5053602374E+002    3.7150742694E+002    7.6312680988E+001    4.6077442898E+002    9.5653798956E+001    6.8359022010E+002    1.4041873354E+002    5.4014897776E+002    1.0965398609E+002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    5.8915670069E+002    8.2326820532E+001    4.0428436532E+002    5.6346012664E+001    8.8347587005E+002    1.2382661508E+002    4.3956033710E+002    6.1422716474E+001    5.4187519371E+002    7.5522352943E+001    8.0881060726E+002    1.1302053533E+002    6.4354463711E+002    9.0198223595E+001
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    5.7792608241E+002    8.3113126746E+001    3.9668185252E+002    5.7267649896E+001    8.6629381284E+002    1.2405953225E+002    4.3118135346E+002    6.2009366892E+001    5.3168530399E+002    7.6757652639E+001    7.9339290399E+002    1.1409999825E+002    6.3102882185E+002    9.0367885948E+001
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    6.0846015832E+002    6.8615001837E+001    4.1541534945E+002    4.6211299527E+001    9.1771501655E+002    1.0521829456E+002    4.5396233632E+002    5.1192549117E+001    5.5679440578E+002    6.1938474576E+001    8.3531092759E+002    9.4196571537E+001    6.6848523804E+002    7.6643484541E+001
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    4.0953729197E+002    4.1273228171E+001    2.8043423491E+002    2.7740078395E+001    6.1559495031E+002    6.3440724542E+001    3.0554918564E+002    3.0793291609E+001    3.7587492468E+002    3.7180909387E+001    5.6222411699E+002    5.6661028724E+001    4.4841386430E+002    4.6211718324E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    4.6088079674E+002    4.8110822206E+001    3.1620812901E+002    3.3059931890E+001    6.9118135965E+002    7.2030675371E+001    3.4385574863E+002    3.5894710528E+001    4.2382381279E+002    4.4311278233E+001    6.3270989984E+002    6.6047866856E+001    5.0347278556E+002    5.2468840874E+001
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    4.5722232529E+002    6.9510258872E+001    3.1217825966E+002    4.6900503224E+001    6.8939250655E+002    1.0618847619E+002    3.4112622194E+002    5.1860485989E+001    4.1842245072E+002    6.2862236212E+001    6.2768744909E+002    9.5425605146E+001    5.0216974282E+002    7.7350187694E+001
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    2.7883519861E+002    1.7240926761E+001    1.9068063734E+002    1.1622393745E+001    4.1974532189E+002    2.6388273292E+001    2.0803445628E+002    1.2863178116E+001    2.5557532311E+002    1.5577864004E+001    3.8279266967E+002    2.3668820922E+001    3.0575238103E+002    1.9221839934E+001
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    2.5516864088E+002    1.6652166014E+001    1.7427576563E+002    1.1417508085E+001    3.8463898940E+002    2.4998690354E+001    1.9037721827E+002    1.2423913193E+001    2.3358735178E+002    1.5303249237E+001    3.5030256491E+002    2.2860553891E+001    2.8018010139E+002    1.8209634986E+001
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    2.0990234202E+002    1.8914367106E+001    1.4347554991E+002    1.2779772174E+001    3.1617701712E+002    2.8875291022E+001    1.5660476085E+002    1.4111705038E+001    1.9230484300E+002    1.7129135125E+001    2.8815973834E+002    2.5966166093E+001    2.3031078793E+002    2.1033442239E+001
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    2.1002274726E+002    1.4632324788E+001    1.4349690606E+002    9.9818384624E+000    3.1647315710E+002    2.2097567438E+001    1.5669459326E+002    1.0916942146E+001    1.9233346732E+002    1.3378975579E+001    2.8832503399E+002    2.0087660012E+001    2.3052650327E+002    1.6096388707E+001
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    1.4544802827E+002    2.0504164853E+001    9.8933789282E+001    1.4126513045E+001    2.2026567877E+002    3.0624645971E+001    1.0851643419E+002    1.5297827563E+001    1.3260410451E+002    1.8934214749E+001    1.9967507444E+002    2.8148684394E+001    1.6044670954E+002    2.2307713596E+001
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    1.5245273907E+002    2.0332579370E+001    1.0422783869E+002    1.3941092948E+001    2.2953088592E+002    3.0512920198E+001    1.1374253624E+002    1.5169810394E+001    1.3969988731E+002    1.8685690296E+001    2.0929133509E+002    2.7913127098E+001    1.6719570471E+002    2.2226329911E+001
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001    1.0287250250E+002    5.0595998198E+000    7.0156972303E+001    3.4507167826E+000    1.5532838597E+002    7.6405907289E+000    7.6751519289E+001    3.7748860359E+000    9.4033621426E+001    4.6251054589E+000    1.4122621557E+002    6.9459585165E+000    1.1314485564E+002    5.5655862878E+000
