#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 1885140
#overflow:lower center upper    8.1929673641E+001    1.1843099467E+000    5.5154422460E+001    7.9740482365E-001    1.2551768259E+002    1.8147869966E+000    6.1126411567E+001    8.8359460017E-001    7.3925226693E+001    1.0687870478E+000    1.1247532110E+002    1.6258534377E+000    9.1430037007E+001    1.3219336020E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    1.0606285258E+002    5.3274218436E+001    7.3563534184E+001    3.7120716291E+001    1.5714038524E+002    7.8547672904E+001    7.9131788159E+001    3.9747037396E+001    9.8599544666E+001    4.9754076725E+001    1.4560601636E+002    7.3136319953E+001    1.1446475860E+002    5.7215975408E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    4.8019432271E+002    2.6711909456E+002    3.3144452935E+002    1.8382077855E+002    7.1522842903E+002    3.9927261626E+002    3.5826525968E+002    1.9929325952E+002    4.4424564478E+002    2.4638083619E+002    6.5922404226E+002    3.6670847811E+002    5.2098923741E+002    2.9083957995E+002
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    3.6624740198E+002    6.4062381494E+001    2.5272341975E+002    4.4224322908E+001    5.4561578988E+002    9.5404891610E+001    2.7325129509E+002    4.7795912313E+001    3.3873323774E+002    5.9275266614E+001    5.0279455916E+002    8.7946608462E+001    3.9743939524E+002    6.9495170644E+001
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    7.0751719960E+002    1.9480223210E+002    4.8517502649E+002    1.3193652141E+002    1.0618754599E+003    2.9675399931E+002    5.2786720136E+002    1.4533881174E+002    6.5029551973E+002    1.7683871609E+002    9.7129917250E+002    2.6742988996E+002    7.7349510117E+002    2.1616260417E+002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    4.1505217024E+002    5.2874015659E+001    2.8579785917E+002    3.6402623132E+001    6.1984830766E+002    7.8973237891E+001    3.0966374761E+002    3.9448452542E+001    3.8306396088E+002    4.8791593625E+001    5.6979509435E+002    7.2586910517E+001    4.5151210999E+002    5.7525966970E+001
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    6.5665958484E+002    1.4892850302E+002    4.5301872842E+002    1.0407009407E+002    9.7874918588E+002    2.1890773648E+002    4.8992315310E+002    1.1111316041E+002    6.0719541064E+002    1.3948845719E+002    9.0148043289E+002    2.0445316640E+002    7.1294396486E+002    1.5945755239E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    5.5522481021E+002    6.5498603106E+001    3.8096084837E+002    4.4786991651E+001    8.3247958331E+002    9.8581583360E+001    4.1424429945E+002    4.8867454155E+001    5.1061394210E+002    6.0029429428E+001    7.6222796989E+002    8.9918293199E+001    6.0639774045E+002    7.1809147753E+001
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    8.0505067557E+002    1.7461679843E+002    5.4770302623E+002    1.1657499970E+002    1.2189700468E+003    2.7008876497E+002    6.0063535885E+002    1.3027878439E+002    7.3410378658E+002    1.5624917994E+002    1.1051958249E+003    2.3971876855E+002    8.8792649917E+002    1.9673901929E+002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    5.6918360909E+002    8.6705064565E+001    3.8997793173E+002    5.9303373981E+001    8.5491713423E+002    1.3050176790E+002    4.2465873474E+002    6.4689253918E+001    5.2269982573E+002    7.9486198380E+001    7.8139099491E+002    1.1903110979E+002    6.2274178113E+002    9.5060562162E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    4.7238406411E+002    6.3258804909E+001    3.2186461191E+002    4.2576250029E+001    7.1392243762E+002    9.6929380995E+001    3.5243815137E+002    4.7196376749E+001    4.3140537673E+002    5.7066302116E+001    6.4850190333E+002    8.6843436309E+001    5.2003792250E+002    7.0605644627E+001
