#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 1990110
#overflow:lower center upper   -5.6325171353E+001    2.1235881762E+000   -3.7684903701E+001    1.4207828573E+000   -8.6783714188E+001    3.2727704860E+000   -4.2023304289E+001    1.5843749778E+000   -5.0510275056E+001    1.9043204538E+000   -7.7324752469E+001    2.9153205597E+000   -6.3215301909E+001    2.3839631235E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -5.0250976230E+003    1.3246838222E+003   -3.3508134376E+003    8.7426965367E+002   -7.7719716219E+003    2.0732876360E+003   -3.7491445018E+003    9.8832529065E+002   -4.4912018281E+003    1.1718114243E+003   -6.8985929469E+003    1.8185625750E+003   -5.6612872254E+003    1.5102315576E+003
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    6.9273857392E+003    4.2504981834E+003    4.6055567322E+003    2.8065643951E+003    1.0749809779E+004    6.6453117357E+003    5.1684110648E+003    3.1712283203E+003    6.1729741748E+003    3.7617275258E+003    9.5101066659E+003    5.8352014207E+003    7.8304146926E+003    4.8406016219E+003
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    7.3260631794E+003    1.8185826497E+003    4.9187916141E+003    1.2120061819E+003    1.1242113833E+004    2.8145615555E+003    5.4658578897E+003    1.3568152609E+003    6.5928128499E+003    1.6244904353E+003    1.0057422078E+004    2.4966005403E+003    8.1890205633E+003    2.0501929438E+003
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002   -3.1277669055E+003    3.3874488684E+003   -2.0614956446E+003    2.2474445752E+003   -4.8991981997E+003    5.2686855772E+003   -2.3335765744E+003    2.5273211096E+003   -2.7630881814E+003    3.0123214474E+003   -4.2938848820E+003    4.6503834601E+003   -3.5686913864E+003    3.8378346967E+003
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    4.1486593752E+003    2.1657456816E+003    2.7799501153E+003    1.4479527623E+003    6.3809600261E+003    3.3397540258E+003    3.0952480237E+003    1.6158280145E+003    3.7260555600E+003    1.9407371417E+003    5.6953942892E+003    2.9731955486E+003    4.6480416088E+003    2.4327555120E+003
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    2.9752759630E+003    1.4748212492E+003    1.9903060567E+003    9.8331319668E+002    4.5856298214E+003    2.2812438301E+003    2.2198055352E+003    1.1003404098E+003    2.6676705124E+003    1.3179659533E+003    4.0845411002E+003    2.0246753856E+003    3.3402807924E+003    1.6617117485E+003
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002   -1.6772009885E+001    9.8140583213E+002   -1.9252742851E+001    6.5800387250E+002   -4.6486450760E+000    1.5089303035E+003   -1.2513326778E+001    7.3221110427E+002   -2.5805063606E+001    8.8194351912E+002   -2.3025078870E+001    1.3473010595E+003   -3.3861825884E+000    1.0991403812E+003
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002   -1.4551560819E+003    9.2560170337E+002   -9.8522640090E+002    6.1844365590E+002   -2.2105276329E+003    1.4287065837E+003   -1.0856685448E+003    6.9057654148E+002   -1.3205302817E+003    8.2891970254E+002   -1.9976785002E+003    1.2706916087E+003   -1.6102004045E+003    1.0407035337E+003
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    1.7761450818E+003    7.1277609281E+002    1.2004651108E+003    4.7713278531E+002    2.7043446961E+003    1.0975934970E+003    1.3251532741E+003    5.3179077699E+002    1.6090215706E+003    6.3951624808E+002    2.4383410737E+003    9.7851872650E+002    1.9699083870E+003    7.9951296086E+002
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    6.6060485492E+002    5.0621176295E+002    4.4419356473E+002    3.3908033545E+002    1.0112788127E+003    7.7926972628E+002    4.9286665564E+002    3.7767645332E+002    5.9536676306E+002    4.5448015857E+002    9.0689660873E+002    6.9494150353E+002    7.3663931138E+002    5.6763842704E+002
