#labels: pth_lower[1]   pth_center[2]   pth_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3893794
#overflow:lower center upper    8.6442032069E+001    3.8325920000E-001    5.8193613516E+001    2.5774105851E-001    1.3242883751E+002    5.8830725872E-001    6.4493009604E+001    2.8594352394E-001    7.7998751131E+001    3.4545853857E-001    1.1867001151E+002    5.2614882581E-001    9.6464285064E+001    4.2853686689E-001
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    2.5838594351E+002    2.4583348703E+001    1.7755513361E+002    1.6846951224E+001    3.8680065257E+002    3.6927263711E+001    1.9277759601E+002    1.8341241015E+001    2.3798279298E+002    2.2580504568E+001    3.5471936690E+002    3.3748700761E+001    2.8175470777E+002    2.6898688838E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    3.5784124157E+002    3.1964760215E+001    2.4575978541E+002    2.1900405786E+001    5.3601557589E+002    4.8012986477E+001    2.6697959404E+002    2.3848393405E+001    3.2939965715E+002    2.9353810450E+001    4.9125434975E+002    4.3882106560E+001    3.9044637320E+002    3.4973790463E+001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    4.2158956877E+002    4.0732995286E+001    2.8899759183E+002    2.7719887157E+001    6.3284305060E+002    6.1650068873E+001    3.1454119549E+002    3.0390232544E+001    3.8735266433E+002    3.7153846429E+001    5.7876981579E+002    5.5919382083E+001    4.6097778689E+002    4.4907362550E+001
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    5.3192087196E+002    4.3731845928E+001    3.6457719068E+002    2.9773365439E+001    7.9872209955E+002    6.6167716499E+001    3.9685760599E+002    3.2627626768E+001    4.8865440460E+002    3.9906188684E+001    7.3023567916E+002    6.0036287154E+001    5.8180799400E+002    4.8198123510E+001
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    6.5755443992E+002    7.3669889590E+001    4.5137863573E+002    5.0331166681E+001    9.8549382962E+002    1.1098442702E+002    4.9059079008E+002    5.4963919555E+001    6.0499714224E+002    6.7460463560E+001    9.0270891468E+002    1.0113606120E+002    7.1785692225E+002    8.0843671264E+001
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    7.8180631002E+002    7.5152693396E+001    5.3392825408E+002    5.0853428919E+001    1.1785050740E+003    1.1447456848E+002    5.8329311162E+002    5.6070215622E+001    7.1564102134E+002    6.8160468249E+001    1.0732853172E+003    1.0317169526E+002    8.5845085969E+002    8.3385972526E+001
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    5.8919764059E+002    3.2318574798E+001    4.0312860237E+002    2.1828834094E+001    8.8635232537E+002    4.9335143921E+001    4.3959088170E+002    2.4112368774E+001    5.4032608786E+002    2.9257880635E+001    8.0886681069E+002    4.4367833002E+001    6.4563991492E+002    3.5936881094E+001
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    6.3906534264E+002    1.2259473396E+002    4.3383707030E+002    8.0156215140E+001    9.6998637140E+002    1.9384135248E+002    4.7679637202E+002    9.1465958927E+001    5.8148562417E+002    1.0743592464E+002    8.7732657077E+002    1.6830144019E+002    7.0656092435E+002    1.4119860775E+002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    5.5348729727E+002    2.5099164879E+001    3.7757635821E+002    1.6700644008E+001    8.3556100550E+002    3.9014280198E+001    4.1294796899E+002    1.8726083166E+001    5.0607760229E+002    2.2384404353E+001    7.5984266408E+002    3.4456827468E+001    6.0864232097E+002    2.8418920814E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    4.4839648284E+002    1.8327954866E+001    3.0590697885E+002    1.2250259474E+001    6.7683229481E+002    2.8343017738E+001    3.3454140285E+002    1.3674192299E+001    4.1001685358E+002    1.6419412410E+001    6.1557108856E+002    2.5161123157E+001    4.9302058869E+002    2.0645721839E+001
