#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3893794
#overflow:lower center upper    8.4558900292E+001    3.7090366465E-001    5.6899621107E+001    2.4906769387E-001    1.2960966375E+002    5.7025642625E-001    6.3088035277E+001    2.7672525777E-001    7.6264371947E+001    3.3383335207E-001    1.1608479614E+002    5.0918680530E-001    9.4410732482E+001    4.1538821526E-001
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    1.0108165881E+002    1.8908828407E+001    6.9927100623E+001    1.3059646809E+001    1.5019195773E+002    2.8149132660E+001    7.5415399618E+001    1.4107572703E+001    9.3725517102E+001    1.7504259999E+001    1.3876769584E+002    2.5958562413E+001    1.0940336031E+002    2.0504491381E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    2.9700165343E+002    3.0207128128E+001    2.0478231506E+002    2.0642213163E+001    4.4292174314E+002    4.5504372446E+001    2.2158815600E+002    2.2537052378E+001    2.7447625028E+002    2.7667414859E+001    4.0773208110E+002    4.1469180637E+001    3.2263463227E+002    3.3146456904E+001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    5.7753937545E+002    7.4209878777E+001    3.9772409483E+002    5.0707319668E+001    8.6248031222E+002    1.1180448492E+002    4.3089283761E+002    5.5366796801E+001    5.3308225452E+002    6.7964633374E+001    7.9286202198E+002    1.0187737328E+002    6.2825097816E+002    8.1441020763E+001
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    6.4254323846E+002    6.8295799336E+001    4.4163480459E+002    4.6642419933E+001    9.6166524910E+002    1.0293383751E+002    4.7939117414E+002    5.0954397265E+001    5.9193717546E+002    6.2516318969E+001    8.8210112230E+002    9.3758361518E+001    7.0049962283E+002    7.4979432206E+001
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    7.5393608880E+002    7.4424759535E+001    5.1516560769E+002    5.0244568602E+001    1.1357595456E+003    1.1364632685E+002    5.6249958789E+002    5.5527115878E+001    6.9049284960E+002    6.7344393402E+001    1.0350243069E+003    1.0217236753E+002    8.2731400978E+002    8.2782661816E+001
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    6.5478215773E+002    3.6050772445E+001    4.4828499192E+002    2.4365721885E+001    9.8430133736E+002    5.4986199475E+001    4.8852243493E+002    2.6896901402E+001    6.0085063305E+002    3.2658152031E+001    8.9890304904E+002    4.9491497117E+001    7.1698828279E+002    4.0053243089E+001
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    7.0162566131E+002    4.2783071176E+001    4.8010191142E+002    2.9095834391E+001    1.0553225193E+003    6.4808071500E+001    5.2347161942E+002    3.1919761187E+001    6.4349586223E+002    3.8998072271E+001    9.6321110585E+002    5.8733782943E+001    7.6872178487E+002    4.7207726061E+001
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    6.9338063944E+002    1.2150174070E+002    4.6980880814E+002    7.9393689644E+001    1.0547585414E+003    1.9223665728E+002    5.1732014123E+002    9.0650494236E+001    6.2969968853E+002    1.0641388747E+002    9.5189211188E+002    1.6680094882E+002    7.6831097008E+002    1.4002970997E+002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    5.2877379607E+002    1.7826894171E+001    3.6107174271E+002    1.2022370933E+001    7.9731657344E+002    2.7283774562E+001    3.9450962329E+002    1.3300358974E+001    4.8395594118E+002    1.6113966151E+001    7.2591528637E+002    2.4473253182E+001    5.8078417567E+002    1.9874144155E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    4.6873581057E+002    1.7715744401E+001    3.1988871726E+002    1.1913450641E+001    7.0726910277E+002    2.7197262738E+001    3.4971624809E+002    1.3217431919E+001    4.2875702229E+002    1.5967976820E+001    6.4349348000E+002    2.4320663705E+001    5.1519147665E+002    1.9811126905E+001
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    4.1045910708E+002    1.8381187551E+001    2.8000018606E+002    1.2274485424E+001    6.1963044144E+002    2.8446506982E+001    3.0623693707E+002    1.3713908348E+001    3.7529315521E+002    1.6451883222E+001    5.6348961026E+002    2.5234202458E+001    4.5135341111E+002    2.0721105843E+001
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    3.3523060831E+002    9.4611931397E+000    2.2848581140E+002    6.3471079484E+000    5.0657910177E+002    1.4583853193E+001    2.5011016428E+002    7.0588440070E+000    3.0624680036E+002    8.5072306625E+000    4.6021384729E+002    1.2988587518E+001    3.6900415197E+002    1.0623222239E+001
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    2.8384099408E+002    1.3284714161E+001    1.9341950878E+002    8.6234566776E+000    4.2902451366E+002    2.1221151809E+001    2.1176919976E+002    9.9115115349E+000    2.5924631961E+002    1.1558293267E+001    3.8966476409E+002    1.8237622886E+001    3.1251156292E+002    1.5457986916E+001
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    2.3742757013E+002    8.6707894707E+000    1.6196800696E+002    5.8219884034E+000    3.5838172253E+002    1.3323888864E+001    1.7714089077E+002    6.4691365442E+000    2.1709087137E+002    7.8033962342E+000    3.2594713250E+002    1.1903499509E+001    2.6105368962E+002    9.7054345390E+000
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    1.9341131667E+002    5.6739900929E+000    1.3208538584E+002    3.8817295347E+000    2.9159496926E+002    8.5415130480E+000    1.4430107212E+002    4.2332727354E+000    1.7703824381E+002    5.2028055597E+000    2.6552040282E+002    7.7894104696E+000    2.1240464515E+002    6.2218393294E+000
