ROI,RSN_label_numeric,RSN,mni_coords
151,7,visual,"(-15.02, -72.42, -7.68)"
150,7,visual,"(26.93, -59.37, -9.36)"
149,7,visual,"(-23.94, -90.98, 18.96)"
148,7,visual,"(19.81, -65.56, 1.72)"
147,7,visual,"(-28.07, -79.45, 19.43)"
146,7,visual,"(-8.43, -80.5, 7.44)"
145,7,visual,"(8.45, -71.84, 10.79)"
144,7,visual,"(39.98, -72.49, 14.36)"
143,7,visual,"(17.53, -46.86, -9.88)"
202,8,fronto_parietal_task_control,"(-2.98, 26.41, 44.42)"
201,8,fronto_parietal_task_control,"(-42.1, 24.68, 29.53)"
200,8,fronto_parietal_task_control,"(43.25, 49.25, -2.31)"
199,8,fronto_parietal_task_control,"(33.38, -53.12, 44.02)"
198,8,fronto_parietal_task_control,"(-41.68, 45.16, -2.31)"
197,8,fronto_parietal_task_control,"(-34.16, 54.83, 4.36)"
196,8,fronto_parietal_task_control,"(39.87, 18.39, 39.72)"
195,8,fronto_parietal_task_control,"(-42.09, -54.98, 44.74)"
194,8,fronto_parietal_task_control,"(37.45, -64.7, 40.38)"
193,8,fronto_parietal_task_control,"(31.83, 14.37, 55.98)"
192,8,fronto_parietal_task_control,"(43.93, -52.95, 46.95)"
191,8,fronto_parietal_task_control,"(-28.4, -57.93, 47.78)"
190,8,fronto_parietal_task_control,"(49.18, -42.41, 45.16)"
189,8,fronto_parietal_task_control,"(38.37, 43.18, 15.06)"
188,8,fronto_parietal_task_control,"(-42.23, 38.21, 21.35)"
187,8,fronto_parietal_task_control,"(-41.06, 5.81, 32.72)"
186,8,fronto_parietal_task_control,"(47.01, 9.93, 32.66)"
181,8,fronto_parietal_task_control,"(33.6, 54.22, -12.95)"
180,8,fronto_parietal_task_control,"(24.07, 44.61, -15.35)"
179,8,fronto_parietal_task_control,"(58.31, -52.79, -13.61)"
178,8,fronto_parietal_task_control,"(-22.53, 10.76, 63.73)"
177,8,fronto_parietal_task_control,"(-52.6, -48.83, 42.5)"
176,8,fronto_parietal_task_control,"(-46.5, 10.85, 23.04)"
175,8,fronto_parietal_task_control,"(47.98, 24.56, 26.5)"
174,8,fronto_parietal_task_control,"(-43.93, 1.8, 45.7)"
264,12,attention,"(28.56, -4.62, 53.99)"
263,12,attention,"(-16.5, -58.57, 64.46)"
262,12,attention,"(-42.26, -60.12, -8.85)"
261,12,attention,"(-32.23, -1.08, 54.06)"
260,12,attention,"(-26.6, -70.72, 36.86)"
259,12,attention,"(-32.56, -46.42, 47.2)"
258,12,attention,"(25.34, -58.18, 60.34)"
257,12,attention,"(46.09, -58.93, 3.93)"
256,12,attention,"(21.9, -64.74, 48.12)"
252,12,attention,"(-52.44, -63.14, 5.29)"
251,12,attention,"(9.61, -61.5, 60.88)"
242,11,attention,"(-49.07, 25.13, -0.98)"
241,11,attention,"(52.68, 32.58, 0.57)"
240,11,attention,"(55.75, -46.07, 11.42)"
239,11,attention,"(51.28, -28.52, -4.3)"
238,11,attention,"(51.52, -32.52, 7.55)"
237,11,attention,"(-55.3, -39.89, 13.51)"
236,11,attention,"(-56.47, -50.48, 9.92)"
235,11,attention,"(53.9, -42.76, 21.83)"
138,11,attention,"(-9.88, 10.95, 66.61)"
220,9,salience,"(-39.12, 50.79, 17.38)"
219,9,salience,"(26.07, 49.56, 26.58)"
218,9,salience,"(31.07, 55.71, 14.49)"
217,9,salience,"(10.26, 22.06, 27.48)"
216,9,salience,"(5.23, 23.22, 37.03)"
215,9,salience,"(-0.2, 30.35, 27.22)"
214,9,salience,"(-27.5, 52.04, 21.28)"
213,9,salience,"(-0.94, 14.86, 43.99)"
212,9,salience,"(-10.76, 25.99, 24.54)"
211,9,salience,"(33.56, 16.45, -7.58)"
210,9,salience,"(36.89, 32.35, -2.24)"
209,9,salience,"(35.91, 21.91, 2.62)"
208,9,salience,"(-35.44, 20.03, 0.07)"
207,9,salience,"(47.6, 22.16, 9.74)"
206,9,salience,"(31.24, 32.79, 26.39)"
205,9,salience,"(42.05, -0.39, 47.1)"
204,9,salience,"(55.27, -44.59, 36.7)"
203,9,salience,"(10.51, -38.54, 50.02)"
60,3,cingulo_opercular_task_control,"(35.83, 10.32, 1.18)"
59,3,cingulo_opercular_task_control,"(-5.33, 17.8, 34.41)"
58,3,cingulo_opercular_task_control,"(-51.26, 8.26, -2.06)"
57,3,cingulo_opercular_task_control,"(-34.37, 3.29, 4.19)"
56,3,cingulo_opercular_task_control,"(49.4, 8.32, -1.12)"
55,3,cingulo_opercular_task_control,"(-44.76, 0.1, 8.83)"
54,3,cingulo_opercular_task_control,"(6.52, 7.69, 50.58)"
53,3,cingulo_opercular_task_control,"(13.21, -1.36, 69.98)"
52,3,cingulo_opercular_task_control,"(36.73, 0.78, -3.57)"
51,3,cingulo_opercular_task_control,"(-10.48, -2.1, 42.02)"
50,3,cingulo_opercular_task_control,"(-16.14, -4.82, 70.83)"
49,3,cingulo_opercular_task_control,"(19.33, -7.71, 63.88)"
48,3,cingulo_opercular_task_control,"(54.22, -27.83, 33.64)"
47,3,cingulo_opercular_task_control,"(-2.88, 2.38, 53.21)"
234,10,subcortical,"(8.62, -3.57, 5.76)"
233,10,subcortical,"(14.98, 4.94, 7.24)"
232,10,subcortical,"(-31.38, -11.48, -0.3)"
231,10,subcortical,"(28.52, 0.82, 4.01)"
230,10,subcortical,"(23.26, 10.19, 1.46)"
229,10,subcortical,"(30.5, -13.92, 1.65)"
228,10,subcortical,"(-15.41, 3.57, 7.99)"
227,10,subcortical,"(-21.97, 7.48, -4.78)"
226,10,subcortical,"(-5.33, -28.08, -4.13)"
225,10,subcortical,"(11.75, -17.18, 7.54)"
224,10,subcortical,"(-10.28, -18.48, 7.04)"
223,10,subcortical,"(-1.77, -13.05, 11.82)"
222,10,subcortical,"(6.3, -23.68, -0.42)"
73,4,auditory,"(-30.12, -27.02, 12.2)"
72,4,auditory,"(59.4, -17.34, 28.69)"
71,4,auditory,"(55.96, -5.03, 13.25)"
70,4,auditory,"(-55.22, -9.42, 11.73)"
69,4,auditory,"(-52.92, -21.83, 22.97)"
68,4,auditory,"(-49.77, -34.36, 25.74)"
67,4,auditory,"(43.45, -22.93, 19.85)"
66,4,auditory,"(-49.14, -26.3, 5.18)"
65,4,auditory,"(-60.48, -25.22, 13.82)"
64,4,auditory,"(-38.43, -33.34, 16.98)"
63,4,auditory,"(57.88, -15.62, 7.49)"
62,4,auditory,"(65.43, -33.2, 19.97)"
61,4,auditory,"(31.75, -26.33, 12.91)"
