ROI,RSN_label_numeric,RSN,mni_coords
139,5,default_mode,"(49.26, 35.47, -12.2)"
137,5,default_mode,"(-46.17, 31.26, -13.03)"
131,5,default_mode,"(-49.3, -42.15, 0.83)"
130,5,default_mode,"(46.68, -50.08, 28.76)"
129,5,default_mode,"(-52.89, 2.55, -27.06)"
128,5,default_mode,"(51.9, 6.81, -29.61)"
127,5,default_mode,"(28.46, -76.56, -31.64)"
126,5,default_mode,"(-33.93, -38.06, -15.6)"
125,5,default_mode,"(26.94, -37.34, -12.76)"
124,5,default_mode,"(-26.44, -39.95, -8.26)"
123,5,default_mode,"(52.16, -2.43, -16.4)"
122,5,default_mode,"(12.25, 35.63, 20.3)"
121,5,default_mode,"(13.08, 29.99, 58.65)"
120,5,default_mode,"(-68.3, -41.41, -5.14)"
119,5,default_mode,"(64.8, -30.55, -8.7)"
118,5,default_mode,"(-57.75, -29.7, -3.94)"
117,5,default_mode,"(-55.72, -12.96, -10.24)"
116,5,default_mode,"(64.64, -11.8, -19.3)"
115,5,default_mode,"(-7.55, 48.08, 23.18)"
114,5,default_mode,"(-20.16, 63.65, 19.39)"
113,5,default_mode,"(-2.5, 41.7, 16.05)"
112,5,default_mode,"(-2.06, 37.85, 36.34)"
111,5,default_mode,"(-11.06, 44.62, 7.61)"
110,5,default_mode,"(7.51, 42.49, -5.35)"
109,5,default_mode,"(-3.06, 44.41, -9.46)"
108,5,default_mode,"(8.8, 54.23, 3.45)"
107,5,default_mode,"(-7.04, 50.82, -1.29)"
106,5,default_mode,"(6.11, 63.98, 21.96)"
105,5,default_mode,"(5.94, 54.42, 16.18)"
104,5,default_mode,"(-19.78, 45.07, 39.48)"
103,5,default_mode,"(-10.33, 54.63, 38.71)"
102,5,default_mode,"(12.73, 54.87, 38.19)"
101,5,default_mode,"(22.11, 39.21, 38.9)"
100,5,default_mode,"(-35.36, 19.86, 50.8)"
99,5,default_mode,"(-16.4, 28.52, 53.05)"
98,5,default_mode,"(-10.09, 39.09, 52.29)"
97,5,default_mode,"(23.33, 33.07, 47.68)"
96,5,default_mode,"(52.04, -59.37, 35.52)"
95,5,default_mode,"(10.77, -53.83, 17.09)"
94,5,default_mode,"(-2.2, -36.68, 43.85)"
93,5,default_mode,"(15.12, -63.09, 25.98)"
92,5,default_mode,"(7.94, -48.37, 30.57)"
91,5,default_mode,"(-2.94, -48.79, 12.87)"
90,5,default_mode,"(-11.29, -56.2, 15.6)"
89,5,default_mode,"(5.91, -58.82, 35.45)"
88,5,default_mode,"(-6.84, -54.9, 27.05)"
87,5,default_mode,"(-39.05, -74.95, 43.72)"
86,5,default_mode,"(-44.45, -64.64, 34.78)"
83,5,default_mode,"(-68.47, -22.66, -15.74)"
82,5,default_mode,"(45.64, 16.2, -30.02)"
81,5,default_mode,"(-43.58, 11.99, -34.15)"
80,5,default_mode,"(43.43, -72.21, 28.0)"
79,5,default_mode,"(-45.79, -60.69, 20.85)"
78,5,default_mode,"(-17.65, 63.19, -9.17)"
77,5,default_mode,"(-12.6, -39.64, 0.93)"
76,5,default_mode,"(8.36, 47.59, -15.18)"
75,5,default_mode,"(5.55, 66.69, -3.55)"
74,5,default_mode,"(-40.5, -75.27, 25.8)"
255,1,sensorimotor,"(47.21, -29.75, 48.7)"
46,2,sensorimotor,"(65.64, -7.88, 24.83)"
45,2,sensorimotor,"(-52.84, -10.23, 24.41)"
44,2,sensorimotor,"(51.14, -5.8, 32.42)"
43,2,sensorimotor,"(36.04, -9.44, 13.95)"
42,2,sensorimotor,"(-49.47, -11.06, 34.95)"
41,1,sensorimotor,"(37.74, -17.3, 45.01)"
40,1,sensorimotor,"(3.45, -17.44, 58.45)"
39,1,sensorimotor,"(2.4, -27.94, 60.15)"
38,1,sensorimotor,"(-16.25, -45.8, 73.22)"
37,1,sensorimotor,"(-38.24, -14.57, 68.72)"
36,1,sensorimotor,"(42.14, -20.24, 54.59)"
35,1,sensorimotor,"(-12.96, -17.34, 74.66)"
34,1,sensorimotor,"(-20.66, -31.33, 60.85)"
33,1,sensorimotor,"(-45.1, -31.85, 46.63)"
32,1,sensorimotor,"(22.45, -42.29, 68.99)"
31,1,sensorimotor,"(10.09, -17.1, 74.14)"
30,1,sensorimotor,"(-29.1, -43.0, 60.66)"
29,1,sensorimotor,"(44.34, -7.55, 56.98)"
28,1,sensorimotor,"(20.21, -28.8, 59.8)"
27,1,sensorimotor,"(-38.28, -27.17, 69.45)"
26,1,sensorimotor,"(50.24, -20.37, 41.74)"
25,1,sensorimotor,"(28.54, -39.24, 59.17)"
24,1,sensorimotor,"(-39.63, -19.04, 54.21)"
23,1,sensorimotor,"(-22.5, -30.1, 72.44)"
22,1,sensorimotor,"(9.94, -45.52, 72.63)"
21,1,sensorimotor,"(28.88, -16.95, 70.55)"
20,1,sensorimotor,"(-53.52, -22.54, 43.1)"
19,1,sensorimotor,"(13.19, -32.82, 74.98)"
18,1,sensorimotor,"(-6.79, -33.09, 72.27)"
17,1,sensorimotor,"(-6.9, -20.59, 65.21)"
16,1,sensorimotor,"(9.5, -1.84, 44.73)"
15,1,sensorimotor,"(0.05, -14.53, 46.74)"
14,1,sensorimotor,"(-13.74, -17.95, 39.84)"
13,1,sensorimotor,"(-7.12, -52.22, 60.71)"
173,7,visual,"(36.51, -81.16, 1.2)"
172,7,visual,"(-33.0, -79.02, -13.24)"
171,7,visual,"(-26.39, -90.23, 3.12)"
170,7,visual,"(6.21, -81.41, 6.11)"
169,7,visual,"(36.76, -84.11, 12.99)"
168,7,visual,"(-40.21, -88.44, -6.19)"
167,7,visual,"(-2.88, -81.25, 21.1)"
166,7,visual,"(-16.21, -76.97, 33.82)"
165,7,visual,"(25.66, -79.47, -15.56)"
164,7,visual,"(-42.1, -73.62, 0.38)"
163,7,visual,"(5.59, -71.65, 23.52)"
162,7,visual,"(24.41, -87.21, 24.01)"
161,7,visual,"(41.6, -65.5, -8.27)"
160,7,visual,"(-15.85, -52.34, -1.43)"
159,7,visual,"(15.18, -76.68, 31.0)"
158,7,visual,"(19.64, -85.62, -2.39)"
157,7,visual,"(28.68, -76.62, 25.42)"
156,7,visual,"(15.27, -87.09, 36.89)"
155,7,visual,"(-14.22, -90.66, 31.4)"
154,7,visual,"(-46.54, -75.95, -9.95)"
153,7,visual,"(42.52, -78.17, -11.78)"
152,7,visual,"(-17.87, -68.03, 4.81)"
