#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3497294
#overflow:lower center upper    8.5296693050E+001    9.8863919029E-001    5.7418792271E+001    6.6323397797E-001    1.3068046750E+002    1.5211958561E+000    6.3638490586E+001    7.3760779644E-001    7.6960233572E+001    8.8895359583E-001    1.1709765844E+002    1.3572312136E+000    9.5190731159E+001    1.1080748987E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    8.0746280574E+001    4.1592726009E+001    5.5738520458E+001    2.8721421463E+001    1.2027990173E+002    6.1941005822E+001    6.0243501036E+001    3.1031663807E+001    7.4708111818E+001    3.8496234715E+001    1.1085072638E+002    5.7099644189E+001    8.7614714032E+001    4.5119287878E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    2.1883232839E+002    4.5004525247E+001    1.5076197672E+002    3.0942625283E+001    3.2659196150E+002    6.7320250715E+001    1.6326728003E+002    3.3577152335E+001    2.0207107261E+002    4.1473384843E+001    3.0041907052E+002    6.1783456509E+001    2.3789727877E+002    4.9037656585E+001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    3.5870620450E+002    5.0175996266E+001    2.4625523127E+002    3.4256119878E+001    5.3741236788E+002    7.5631079307E+001    2.6762492896E+002    3.7435503673E+001    3.3006371899E+002    4.5914567039E+001    4.9244179477E+002    6.8882994901E+001    3.9146382939E+002    5.5091459921E+001
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    6.8723976633E+002    1.2921960782E+002    4.7087971729E+002    8.8105601287E+001    1.0321319378E+003    1.9514886221E+002    5.1273853459E+002    9.6408670740E+001    6.3113506211E+002    1.1809073974E+002    9.4346175149E+002    1.7739625017E+002    7.5182921897E+002    1.4215102865E+002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    1.0119772963E+003    2.9488890575E+002    6.9442229310E+002    2.0238826104E+002    1.5171771709E+003    4.4206890087E+002    7.5501998192E+002    2.2001186894E+002    9.3075628659E+002    2.7126742354E+002    1.3892704107E+003    4.0483164268E+002    1.1051475937E+003    3.2201340187E+002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    6.5304506946E+002    1.0134871449E+002    4.4487606680E+002    6.7763363767E+001    9.8709088681E+002    1.5636456835E+002    4.8722642132E+002    7.5614645565E+001    5.9628154229E+002    9.0825391773E+001    8.9651832625E+002    1.3913431726E+002    7.1902025633E+002    1.1389963530E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    7.3720112299E+002    1.2144077135E+002    5.0149358055E+002    8.2008082531E+001    1.1161970016E+003    1.8551925260E+002    5.5001389911E+002    9.0605005982E+001    6.7216779677E+002    1.0991804141E+002    1.0120500832E+003    1.6671724841E+002    8.1306419191E+002    1.3513659415E+002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    4.9555418012E+002    3.9549626970E+001    3.3883044657E+002    2.6779007117E+001    7.4598776345E+002    6.0203185408E+001    3.6972500221E+002    2.9507340479E+001    4.5414522455E+002    3.5892754986E+001    6.8031047917E+002    5.4294821342E+001    5.4339506125E+002    4.3853418548E+001
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    5.4194766658E+002    4.5176658859E+001    3.7087142317E+002    3.0668776868E+001    8.1522810819E+002    6.8607675537E+001    4.0433843616E+002    3.3705578454E+001    4.9709076459E+002    4.1106337102E+001    7.4400074004E+002    6.2019766291E+001    5.9383135955E+002    4.9975447155E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    3.7581299478E+002    2.5058583102E+001    2.5711569545E+002    1.7082114505E+001    5.6543820262E+002    3.7867081970E+001    2.8038803001E+002    1.8695805756E+001    3.4462034456E+002    2.2895701394E+001    5.1592646942E+002    3.4401115684E+001    4.1187850766E+002    2.7583274599E+001
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    3.5931864322E+002    2.2623704953E+001    2.4610460034E+002    1.5433167003E+001    5.3988748891E+002    3.4151803849E+001    2.6808185964E+002    1.6879182336E+001    3.2986182356E+002    2.0685564609E+001    4.9328256758E+002    3.1058447642E+001    3.9326676586E+002    2.4876978488E+001
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    3.9404495363E+002    4.2259638250E+001    2.6935883058E+002    2.8602548523E+001    5.9331629029E+002    6.4324650255E+001    2.9399060122E+002    3.1529236302E+001    3.6103020798E+002    3.8336905532E+001    5.4095580659E+002    5.8015199752E+001    4.3218556349E+002    4.6855590638E+001
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    2.6967642899E+002    1.3766277363E+001    1.8443365588E+002    9.4257575314E+000    4.0589433199E+002    2.0701128530E+001    2.0120124560E+002    1.0270798094E+001    2.4720229517E+002    1.2633642620E+001    3.7021925752E+002    1.8898726164E+001    2.9566299369E+002    1.5079189709E+001
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    2.5262278176E+002    1.8679168742E+001    1.7301013207E+002    1.2842574968E+001    3.7965840210E+002    2.7954499634E+001    1.8847779373E+002    1.3936227321E+001    2.3189098286E+002    1.7213311706E+001    3.4680753912E+002    2.5643279276E+001    2.7655212427E+002    2.0362716100E+001
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    1.9984485970E+002    1.3753284959E+001    1.3638441074E+002    9.3659266468E+000    3.0151723587E+002    2.0797663511E+001    1.4910103508E+002    1.0261104670E+001    1.8280036363E+002    1.2553449382E+001    2.7435254856E+002    1.8880889832E+001    2.1963225790E+002    1.5149508063E+001
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    1.5656221167E+002    1.0020706921E+001    1.0712104648E+002    6.9307281384E+000    2.3554013726E+002    1.4899295518E+001    1.1680854764E+002    7.4762882391E+000    1.4357774574E+002    9.2894753662E+000    2.1493293270E+002    1.3756703507E+001    1.7157298495E+002    1.0852997860E+001
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    1.4785141738E+002    1.6782750007E+001    1.0096902458E+002    1.1437541652E+001    2.2291453872E+002    2.5360646028E+001    1.1030956414E+002    1.2521339810E+001    1.3533199512E+002    1.5330100865E+001    2.0297451346E+002    2.3039823206E+001    1.6237620153E+002    1.8473292025E+001
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001    1.2012636471E+002    1.4210022051E+001    8.1947685309E+001    9.6681266663E+000    1.8134640391E+002    2.1511921119E+001    8.9624348338E+001    1.0601868867E+001    1.0983708909E+002    1.2958497680E+001    1.6491279464E+002    1.9507911139E+001    1.3209699285E+002    1.5669790132E+001
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001    8.3829149036E+001    3.8098252746E+000    5.7220616692E+001    2.6002154247E+000    1.2645689671E+002    5.7511856051E+000    6.2543579604E+001    2.8424493518E+000    7.6694612540E+001    3.4851514374E+000    1.1508297344E+002    5.2302334680E+000    9.2114182699E+001    4.1892990840E+000
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000    6.8570225848E+001    4.0347879110E+000    4.6769946518E+001    2.7530117467E+000    1.0351573899E+002    6.0872040890E+000    5.1159142471E+001    3.0102903560E+000    6.2687246906E+001    3.6899492078E+000    9.4135101821E+001    5.5390683949E+000    7.5403302956E+001    4.4340628638E+000
