#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3497294
#overflow:lower center upper   -1.6092965352E+000    1.1205415693E-001   -1.1042588926E+000    7.6831152424E-002   -2.4129989238E+000    1.6818068111E-001   -1.2006702575E+000    8.3601803961E-002   -1.4800733164E+000    1.0297923732E-001   -2.2092867761E+000    1.5383104462E-001   -1.7576852627E+000    1.2250677020E-001
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -1.3076727639E+002    3.1000869984E+001   -9.0274024982E+001    2.1435379049E+001   -1.9474288414E+002    4.6097534414E+001   -9.7563361368E+001    2.3129250409E+001   -1.2099714698E+002    2.8730520324E+001   -1.7952093238E+002    4.2558851402E+001   -1.4185530465E+002    3.3578530056E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002   -9.9588297275E+001    5.0235204861E+001   -6.7619863882E+001    3.4428943465E+001   -1.5102004298E+002    7.5397792366E+001   -7.4301226601E+001    3.7479678253E+001   -9.0633054313E+001    4.6146207990E+001   -1.3671756784E+002    6.8964278097E+001   -1.1000655711E+002    5.4921528218E+001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002   -1.1757665814E+002    1.4095019494E+002   -8.0601990510E+001    9.6738730942E+001   -1.7654579056E+002    2.1127278415E+002   -8.7722053276E+001    1.0516067309E+002   -1.0803341155E+002    1.2966199800E+002   -1.6141248696E+002    1.9350032449E+002   -1.2860011299E+002    1.5389607324E+002
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    2.7492031115E+002    1.2400499463E+002    1.8898572869E+002    8.4724713297E+001    4.1134693368E+002    1.8684091911E+002    2.0511362173E+002    9.2518131724E+001    2.5330358314E+002    1.1355922803E+002    3.7741820393E+002    1.7023748502E+002    2.9963479721E+002    1.3609932717E+002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    1.3121354612E+002    2.4022901341E+002    9.1573459463E+001    1.6442541375E+002    1.9285988386E+002    3.6126275506E+002    9.7896316036E+001    1.7923100254E+002    1.2273882035E+002    2.2038461184E+002    1.8013358381E+002    3.2979303128E+002    1.4048368290E+002    2.6315230159E+002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002   -1.1995872669E+002    1.8896189937E+002   -8.2969148933E+001    1.2897974852E+002   -1.7822474742E+002    2.8507005602E+002   -8.9499276303E+001    1.4098143344E+002   -1.1120618927E+002    1.7287565934E+002   -1.6468265652E+002    2.5941211973E+002   -1.2982310473E+002    2.0765174462E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    1.9169147143E+002    1.0027920414E+002    1.2707299656E+002    6.7070394650E+001    2.9856631292E+002    1.5478455174E+002    1.4301792325E+002    7.4816701101E+001    1.7031997903E+002    8.9896583224E+001    2.6315935172E+002    1.3766606389E+002    2.1748273610E+002    1.1274871398E+002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002   -3.5735995835E+001    6.6239559179E+001   -2.3152952026E+001    4.4241350393E+001   -5.7053308380E+001    1.0235972399E+002   -2.6662051637E+001    4.9420269561E+001   -3.1032638015E+001    5.9298089095E+001   -4.9059363084E+001    9.0935498182E+001   -4.1558973914E+001    7.4561234399E+001
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    2.5977572504E+001    6.0435228900E+001    1.9051797197E+001    4.0268834457E+001    3.5899361617E+001    9.3750339833E+001    1.9381448965E+001    4.5089752110E+001    2.5535729755E+001    5.3973599634E+001    3.5662729741E+001    8.2967153100E+001    2.6149940737E+001    6.8289956152E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001   -5.6367585186E+001    3.3663452806E+001   -3.8232372124E+001    2.2849330715E+001   -8.5566955222E+001    5.1111242929E+001   -4.2054948567E+001    2.5115760622E+001   -5.1244064396E+001    3.0625684714E+001   -7.7382979351E+001    4.6214118714E+001   -6.2328986013E+001    3.7230633454E+001
