#labels: pth_lower[1]   pth_center[2]   pth_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3497294
#overflow:lower center upper    8.6905989585E+001    9.9457447049E-001    5.8523051163E+001    6.6740313616E-001    1.3309346642E+002    1.5298604805E+000    6.4839160843E+001    7.4203601352E-001    7.8440306888E+001    8.9454165115E-001    1.1930694521E+002    1.3653793303E+000    9.6948416422E+001    1.1143864152E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    2.1151355696E+002    5.0183687629E+001    1.4601254544E+002    3.4687901402E+001    3.1502278586E+002    7.4651487754E+001    1.5780686240E+002    3.7441242076E+001    1.9570525880E+002    4.6493297550E+001    2.9037165876E+002    6.8893553818E+001    2.2947001869E+002    5.4377902357E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    3.1842062566E+002    5.8829161994E+001    2.1838184060E+002    4.0310360247E+001    4.7761200448E+002    8.8311055160E+001    2.3756850663E+002    4.3891491426E+001    2.9270412692E+002    5.4029257971E+001    4.3713663836E+002    8.0762300049E+001    3.4790383588E+002    6.4327853054E+001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    4.7628286264E+002    1.3349191452E+002    3.2685722178E+002    9.1695433742E+001    7.1395815843E+002    1.9991604335E+002    3.5534698224E+002    9.9596170047E+001    4.3809713054E+002    1.2290230636E+002    6.5385428173E+002    1.8326139093E+002    5.2006394238E+002    1.4562355570E+002
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    4.1231945518E+002    7.5716480311E+001    2.8189398860E+002    5.1342191377E+001    6.2078500412E+002    1.1505495189E+002    3.0762491286E+002    5.6490847970E+001    3.7783147898E+002    6.8815572119E+001    5.6604354756E+002    1.0394567752E+002    4.5219442176E+002    8.3808737476E+001
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    8.8076375019E+002    2.3079028325E+002    6.0284883364E+002    1.5803791284E+002    1.3243172870E+003    3.4689068195E+002    6.5712366588E+002    1.7218891780E+002    8.0801746624E+002    2.1182324122E+002    1.2091368269E+003    3.1683528156E+002    9.6466391080E+002    2.5268334496E+002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    7.7300379615E+002    1.9905886129E+002    5.2784521574E+002    1.3602962801E+002    1.1653156342E+003    2.9987834804E+002    5.7672569762E+002    1.4851461431E+002    7.0748773156E+002    1.8232483705E+002    1.0612009828E+003    2.7327350821E+002    8.4884336106E+002    2.1843845339E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    5.4550965156E+002    1.0237034291E+002    3.7442058399E+002    7.0093474393E+001    8.1763068871E+002    1.5386662791E+002    4.0699597585E+002    7.6376866096E+001    5.0184781774E+002    9.3948513157E+001    7.4889073149E+002    1.4053683700E+002    5.9558145580E+002    1.1208007663E+002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    5.3129017596E+002    6.5388340824E+001    3.6198339860E+002    4.3502665647E+001    8.0304107183E+002    1.0145291906E+002    3.9638705385E+002    4.8785189239E+001    4.8517786257E+002    5.8308006435E+001    7.2936984226E+002    8.9766922090E+001    5.8495403516E+002    7.3900696320E+001
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    5.1597009408E+002    5.8788957462E+001    3.5181962597E+002    3.9218872876E+001    7.7932874657E+002    9.1059404368E+001    3.8495698720E+002    4.3861495472E+001    4.7155503484E+002    5.2566302731E+001    7.0833801029E+002    8.0707106156E+001    5.6768141882E+002    6.6329815364E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    4.3218057997E+002    3.4266305872E+001    2.9534806757E+002    2.3218638732E+001    6.5100515784E+002    5.2109929648E+001    3.2244297857E+002    2.5565539597E+001    3.9586440896E+002    3.1120679996E+001    5.9330944878E+002    4.7041732070E+001    4.7420749368E+002    3.7958100387E+001
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    3.3081035741E+002    2.7485735810E+001    2.2643544371E+002    1.8826413408E+001    4.9742434294E+002    4.1301885909E+001    2.4681228619E+002    2.0506665347E+001    3.0349862732E+002    2.5233640693E+001    4.5414560464E+002    3.7733178025E+001    3.6233560997E+002    3.0085266707E+001
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    3.8413561135E+002    4.1760435501E+001    2.6235530985E+002    2.8266097487E+001    5.7896909240E+002    6.3560397904E+001    2.8659740035E+002    3.1156789161E+001    3.5164316639E+002    3.7885949507E+001    5.2735198754E+002    5.7329880416E+001    4.2173472655E+002    4.6298891221E+001
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    2.7863926594E+002    1.8940352756E+001    1.9085747413E+002    1.2947256353E+001    4.1865008224E+002    2.8528517597E+001    2.0788827408E+002    1.4131092513E+001    2.5581234308E+002    1.7353619497E+001    3.8252368789E+002    2.6001839911E+001    3.0495458267E+002    2.0780844307E+001
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    2.6368613646E+002    2.6027454165E+001    1.8047679159E+002    1.7831887270E+001    3.9655250891E+002    3.9096872015E+001    1.9673198471E+002    1.9418664870E+001    2.4189878411E+002    2.3900645679E+001    3.6199561832E+002    3.5731208665E+001    2.8885818967E+002    2.8479082639E+001
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    1.9182140801E+002    1.2576328034E+001    1.3111871373E+002    8.5926355145E+000    2.8888252845E+002    1.8951005448E+001    1.4311486684E+002    9.3829960408E+000    1.7574258244E+002    1.1516982682E+001    2.6333773225E+002    1.7265130825E+001    2.1042883936E+002    1.3804358826E+001
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    1.6380423639E+002    1.0795727297E+001    1.1199537041E+002    7.4495191681E+000    2.4665457130E+002    1.6099110575E+001    1.2221170579E+002    8.0545184742E+000    1.5011095714E+002    9.9848274841E+000    2.2487498446E+002    1.4820672905E+001    1.7966900055E+002    1.1726971414E+001
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    1.2391714583E+002    6.4344282073E+000    8.4612339521E+001    4.4353873560E+000    1.8687056779E+002    9.6096633851E+000    9.2452589146E+001    4.8006233800E+000    1.1340860988E+002    5.9448907475E+000    1.7011688376E+002    8.8333609371E+000    1.3612092397E+002    6.9999051990E+000
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001    1.2854996207E+002    1.8280814323E+001    8.7615808163E+001    1.2420034070E+001    1.9423957790E+002    2.7715346539E+001    9.5909058825E+001    1.3639021498E+001    1.1743425443E+002    1.6646966702E+001    1.7647694199E+002    2.5096407317E+001    1.4148868454E+002    2.0188511351E+001
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001    8.8988975132E+001    5.7061503660E+000    6.0817893460E+001    3.9172629201E+000    1.3404921157E+002    8.5535965794E+000    6.6393242852E+001    4.2572669979E+000    8.1516157009E+001    5.2504320863E+000    1.2216652536E+002    7.8335609817E+000    9.7644603706E+001    6.2306412583E+000
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000    6.6296595763E+001    3.7815513049E+000    4.5248171069E+001    2.5839308946E+000    1.0001376339E+002    5.6970258712E+000    4.9462823639E+001    2.8213545979E+000    6.0647562870E+001    3.4633247639E+000    9.1013799581E+001    5.1914181808E+000    7.2852381425E+001    4.1498478579E+000
    1.0000000000E+000    1.1294627059E+000    1.2589254118E+000    6.2574521086E+001    5.1553806092E+000    4.2724909039E+001    3.5416000786E+000    9.4364999949E+001    7.7238713586E+000    4.6685843597E+001    3.8463465421E+000    5.7265554514E+001    4.7469192313E+000    8.5904032560E+001    7.0774490323E+000    6.8737689060E+001    5.6262498604E+000
    1.2589254118E+000    1.4219093021E+000    1.5848931925E+000    5.2819037314E+001    4.9519168001E+000    3.5941726355E+001    3.3150372249E+000    7.9940949356E+001    7.6288132915E+000    3.9407434083E+001    3.6945454670E+000    4.8173839014E+001    4.4432498323E+000    7.2511434725E+001    6.7981282899E+000    5.8230870799E+001    5.5570073249E+000
    1.5848931925E+000    1.7900777537E+000    1.9952623150E+000    3.7632568912E+001    2.1458187465E+000    2.5688613433E+001    1.4611681306E+000    5.6764127174E+001    3.2457074659E+000    2.8077054300E+001    1.6009608487E+000    3.4431265649E+001    1.9584501201E+000    5.1663031038E+001    2.9458393012E+000    4.1348327511E+001    2.3642497822E+000
    1.9952623150E+000    2.2535743732E+000    2.5118864315E+000    3.4263625687E+001    2.3978472731E+000    2.3341244814E+001    1.6209438080E+000    5.1801040088E+001    3.6573956238E+000    2.5563539954E+001    1.7889952782E+000    3.1285012827E+001    2.1726025424E+000    4.7038052638E+001    3.2918310304E+000    3.7733097955E+001    2.6641331351E+000
    2.5118864315E+000    2.8370820458E+000    3.1622776602E+000    2.4915468478E+001    1.1350545521E+000    1.6977408925E+001    7.7550801539E-001    3.7657895555E+001    1.7108714555E+000    1.8589030237E+001    8.4684594264E-001    2.2755361174E+001    1.0394380592E+000    3.4204643971E+001    1.5582342703E+000    2.7430898286E+001    1.2462390737E+000
    3.1622776602E+000    3.5716746829E+000    3.9810717055E+000    2.1157821830E+001    2.3686637012E+000    1.4488375952E+001    1.6465403662E+000    3.1803078327E+001    3.5005536680E+000    1.5785510519E+001    1.7672218847E+000    1.9419231114E+001    2.2069104235E+000    2.9046042763E+001    3.2517670160E+000    2.3166111486E+001    2.5498857596E+000
    3.9810717055E+000    4.4964720209E+000    5.0118723363E+000    1.5727643699E+001    6.0246437837E-001    1.0729194964E+001    4.1193503681E-001    2.3739466740E+001    9.0731076510E-001    1.1734141966E+001    4.4948898134E-001    1.4380681268E+001    5.5212963204E-001    2.1591344096E+001    8.2707975509E-001    1.7292386840E+001    6.6090653617E-001
    5.0118723363E+000    5.6607228905E+000    6.3095734448E+000    1.1812244501E+001    3.8986249360E-001    8.0635238170E+000    2.6590719059E-001    1.7817082680E+001    5.8905955088E-001    8.8129256084E+000    2.9087013507E-001    1.0807797444E+001    3.5640386513E-001    1.6216175827E+001    5.3521400983E-001    1.2978382768E+001    4.2908485422E-001
    6.3095734448E+000    7.1264278960E+000    7.9432823472E+000    9.4121804503E+000    4.9982174565E-001    6.4178991948E+000    3.4207624505E-001    1.4215381663E+001    7.5190667581E-001    7.0222764279E+000    3.7290896420E-001    8.6021144217E+000    4.5849567149E-001    1.2921301543E+001    6.8616911111E-001    1.0354818897E+001    5.4770653645E-001
    7.9432823472E+000    8.9716411736E+000    1.0000000000E+001    7.9446281287E+000    5.4666790245E-001    5.4127219279E+000    3.7531585694E-001    1.2008952258E+001    8.1958489943E-001    5.9273592480E+000    4.0786012822E-001    7.2548433598E+000    5.0304778054E-001    1.0906605142E+001    7.5048081034E-001    8.7476037379E+000    5.9700494894E-001
    1.0000000000E+001    1.1294627059E+001    1.2589254118E+001    6.5117080832E+000    2.3492579881E-001    4.4405872960E+000    1.5896208959E-001    9.8336917331E+000    3.5834289172E-001    4.8582806523E+000    1.7527435943E-001    5.9518603923E+000    2.1306194470E-001    8.9394528873E+000    3.2251263165E-001    7.1630927254E+000    2.6102540435E-001
    1.2589254118E+001    1.4219093021E+001    1.5848931925E+001    5.9706122535E+000    5.5834149132E-001    4.0646047902E+000    3.7764162156E-001    9.0338187433E+000    8.5086777496E-001    4.4545777580E+000    4.1656960509E-001    5.4479190812E+000    5.0616507684E-001    8.1966215726E+000    7.6650663588E-001    6.5804463958E+000    6.1979213245E-001
    1.5848931925E+001    1.7900777537E+001    1.9952623150E+001    4.4244707443E+000    2.1838124365E-001    3.0160337789E+000    1.4836839945E-001    6.6838973915E+000    3.3112282495E-001    3.3010264495E+000    1.6293073297E-001    4.0424860033E+000    1.9886288487E-001    6.0740357622E+000    2.9979980893E-001    4.8687083226E+000    2.4119766645E-001
    1.9952623150E+001    2.2535743732E+001    2.5118864315E+001    2.9936518275E+000    1.3026841765E-001    2.0403944464E+000    8.8290199938E-002    4.5232516597E+000    1.9809341701E-001    2.2335154720E+000    9.7191170888E-002    2.7348055743E+000    1.1833816318E-001    4.1097679949E+000    1.7883608531E-001    3.2948430699E+000    1.4429591173E-001
    2.5118864315E+001    2.8370820458E+001    3.1622776602E+001    2.7525410247E+000    1.9416528743E-001    1.8793191121E+000    1.3328977806E-001    4.1506740597E+000    2.9090211291E-001    2.0536265806E+000    1.4486359757E-001    2.5189111805E+000    1.7865252902E-001    3.7787644188E+000    2.6655547471E-001    3.0234487687E+000    2.1189995226E-001
