#labels: pth_lower[1]   pth_center[2]   pth_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 768000
#overflow:lower center upper    1.1540961395E+001    1.4646301135E-001    7.7809806459E+000    9.8939849041E-002    1.7640216300E+001    2.2355311636E-001    8.6105256470E+000    1.0927369674E-001    1.0429095846E+001    1.3261222660E-001    1.5843750879E+001    2.0106847128E-001    1.2849549130E+001    1.6284135653E-001
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    6.0376281123E+001    9.2367767507E+000    4.1435737882E+001    6.3582618410E+000    9.0465026657E+001    1.3796135218E+001    4.5045772122E+001    6.8914105492E+000    5.5537637409E+001    8.5221805796E+000    8.2886227963E+001    1.2680502495E+001    6.5896856637E+001    1.0049429909E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    5.5496218344E+001    6.1742648695E+000    3.8037267492E+001    4.2204136011E+000    8.3276876784E+001    9.2944184736E+000    4.1404835784E+001    4.6065196988E+000    5.0982559452E+001    5.6567545861E+000    7.6186742860E+001    8.4762015142E+000    6.0660838927E+001    6.7702733787E+000
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    6.7375867987E+001    7.8125869276E+000    4.6028180175E+001    5.2246235913E+000    1.0148575213E+002    1.2065869491E+001    5.0268051284E+001    5.8288454319E+000    6.1693033885E+001    7.0027291764E+000    9.2495454329E+001    1.0725335331E+001    7.3924612700E+001    8.7890635909E+000
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    8.1357847083E+001    1.7567506847E+001    5.5753082460E+001    1.2022481871E+001    1.2208859333E+002    2.6391564726E+001    6.0699780971E+001    1.3106834264E+001    7.4727629732E+001    1.6114114845E+001    1.1169030180E+002    2.4117159092E+001    8.8932207608E+001    1.9224237492E+001
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    1.1860112881E+002    1.1331717866E+001    8.1314850973E+001    7.7634698223E+000    1.7790414843E+002    1.7016419891E+001    8.8486394365E+001    8.4544124154E+000    1.0898888110E+002    1.0405625532E+001    1.6281890862E+002    1.5556495577E+001    1.2958957287E+002    1.2395161130E+001
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    1.2277125356E+002    1.1464075333E+001    8.3946753901E+001    7.7925617836E+000    1.8472414273E+002    1.7366455037E+001    9.1597657359E+001    8.5531621926E+000    1.1251650431E+002    1.0444618413E+001    1.6854377117E+002    1.5738199567E+001    1.3455741739E+002    1.2650134976E+001
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    9.5594565987E+001    6.0434634619E+000    6.5451963819E+001    4.1074591144E+000    1.4361425810E+002    9.1588227658E+000    7.1321567931E+001    4.5089308726E+000    8.7727348905E+001    5.5053580949E+000    1.3123486311E+002    8.2966337255E+000    1.0461200894E+002    6.6715022707E+000
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    8.4969504053E+001    5.6867981552E+000    5.8191996913E+001    3.8906655955E+000    1.2762059887E+002    8.5540989479E+000    6.3394380138E+001    4.2428286246E+000    7.7996584346E+001    5.2147828461E+000    1.1664848434E+002    7.8069937316E+000    9.2961850764E+001    6.2310071954E+000
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    8.5087677696E+001    5.8052025645E+000    5.7994487802E+001    3.8895731480E+000    1.2851379436E+002    8.9465835816E+000    6.3482547593E+001    4.3311682498E+000    7.7731856603E+001    5.2133186040E+000    1.1681071638E+002    7.9695425783E+000    9.3612475401E+001    6.5169022489E+000
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    6.5678124145E+001    3.1346033047E+000    4.4921250828E+001    2.1342827817E+000    9.8787180375E+001    4.7402363492E+000    4.9001391914E+001    2.3386771018E+000    6.0209381272E+001    2.8606470963E+000    9.0164744645E+001    4.3032700799E+000    7.1958909463E+001    3.4528998296E+000
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    6.7873316641E+001    3.7871581902E+000    4.6302036657E+001    2.5648083730E+000    1.0239153679E+002    5.7637109423E+000    5.0639189723E+001    2.8255378047E+000    6.2060092437E+001    3.4376942399E+000    9.3178365594E+001    5.1991154679E+000    7.4584407587E+001    4.1984228348E+000
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    5.5430411118E+001    3.1458770662E+000    3.7771030870E+001    2.0953328535E+000    8.3746992459E+001    4.8906405017E+000    4.1355738071E+001    2.3470882739E+000    5.0625714039E+001    2.8084412688E+000    7.6096400881E+001    4.3187470113E+000    6.1003282260E+001    3.5624577576E+000
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    4.5816549407E+001    2.5359118467E+000    3.1305862457E+001    1.7382152860E+000    6.8992746010E+001    3.8065587795E+000    3.4182990499E+001    1.8920030357E+000    4.1960243181E+001    2.3297852343E+000    6.2898225727E+001    3.4813698941E+000    5.0255941559E+001    2.7727870918E+000
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    4.2294237830E+001    2.7957102248E+000    2.8873141209E+001    1.8789670043E+000    6.3756861642E+001    4.2955787527E+000    3.1555050492E+001    2.0858344264E+000    3.8699589516E+001    2.5184392393E+000    5.8062699012E+001    3.8380282903E+000    4.6442000036E+001    3.1290007609E+000
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    3.4525454058E+001    2.1257110161E+000    2.3555094584E+001    1.4426849599E+000    5.2074318070E+001    3.2246263347E+000    2.5758885890E+001    1.5859587946E+000    3.1571642476E+001    1.9336765385E+000    4.7397497864E+001    2.9182348530E+000    3.7932160075E+001    2.3488937896E+000
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    2.7459681073E+001    1.3433074006E+000    1.8768393669E+001    9.1277275651E-001    4.1333743688E+001    2.0365952313E+000    2.0487226327E+001    1.0022200429E+000    2.5155874992E+001    1.2234183577E+000    3.7697409362E+001    1.8441295382E+000    3.0108472663E+001    1.4835039456E+000
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    2.2133849625E+001    1.0263163163E+000    1.5119709745E+001    7.0097873479E-001    3.3338642895E+001    1.5462721960E+000    1.6513709156E+001    7.6571809407E-001    2.0265427876E+001    9.3954409392E-001    3.0385960705E+001    1.4089554138E+000    2.4284652893E+001    1.1263410954E+000
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001    1.5895306523E+001    6.6875138837E-001    1.0861913812E+001    4.5745357597E-001    2.3934319240E+001    1.0059041956E+000    1.1859232502E+001    4.9894465320E-001    1.4558568561E+001    6.1313957787E-001    2.1821516256E+001    9.1808039508E-001    1.7434321991E+001    7.3272431364E-001
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001    1.4106281122E+001    6.4096220952E-001    9.6188419361E+000    4.3029984055E-001    2.1292441746E+001    9.8622358654E-001    1.0524469429E+001    4.7821159389E-001    1.2892439789E+001    5.7674456263E-001    1.9365492724E+001    8.7993064207E-001    1.5509916186E+001    7.1838849438E-001
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000    1.2535028099E+001    6.3717172457E-001    8.5579956196E+000    4.3294058556E-001    1.8893006077E+001    9.6604629754E-001    9.3521828240E+000    4.7538357404E-001    1.1470553729E+001    5.8028403715E-001    1.7208433133E+001    8.7472695952E-001    1.3762110717E+001    7.0369088173E-001
    1.0000000000E+000    1.1294627059E+000    1.2589254118E+000    1.0011395112E+001    4.3384247677E-001    6.8293044730E+000    2.9488177796E-001    1.5104205841E+001    6.5779601740E-001    7.4693408480E+000    3.2368289304E-001    9.1535340015E+000    3.9523942616E-001    1.3743919997E+001    5.9559094665E-001    1.1002259367E+001    4.7915411576E-001
    1.2589254118E+000    1.4219093021E+000    1.5848931925E+000    7.7733331745E+000    2.8526808713E-001    5.3119787555E+000    1.9569073076E-001    1.1703978957E+001    4.2780855436E-001    5.7995588381E+000    2.1283393093E-001    7.1198140815E+000    2.6229051067E-001    1.0671446693E+001    3.9162391688E-001    8.5254540005E+000    3.1162582952E-001
    1.5848931925E+000    1.7900777537E+000    1.9952623150E+000    6.0615313068E+000    2.0590534057E-001    4.1387467006E+000    1.4051500270E-001    9.1356796233E+000    3.1072643395E-001    4.5224110010E+000    1.5362266236E-001    5.5472938419E+000    1.8833672741E-001    8.3214377625E+000    2.8267254424E-001    6.6546442605E+000    2.2634045474E-001
    1.9952623150E+000    2.2535743732E+000    2.5118864315E+000    5.0552588992E+000    3.3030967051E-001    3.4375607495E+000    2.1151217658E-001    7.6565224171E+000    5.3603422883E-001    3.7716473448E+000    2.4643873174E-001    4.6074720094E+000    2.8349649774E-001    6.9399991807E+000    4.5345824783E-001    5.5771913048E+000    3.9045996044E-001
    2.5118864315E+000    2.8370820458E+000    3.1622776602E+000    3.7565659204E+000    1.6006661599E-001    2.5682003099E+000    1.0966696409E-001    5.6529575077E+000    2.4041685376E-001    2.8027134044E+000    1.1942312733E-001    3.4422405608E+000    1.4699012009E-001    5.1571175542E+000    2.1974387583E-001    4.1177474238E+000    1.7512530014E-001
    3.1622776602E+000    3.5716746829E+000    3.9810717055E+000    3.6715255126E+000    2.2110463827E-001    2.4967729019E+000    1.4338961317E-001    5.5602705749E+000    3.5427734290E-001    2.7392661241E+000    1.6496261388E-001    3.3465041340E+000    1.9218965925E-001    5.0403717313E+000    3.0353856034E-001    4.0502320784E+000    2.5806396281E-001
    3.9810717055E+000    4.4964720209E+000    5.0118723363E+000    2.6974650151E+000    1.1004055222E-001    1.8392652258E+000    7.4251256081E-002    4.0715194617E+000    1.6818290817E-001    2.0125352559E+000    8.2099485880E-002    2.4652256827E+000    9.9521320198E-002    3.7031545502E+000    1.5106671241E-001    2.9657906948E+000    1.2250839245E-001
    5.0118723363E+000    5.6607228905E+000    6.3095734448E+000    2.1402250712E+000    6.8126166853E-002    1.4605355292E+000    4.6443177157E-002    3.2274564068E+000    1.0292886349E-001    1.5967874976E+000    5.0827837199E-002    1.9576022243E+000    6.2249267538E-002    2.9381601491E+000    9.3525485356E-002    2.3509552807E+000    7.4975809013E-002
    6.3095734448E+000    7.1264278960E+000    7.9432823472E+000    1.6203739183E+000    5.2887376589E-002    1.1053855363E+000    3.6138809855E-002    2.4444250185E+000    7.9651667713E-002    1.2089349148E+000    3.9458420917E-002    1.4815833927E+000    4.8437996298E-002    2.2244941139E+000    7.2605252772E-002    1.7805767705E+000    5.8020151236E-002
    7.9432823472E+000    8.9716411736E+000    1.0000000000E+001    1.3225952590E+000    4.2121049164E-002    9.0242065916E-001    2.8753002765E-002    1.9948441544E+000    6.3527051334E-002    9.8676704723E-001    3.1425837214E-002    1.2095431123E+000    3.8538564138E-002    1.8156953377E+000    5.7824940823E-002    1.4530914776E+000    4.6274600794E-002
    1.0000000000E+001    1.1294627059E+001    1.2589254118E+001    1.0616150828E+000    3.8746648778E-002    7.2291841268E-001    2.6026045925E-002    1.6049286687E+000    5.9639774113E-002    7.9205393594E-001    2.8908251367E-002    9.6895054202E-001    3.4883537151E-002    1.4574145364E+000    5.3192470680E-002    1.1690678520E+000    4.3443016487E-002
    1.2589254118E+001    1.4219093021E+001    1.5848931925E+001    8.4074054697E-001    3.2905029354E-002    5.7349597007E-001    2.2432803971E-002    1.2683870156E+000    4.9677243636E-002    6.2726299778E-001    2.4549913085E-002    7.6867488958E-001    3.0067400671E-002    1.1541918670E+000    4.5172934031E-002    9.2392298343E-001    3.6186074585E-002
    1.5848931925E+001    1.7900777537E+001    1.9952623150E+001    6.7849750156E-001    2.4875018064E-002    4.6177577470E-001    1.6615366291E-002    1.0263725595E+000    3.8512661117E-002    5.0621607147E-001    1.8558850833E-002    6.1893275831E-001    2.2270103917E-002    9.3146012872E-001    3.4149112523E-002    7.4763395212E-001    2.8053529658E-002
    1.9952623150E+001    2.2535743732E+001    2.5118864315E+001    4.9599299212E-001    1.4914496630E-002    3.3840847287E-001    1.0191458109E-002    7.4806593455E-001    2.2465910916E-002    3.7005239279E-001    1.1127466018E-002    4.5357963978E-001    1.3659935458E-002    6.8091289242E-001    2.0475033319E-002    5.4490885004E-001    1.6364698775E-002
    2.5118864315E+001    2.8370820458E+001    3.1622776602E+001    3.9016707093E-001    1.1614202006E-002    2.6606005059E-001    7.9172171175E-003    5.8885586634E-001    1.7542364062E-002    2.9109737532E-001    8.6651692880E-003    3.5660874825E-001    1.0611697922E-002    5.3563214202E-001    1.5944297614E-002    4.2893648560E-001    1.2778271254E-002
    3.1622776602E+001    3.5716746829E+001    3.9810717055E+001    3.2055995261E-001    9.4455564363E-003    2.1831101077E-001    6.4338061786E-003    4.8448870500E-001    1.4277502396E-002    2.3916462406E-001    7.0471777141E-003    2.9260919145E-001    8.6234350580E-003    4.4007356554E-001    1.2967121019E-002    3.5291298655E-001    1.0400069101E-002
    3.9810717055E+001    4.4964720209E+001    5.0118723363E+001    2.3357411438E-001    8.2377400774E-003    1.5880466602E-001    5.6035419767E-003    3.5370253187E-001    1.2479095680E-002    1.7426588942E-001    6.1460453579E-003    2.1285094488E-001    7.5106055404E-003    3.2065700190E-001    1.1308997329E-002    2.5764525691E-001    9.0900672818E-003
    5.0118723363E+001    5.6607228905E+001    6.3095734448E+001    1.7841366376E-001    5.2484279521E-003    1.2134513974E-001    3.5649074908E-003    2.7005051151E-001    7.9584039429E-003    1.3311156453E-001    3.9157676679E-003    1.6264275036E-001    4.7781588971E-003    2.4493121025E-001    7.2051869972E-003    1.9671115456E-001    5.7970889200E-003
    6.3095734448E+001    7.1264278960E+001    7.9432823472E+001    1.3818458983E-001    3.5967767302E-003    9.3970565627E-002    2.4410001355E-003    2.0921159495E-001    5.4634545935E-003    1.0309729961E-001    2.6834972599E-003    1.2595173798E-001    3.2717501213E-003    1.8970362534E-001    4.9377545361E-003    1.5239465447E-001    3.9797090367E-003
    7.9432823472E+001    8.9716411736E+001    1.0000000000E+002    1.0244783389E-001    3.0301862577E-003    6.9651504459E-002    2.0527837031E-003    1.5513538046E-001    4.6105396640E-003    7.6434680868E-002    2.2607732227E-003    9.3356126797E-002    2.7514112891E-003    1.4064321876E-001    4.1599234708E-003    1.1300426589E-001    3.3584257086E-003
#nx: 3
