#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3583378
#overflow:lower center upper    8.2744379729E+001    9.4594971975E-001    5.5677414194E+001    6.3461861265E-001    1.2683103426E+002    1.4555571681E+000    6.1734250674E+001    7.0575786918E-001    7.4626209148E+001    8.5059951153E-001    1.1359377215E+002    1.2986259282E+000    9.2386713306E+001    1.0602621320E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    9.7239840093E+001    5.6517109993E+001    6.7492935241E+001    3.9249736658E+001    1.4393953179E+002    8.3610163490E+001    7.2549080475E+001    4.2166506621E+001    9.0462927818E+001    5.2607670440E+001    1.3349354089E+002    7.7588251141E+001    1.0484894596E+002    6.0903612816E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    3.3010452741E+003    2.6256595623E+003    2.2777520564E+003    1.8105884025E+003    4.9198512401E+003    3.9161549554E+003    2.4628567778E+003    1.9589623626E+003    3.0529435285E+003    2.4267892244E+003    4.5317662171E+003    3.6045780393E+003    3.5837355476E+003    2.8526195283E+003
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    4.3803327689E+002    8.1059416230E+001    3.0073812775E+002    5.5369296108E+001    6.5648383850E+002    1.2225995464E+002    3.2680958160E+002    6.0477126512E+001    4.0308887805E+002    7.4213228678E+001    6.0134419292E+002    1.1128060767E+002    4.7819829374E+002    8.9057031223E+001
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    5.0409434826E+002    9.8885164256E+001    3.4748684349E+002    6.8020091446E+001    7.5186675497E+002    1.4779299546E+002    3.7609668428E+002    7.3776630366E+001    4.6574766867E+002    9.1169492046E+001    6.9203465811E+002    1.3575228739E+002    5.4767745717E+002    1.0765589967E+002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    4.8693500031E+002    6.7185095865E+001    3.3542225892E+002    4.6241773397E+001    7.2686508200E+002    1.0036850450E+002    3.6329437080E+002    5.0125719272E+001    4.4957712224E+002    6.1979319674E+001    6.6847783083E+002    9.2233557085E+001    5.2946564958E+002    7.3110783208E+001
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    7.7754223665E+002    2.4056779689E+002    5.2987462296E+002    1.6153480926E+002    1.1749639090E+003    3.6961265684E+002    5.8011175507E+002    1.7948376344E+002    7.1020781061E+002    2.1651024271E+002    1.0674314794E+003    3.3025812261E+002    8.5587139168E+002    2.6923456676E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    5.7371535788E+002    1.5977963159E+002    3.9438957882E+002    1.1002758156E+002    8.5840765087E+002    2.3850761779E+002    4.2803979962E+002    1.1920901288E+002    5.2861289664E+002    1.4747346715E+002    7.8761230494E+002    2.1934989571E+002    6.2528435569E+002    1.7373456768E+002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    5.4428439206E+002    5.4321315819E+001    3.7275131037E+002    3.6748717885E+001    8.1792049894E+002    8.2772800043E+001    4.0608182946E+002    4.0528259910E+001    4.9961043720E+002    4.9255475429E+001    7.4720866138E+002    7.4573804190E+001    5.9579256040E+002    6.0293657554E+001
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    5.5513856160E+002    7.1991035750E+001    3.7958201393E+002    4.8737179115E+001    8.3570477608E+002    1.0963511693E+002    4.1417995075E+002    5.3711353711E+001    5.0876584644E+002    6.5323991328E+001    7.6210956541E+002    9.8831284230E+001    6.0874704684E+002    7.9860802013E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    3.5366574427E+002    2.3634721553E+001    2.4250712001E+002    1.6159160088E+001    5.3070135493E+002    3.5588612956E+001    2.6386432267E+002    1.7633485558E+001    3.2504000625E+002    2.1658636232E+001    4.8552211162E+002    3.2446399183E+001    3.8657536946E+002    2.5923584091E+001
