#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 1024000
#overflow:lower center upper    8.2412090702E-001    2.0296159915E-003    5.6867644947E-001    1.4023860511E-003    1.2285048079E+000    3.0237177961E-003    6.1486335176E-001    1.5142638424E-003    7.6221513284E-001    1.8796626293E-003    1.1313759658E+000    2.7863129463E-003    8.9487184382E-001    2.2025472769E-003
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    3.2096165937E-001    5.1186488080E-002    2.2774011101E-001    3.6245810331E-002    4.6380493196E-001    7.4141345901E-002    2.3946433101E-001    3.8189415361E-002    3.0524731440E-001    4.8581412440E-002    4.4062503969E-001    7.0270226001E-002    3.3784643898E-001    5.4006303013E-002
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    7.6386452411E-001    6.7269102672E-002    5.4154337472E-001    4.7573453291E-002    1.1048460610E+000    9.7572052489E-002    5.6990703377E-001    5.0188395400E-002    7.2584780974E-001    6.3764212591E-002    1.0486543374E+000    9.2348883953E-002    8.0479589934E-001    7.1073781684E-002
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    1.1655565386E+000    7.5554540763E-002    8.2286603324E-001    5.3176716239E-002    1.6937455113E+000    1.1018053255E-001    8.6960298409E-001    5.6370027478E-002    1.1029135168E+000    7.1274444140E-002    1.6001082406E+000    1.0372336243E-001    1.2337641325E+000    8.0258095599E-002
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    1.5016244221E+000    7.0149790817E-002    1.0588222689E+000    4.9339509103E-002    2.1851635140E+000    1.0239079327E-001    1.1203378259E+000    5.2337630485E-002    1.4191731644E+000    6.6131313369E-002    2.0614715224E+000    9.6303572281E-002    1.5917245827E+000    7.4583865990E-002
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    1.7843736171E+000    7.3901334814E-002    1.2520440294E+000    5.1554875282E-002    2.6108582743E+000    1.0887094716E-001    1.3312924520E+000    5.5136597114E-002    1.6781544358E+000    6.9100639120E-002    2.4496374346E+000    1.0145379560E-001    1.9018106749E+000    7.9304162746E-002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    1.9958193328E+000    6.6773741414E-002    1.3988500343E+000    4.6469383911E-002    2.9239895786E+000    9.8650512702E-002    1.4890486990E+000    4.9818814334E-002    1.8749231935E+000    6.2284393285E-002    2.7399159589E+000    9.1668838323E-002    2.1299028939E+000    7.1859357510E-002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    1.8322421843E+000    5.1888206290E-002    1.2831410788E+000    3.6201737590E-002    2.6867819392E+000    7.6438594713E-002    1.3670064199E+000    3.8712956030E-002    1.7198348001E+000    4.8522340342E-002    2.5153527270E+000    7.1233564160E-002    1.9571152611E+000    5.5679673167E-002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    1.7670586578E+000    4.2143320036E-002    1.2351450875E+000    2.9212426973E-002    2.5968970610E+000    6.2561845566E-002    1.3183740394E+000    3.1442453153E-002    1.6555042464E+000    3.9154345017E-002    2.4258669798E+000    5.7855514891E-002    1.8916409982E+000    4.5571522174E-002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    1.5992390621E+000    3.3622461900E-002    1.1173203711E+000    2.3363880405E-002    2.3514246563E+000    4.9765669426E-002    1.1931665386E+000    2.5085177966E-002    1.4975800315E+000    3.1315352031E-002    2.1954795990E+000    4.6157845265E-002    1.7128331157E+000    3.6250486014E-002
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    1.4792908468E+000    2.8881675390E-002    1.0334426925E+000    2.0155296046E-002    2.1752783261E+000    4.2546480138E-002    1.1036751046E+000    2.1548153412E-002    1.3851561110E+000    2.7014784360E-002    2.0308113728E+000    3.9649562473E-002    1.5845239790E+000    3.0991858464E-002
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    1.2756853967E+000    2.2550554727E-002    8.9127006960E-001    1.5710772514E-002    1.8757464067E+000    3.3285741827E-002    9.5176835357E-001    1.6824606130E-002    1.1945976225E+000    2.1057648105E-002    1.7512961818E+000    3.0958024990E-002    1.3663378724E+000    2.4246118509E-002
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    1.1374723951E+000    1.9054775358E-002    7.9417003640E-001    1.3236056954E-002    1.6737822389E+000    2.8221883643E-002    8.4864985635E-001    1.4216461376E-002    1.0644513596E+000    1.7740708128E-002    1.5615535519E+000    2.6158922424E-002    1.2192224146E+000    2.0557484911E-002
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    1.0134704483E+000    1.6429404230E-002    7.0779452465E-001    1.1456206233E-002    1.4908269875E+000    2.4223099762E-002    7.5613399858E-001    1.2257714209E-002    9.4867951386E-001    1.5355117595E-002    1.3913202510E+000    2.2554740354E-002    1.0859534993E+000    1.7644676526E-002
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    8.6017680527E-001    1.2612984159E-002    6.0037405011E-001    8.8187475516E-003    1.2662063274E+000    1.8547541911E-002    6.4176407745E-001    9.4103445865E-003    8.0470043516E-001    1.1820047837E-002    1.1808744998E+000    1.7315453368E-002    9.2233451882E-001    1.3510466480E-002
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    7.3008944757E-001    9.7292230817E-003    5.0918481778E-001    6.7686321681E-003    1.0756380154E+000    1.4384230246E-002    5.4470799247E-001    7.2588168351E-003    6.8247660665E-001    9.0722129814E-003    1.0022869786E+000    1.3356546433E-002    7.8352007081E-001    1.0477812182E-002
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    6.3362717320E-001    8.0142947529E-003    4.4215189466E-001    5.5853982865E-003    9.3295495192E-001    1.1824944090E-002    4.7273904128E-001    5.9793363957E-003    5.9263024772E-001    7.4862869754E-003    8.6986090141E-001    1.1002245410E-002    6.7958636600E-001    8.6135678533E-003
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    5.2730935479E-001    6.4431279161E-003    3.6782203050E-001    4.4926235547E-003    7.7675471143E-001    9.5026491664E-003    3.9341702721E-001    4.8071140928E-003    4.9300356661E-001    6.0216062450E-003    7.2390486090E-001    8.8453041379E-003    5.6580643098E-001    6.9219535209E-003
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001    4.6395941338E-001    5.3197343591E-003    3.2355449610E-001    3.7034541649E-003    6.8361461323E-001    7.8599647250E-003    3.4615265498E-001    3.9689682311E-003    4.3367038226E-001    4.9638574111E-003    6.3693630988E-001    7.3030784041E-003    4.9796098921E-001    5.7253834747E-003
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001    3.8716484362E-001    4.2647375629E-003    2.6990518089E-001    2.9703428664E-003    5.7067003830E-001    6.2964970742E-003    2.8885746182E-001    3.1818520923E-003    3.6176249868E-001    3.9812450201E-003    5.3151060136E-001    5.8547496346E-003    4.1568950003E-001    4.5865168049E-003
    7.9432823472E-001    8.9716411736E-001    1.0000000000E+000    3.1797491311E-001    3.4232419358E-003    2.2164823982E-001    2.3856599034E-003    4.6874179706E-001    5.0508829247E-003    2.3723596766E-001    2.5540257414E-003    2.9708218569E-001    3.1975758480E-003    4.3652475184E-001    4.6995211727E-003    3.4144256783E-001    3.6791821136E-003
    1.0000000000E+000    1.1294627059E+000    1.2589254118E+000    2.7260535883E-001    3.0629420415E-003    1.8996846158E-001    2.1261911841E-003    4.0198699614E-001    4.5387405745E-003    2.0338647304E-001    2.2852117861E-003    2.5462077129E-001    2.8498016707E-003    3.7424017338E-001    4.2048915165E-003    2.9281679820E-001    3.3061255604E-003
    1.2589254118E+000    1.4219093021E+000    1.5848931925E+000    2.2370677172E-001    2.3141489667E-003    1.5594127265E-001    1.6119464080E-003    3.2977311171E-001    3.4158488214E-003    1.6690402379E-001    1.7265493182E-003    2.0901304768E-001    2.1605430411E-003    3.0711084109E-001    3.1769276813E-003    2.4021450353E-001    2.4881847538E-003
    1.5848931925E+000    1.7900777537E+000    1.9952623150E+000    1.8916302202E-001    2.1483609342E-003    1.3193809355E-001    1.5130641991E-003    2.7867126119E-001    3.1342712985E-003    1.4113148782E-001    1.6028575341E-003    1.7684082328E-001    2.0280080713E-003    2.5968822647E-001    2.9493292867E-003    2.0299071173E-001    2.2830770525E-003
