#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3583378
#overflow:lower center upper   -1.7504982881E+000    1.9973682443E-001   -1.2017586208E+000    1.3642859823E-001   -2.6229115617E+000    3.0109482807E-001   -1.3060186139E+000    1.4902043170E-001   -1.6107553032E+000    1.8285958952E-001   -2.4031324464E+000    2.7420423474E-001   -1.9105905734E+000    2.1932456610E-001
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -2.2026727611E+002    6.8331372855E+001   -1.5041713690E+002    4.7249176799E+001   -3.3191547311E+002    1.0159830319E+002   -1.6433787145E+002    5.0980938096E+001   -2.0160887282E+002    6.3329574495E+001   -3.0238900643E+002    9.3807197829E+001   -2.4177505005E+002    7.4006597547E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002   -9.4707569911E+001    4.0788994875E+001   -6.4646680500E+001    2.8157440403E+001   -1.4282244170E+002    6.0760468500E+001   -7.0659794426E+001    3.0432012937E+001   -8.6648002058E+001    3.7740312962E+001   -1.3001717038E+002    5.5996259867E+001   -1.0403523121E+002    4.4259356681E+001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    1.8501995781E+002    1.2940007348E+002    1.2633638270E+002    8.8076574934E+001    2.7868934818E+002    1.9600062281E+002    1.3804041426E+002    9.6543313271E+001    1.6933267205E+002    1.1805183479E+002    2.5400051337E+002    1.7764399843E+002    2.0300388671E+002    1.4277147113E+002
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    2.7139647539E+001    8.9801615869E+001    1.9385285332E+001    6.1832234693E+001    3.8928038958E+001    1.3417237677E+002    2.0248454455E+001    6.6999541034E+001    2.5982714508E+001    8.2875710827E+001    3.7258058477E+001    1.2328214103E+002    2.8356100663E+001    9.7734320138E+001
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    4.8056144744E+002    2.9362834589E+002    3.2360245751E+002    1.9952265636E+002    7.3655934833E+002    4.4608646790E+002    3.5853916553E+002    2.1907138551E+002    4.3373466647E+002    2.6742656243E+002    6.5972804124E+002    4.0310111125E+002    5.3652718156E+002    3.2493989234E+002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    1.6613777098E+001    2.3890988064E+002    1.0608215834E+001    1.6449385833E+002    2.6549326289E+001    3.5700705042E+002    1.2395271841E+001    1.7824681880E+002    1.4218529092E+001    2.2047635030E+002    2.2807852526E+001    3.2798208934E+002    1.9339154731E+001    2.6005234608E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    4.8945402901E+001    1.4657747164E+002    3.7355031828E+001    9.7384304468E+001    6.3687096660E+001    2.2815437650E+002    3.6517377760E+001    1.0935909372E+002    5.0068137292E+001    1.3052728073E+002    6.7193602308E+001    2.0122560553E+002    4.6391181580E+001    1.6619302281E+002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002   -1.4449917726E+002    7.0637641986E+001   -9.9168678638E+001    4.8190752122E+001   -2.1661095618E+002    1.0662789509E+002   -1.0780851171E+002    5.2701608395E+001   -1.3291893419E+002    6.4591597848E+001   -1.9837246555E+002    9.6973307854E+001   -1.5778452351E+002    7.7670270778E+001
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002   -2.6246878664E+001    4.3942375543E+001   -1.7746602746E+001    2.9813103452E+001   -3.9972574550E+001    6.6738883636E+001   -1.9582373959E+001    3.2784699527E+001   -2.3786336118E+001    3.9959450808E+001   -3.6032440683E+001    6.0325308031E+001   -2.9116964996E+001    4.8614175108E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001   -9.7506148759E+001    8.5645043601E+001   -6.5658381621E+001    5.8304189395E+001   -1.4926619985E+002    1.2956630492E+002   -7.2747769087E+001    6.3898389329E+001   -8.8004017250E+001    7.8146959499E+001   -1.3385913679E+002    1.1757588370E+002   -1.0872901646E+002    9.4379148893E+001
