#labels: ptj1_lower[1]   ptj1_center[2]   ptj1_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3583378
#overflow:lower center upper    8.3330257307E+001    1.1334127756E+000    5.6084602564E+001    7.6280240639E-001    1.2769581262E+002    1.7376623109E+000    6.2171364510E+001    8.4562103957E-001    7.5171976672E+001    1.0224083274E+000    1.1439808108E+002    1.5559803940E+000    9.3016638234E+001    1.2657541640E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002    1.2809341115E+002    4.5305086668E+001    8.8794096402E+001    3.1495001622E+001    1.8989362259E+002    6.6968943652E+001    9.5568433527E+001    3.3801396376E+001    1.1901355164E+002    4.2213752420E+001    1.7585017626E+002    6.2196075538E+001    1.3832298830E+002    4.8781756244E+001
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    1.5271398980E+002    2.8045642118E+001    1.0554270308E+002    1.9424912384E+001    2.2714165391E+002    4.1617748562E+001    1.1393745120E+002    2.0924402437E+001    1.4146224189E+002    2.6035827907E+001    2.0964998731E+002    3.8501832884E+001    1.6545533183E+002    3.0315348504E+001
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    6.5846591758E+002    1.2389666255E+002    4.5153460991E+002    8.4427363029E+001    9.8803048350E+002    1.8729349365E+002    4.9127082890E+002    9.2437306906E+001    6.0520619940E+002    1.1316068001E+002    9.0396021641E+002    1.7008876375E+002    7.1970468069E+002    1.3642899313E+002
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    4.9297389931E+002    5.6573530000E+001    3.3999298714E+002    3.8989017480E+001    7.3503857408E+002    8.4461351072E+001    3.6779989620E+002    4.2208600680E+001    4.5570341465E+002    5.2258220233E+001    6.7676819833E+002    7.7665706085E+001    5.3541941376E+002    6.1523637903E+001
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    9.6723551905E+002    2.9374684379E+002    6.5779554941E+002    1.9947647567E+002    1.4657148893E+003    4.4656524498E+002    7.2163886163E+002    2.1915979488E+002    8.8166429705E+002    2.6736466499E+002    1.3278476619E+003    4.0326378844E+002    1.0676612554E+003    3.2528864485E+002
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002    7.0429115346E+002    1.3334450213E+002    4.8219125133E+002    9.1013369465E+001    1.0586044267E+003    2.0114560213E+002    5.2546030023E+002    9.9486188031E+001    6.4629627098E+002    1.2198811391E+002    9.6687036717E+002    1.8305901912E+002    7.7111240351E+002    1.4651919528E+002
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    7.0830364822E+002    7.0181028153E+001    4.8478154771E+002    4.7684014711E+001    1.0650294230E+003    1.0642363252E+002    5.2845395803E+002    5.2360936160E+001    6.4976812760E+002    6.3912401579E+001    9.7237883091E+002    9.6346455760E+001    7.7579252220E+002    7.7521481112E+001
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    5.0781397248E+002    5.9520759841E+001    3.4497885187E+002    3.8188774968E+001    7.7069971149E+002    9.6480451483E+001    3.7887183607E+002    4.4407481455E+001    4.6238612773E+002    5.1185629740E+001    6.9714106107E+002    8.1711744694E+001    5.6139582637E+002    7.0278633795E+001
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002    4.2532813266E+002    3.0756504401E+001    2.9136496784E+002    2.1011145692E+001    6.3897756354E+002    4.6352632666E+001    3.1733047787E+002    2.2946933178E+001    3.9052573369E+002    2.8161906862E+001    5.8390221966E+002    4.2223379573E+001    4.6544631063E+002    3.3764349632E+001
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001    3.9477855310E+002    2.3919251237E+001    2.7054289422E+002    1.6381880992E+001    5.9292843461E+002    3.5991597932E+001    2.9453792798E+002    1.7845768578E+001    3.6261724615E+002    2.1957156144E+001    5.4196291222E+002    3.2837009399E+001    4.3190304027E+002    2.6217127842E+001
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    4.0057464581E+002    6.6174699140E+001    2.7340474906E+002    4.4976900498E+001    6.0428762087E+002    1.0029015739E+002    2.9886229952E+002    4.9371878530E+001    3.6645308122E+002    6.0283970296E+001    5.4991994855E+002    9.0846456527E+001    4.4017733915E+002    7.3053713328E+001
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    3.1537196335E+002    2.5927785242E+001    2.1499071002E+002    1.7279170993E+001    4.7646936790E+002    4.0220711953E+001    2.3529394873E+002    1.9344303490E+001    2.8815888675E+002    2.3159822473E+001    4.3295135046E+002    3.5594380412E+001    3.4707151248E+002    2.9297714126E+001
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    3.1528672974E+002    2.6635794624E+001    2.1526791241E+002    1.8258279874E+001    4.7544127590E+002    4.0016027168E+001    2.3523035729E+002    1.9872537901E+001    2.8853042992E+002    2.4472153247E+001    4.3283433939E+002    3.6566355266E+001    3.4632262605E+002    2.9148616906E+001
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001    2.8837777439E+002    4.9331895854E+001    1.9720555162E+002    3.3844774560E+001    4.3408543554E+002    7.3969682742E+001    2.1515401857E+002    3.6805733935E+001    2.6432087326E+002    4.5363227827E+001    3.9589298153E+002    6.7724190519E+001    3.1619805765E+002    5.3881259524E+001
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    1.4235619008E+002    5.0147591716E+001    9.6507156121E+001    3.4983840826E+001    2.1631099833E+002    7.3843945323E+001    1.0620966345E+002    3.7414311496E+001    1.2935161090E+002    4.6889954573E+001    1.9543051349E+002    6.8844000350E+001    1.5756602715E+002    5.3789669426E+001
    3.1622776602E-001    3.5716746829E-001    3.9810717055E-001    1.6176815638E+002    9.7436093702E+000    1.1045108948E+002    6.6000392861E+000    2.4393923954E+002    1.4830410327E+001    1.2069261924E+002    7.2695502136E+000    1.4804110830E+002    8.8462425793E+000    2.2207979752E+002    1.3376296327E+001    1.7769108892E+002    1.0802820264E+001
    3.9810717055E-001    4.4964720209E-001    5.0118723363E-001    1.3810486805E+002    1.4425429860E+001    9.3715991807E+001    9.3966227002E+000    2.0973993961E+002    2.2935152799E+001    1.0303782047E+002    1.0762581168E+001    1.2561052460E+002    1.2594592279E+001    1.8959418107E+002    1.9803628935E+001    1.5277951317E+002    1.6706505616E+001
    5.0118723363E-001    5.6607228905E-001    6.3095734448E-001    1.0533648590E+002    7.0073499271E+000    7.1911482610E+001    4.6475586371E+000    1.5887148204E+002    1.0926608976E+001    7.8589857666E+001    5.2280710591E+000    9.6385247395E+001    6.2292706639E+000    1.4460884010E+002    9.6198837138E+000    1.1572573029E+002    7.9591993929E+000
    6.3095734448E-001    7.1264278960E-001    7.9432823472E-001    9.6028452027E+001    6.1404254930E+000    6.5533079276E+001    4.1930735577E+000    1.4488275650E+002    9.2601424932E+000    7.1645283325E+001    4.5812726843E+000    8.7836070531E+001    5.6201098564E+000    1.3183051386E+002    8.4297458826E+000    1.0553601305E+002    6.7453059471E+000
