#labels: pt_diff_lower[1]   pt_diff_center[2]   pt_diff_upper[3]   tot_scale01[4]   tot_scale01_Err[5]   tot_scale02[6]   tot_scale02_Err[7]   tot_scale03[8]   tot_scale03_Err[9]   tot_scale04[10]  tot_scale04_Err[11]  tot_scale05[12]  tot_scale05_Err[13]  tot_scale06[14]  tot_scale06_Err[15]  tot_scale07[16]  tot_scale07_Err[17] 
#neval: 3736776
#overflow:lower center upper   -5.5037447593E+001    1.4693278930E+000   -3.6846880016E+001    9.8271724657E-001   -8.4736605188E+001    2.2650020145E+000   -4.1062554306E+001    1.0962419051E+000   -4.9387045255E+001    1.3171671824E+000   -7.5556929688E+001    2.0171339544E+000   -6.1724139486E+001    1.6498808274E+000
    1.0000000000E-002    1.1294627059E-002    1.2589254118E-002   -2.5946367800E+003    1.8959647676E+003   -1.7194165030E+003    1.2768504556E+003   -4.0404525088E+003    2.8998974621E+003   -1.9358167637E+003    1.4145488142E+003   -2.3045886276E+003    1.7114032778E+003   -3.5619891061E+003    2.6028328511E+003   -2.9431607944E+003    2.1123536286E+003
    1.2589254118E-002    1.4219093021E-002    1.5848931925E-002    1.5099642617E+003    1.2844552413E+003    1.0383532071E+003    8.6201148952E+002    2.2516041820E+003    1.9725772403E+003    1.1265600461E+003    9.5831139355E+002    1.3917378299E+003    1.1553814170E+003    2.0729206848E+003    1.7633356669E+003    1.6401215306E+003    1.4368717328E+003
    1.5848931925E-002    1.7900777537E-002    1.9952623150E-002    6.7052543023E+003    1.1482924293E+003    4.4711956191E+003    7.6478921711E+002    1.0370512210E+004    1.7787389590E+003    5.0026823730E+003    8.5672250986E+002    5.9928857014E+003    1.0250713130E+003    9.2051584880E+003    1.5764075941E+003    7.5541254075E+003    1.2956753621E+003
    1.9952623150E-002    2.2535743732E-002    2.5118864315E-002    4.2453148274E+003    1.6364555063E+003    2.8554266959E+003    1.0993019106E+003    6.5014204469E+003    2.5099724288E+003    3.1673611018E+003    1.2209331289E+003    3.8272192217E+003    1.4734293158E+003    5.8280855663E+003    2.2465713625E+003    4.7357878172E+003    1.8283230483E+003
    2.5118864315E-002    2.8370820458E-002    3.1622776602E-002    3.1949794067E+003    1.1966283359E+003    2.1547279792E+003    8.0164765614E+002    4.8797154007E+003    1.8413276779E+003    2.3837227403E+003    8.9278515219E+002    2.8880504449E+003    1.0744738511E+003    4.3861560619E+003    1.6427644629E+003    3.5544996566E+003    1.3412664595E+003
    3.1622776602E-002    3.5716746829E-002    3.9810717055E-002   -8.3864366720E+002    1.0599243327E+003   -5.7463963921E+002    7.1121830344E+002   -1.2568971295E+003    1.6279495256E+003   -6.2569854952E+002    7.9079249446E+002   -7.7020778571E+002    9.5326851347E+002   -1.1513132125E+003    1.4550934279E+003   -9.1555347974E+002    1.1858367865E+003
    3.9810717055E-002    4.4964720209E-002    5.0118723363E-002    3.8631884526E+002    7.4105144804E+002    2.4982364542E+002    4.9438786093E+002    6.1789141974E+002    1.1461554913E+003    2.8822627605E+002    5.5288656469E+002    3.3484657798E+002    6.6264377475E+002    5.3034919142E+002    1.0173359159E+003    4.5008666673E+002    8.3488666159E+002
    5.0118723363E-002    5.6607228905E-002    6.3095734448E-002    1.4027062845E+003    5.9192283582E+002    9.4147972738E+002    3.9315784701E+002    2.1525673063E+003    9.2004672774E+002    1.0465365947E+003    4.4162410602E+002    1.2618952238E+003    5.2696196732E+002    1.9256739683E+003    8.1260803404E+002    1.5679807372E+003    6.7018371140E+002
    6.3095734448E-002    7.1264278960E-002    7.9432823472E-002   -4.0824104118E+002    5.2430114772E+002   -2.6582566809E+002    3.4894645389E+002   -6.4830768648E+002    8.1287213069E+002   -3.0458207378E+002    3.9117265231E+002   -3.5629459792E+002    4.6770403091E+002   -5.6044458807E+002    7.1977511107E+002   -4.7224259198E+002    5.9211521004E+002
    7.9432823472E-002    8.9716411736E-002    1.0000000000E-001   -3.9352488289E+001    3.6583719946E+002   -2.7938364970E+001    2.4384692015E+002   -5.6080701246E+001    5.6616149244E+002   -2.9360258481E+001    2.7294524959E+002   -3.7446679191E+001    3.2683578299E+002   -5.4024183911E+001    5.0223142180E+002   -4.0850503965E+001    4.1240536901E+002
    1.0000000000E-001    1.1294627059E-001    1.2589254118E-001    1.0691292130E+001    3.1752437995E+002    4.6714601175E+000    2.1265419365E+002    2.2967333577E+001    4.8878863369E+002    7.9766010764E+000    2.3689983212E+002    6.2613065783E+000    2.8502717954E+002    1.4677301421E+001    4.3590624747E+002    1.6729946853E+001    3.5604515591E+002
    1.2589254118E-001    1.4219093021E-001    1.5848931925E-001    2.8504796099E+002    2.8200647386E+002    1.9170558407E+002    1.8870048678E+002    4.3658159841E+002    4.3451563002E+002    2.1266969836E+002    2.1040049373E+002    2.5694909182E+002    2.5292126434E+002    3.9132172163E+002    3.8714628401E+002    3.1801632149E+002    3.1651142144E+002
    1.5848931925E-001    1.7900777537E-001    1.9952623150E-001    2.5625492527E+002    2.3881678289E+002    1.7000658853E+002    1.5884788416E+002    3.9853874548E+002    3.7044671613E+002    1.9118767758E+002    1.7817736006E+002    2.2786523792E+002    2.1290887154E+002    3.5179384615E+002    3.2785428217E+002    2.9030501118E+002    2.6984211520E+002
    1.9952623150E-001    2.2535743732E-001    2.5118864315E-001   -1.3509085882E+002    1.6898502090E+002   -8.9092499954E+001    1.1260006201E+002   -2.1129246328E+002    2.6162557975E+002   -1.0078911667E+002    1.2607700577E+002   -1.1941351141E+002    1.5092144453E+002   -1.8545646587E+002    2.3198730866E+002   -1.5391040799E+002    1.9057423580E+002
    2.5118864315E-001    2.8370820458E-001    3.1622776602E-001    5.2234134968E+001    1.0018342794E+002    3.3934499410E+001    6.7163501386E+001    8.2994173199E+001    1.5404005430E+002    3.8971047851E+001    7.4745244017E+001    4.5483488897E+001    9.0021377144E+001    7.1708464613E+001    1.3753457967E+002    6.0454910976E+001    1.1220640451E+002
